"startup_id","startup_name","emergent_theme","market_label","transition_function","technical_stack","output_class","feedstock","industry_destination","market_interface","maturity_path","evidence_source","confidence","taxonomy_source","assignment_method","structured_sector","trl_current","trl_current_confidence","trl_current_status","trl_current_source_url","trl_current_last_checked","valuation_tier","notes","macro_theme","thesis_fit","scope_decision","scope_reason","scope_source","structured_country"
"seedz","Seedz","agri-market infrastructure and producer engagement","agribusiness loyalty and producer-engagement infrastructure","fragmented-ag-channels-to-data-driven-producer-engagement","loyalty platform; producer engagement; payments; credit access; commercial intelligence; ag marketplace","agri-market infrastructure platform","","agribusiness channels, producers and agricultural input markets","B2B / platform","pending current evidence","official_website","0.82","manual_override","manual_override","","","","pending_research","","","","Include as agriculture-market infrastructure, not as food biotech or animal protein.","precision agriculture and resource intelligence","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_02_2026_05_08","BR"
"semion","Semion","ag biologicals and crop resilience","plant defense activation biotech","pest-vulnerable-crops-to-activated-natural-defense-mechanisms","crop defense activation; biomimicry; plant resilience biology","ag biological platform","plant defense pathways and crop resilience biology","agriculture","ag biotech company","pending current evidence","semion_official_site_2026","0.92","manual_override","manual_override","Agri·Food·Land Use","","","pending_research","","","1","Official site says Semion makes plants defend themselves by restoring natural defense mechanisms lost during domestication and activating plant defenses without genetic modification.","ag biologicals and crop resilience","core","include","official_site_signal_bio_based_or_biocentric","semion_official_site","AR"
"sensei","Sensei","digital coordination and market infrastructure","autonomous retail computer vision platform","manual-retail-checkout-and-store-ops-to-autonomous-retail-automation","computer vision; sensor fusion; AI; real-time shelf analytics; checkout automation","retail automation platform","retail shelf, basket and shopper interaction data","retail stores, supermarkets and convenience","B2B retail technology platform","pending current evidence","sensei_official_site_2026","0.9","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Official site describes Sensei as an autonomous retail platform using computer vision, AI and sensors for checkout-free stores and store analytics, without a defensible bio/material transition signal.","peripheral or non-core digital ventures","peripheral","exclude","full_digital_retail_automation_no_bio_materiality_signal","sensei_official_site","nan"
"sensify","Sensify","climate and resource intelligence platforms","smart refrigeration and cold-chain intelligence for food and beverages","food-loss-and-energy-waste-to-smart-cold-chain-control","IoT; AI; refrigeration monitoring; cold-chain analytics; energy optimization; asset telemetry","cold-chain intelligence platform","refrigeration equipment, temperature and food-retail data","food, beverages, dairy, meat and refrigerated retail","B2B IoT platform","pending current evidence","sensify_official_site_2026","0.86","manual_override","manual_override","Digital Economy","","","pending_research","","","1.5","Official site describes real-time connected refrigeration assets, predictive algorithms and cold-chain monitoring to avoid outages in refrigerated foods.","climate, energy and resource systems","core","include","official_website_signal_food_cold_chain_resource_efficiency","sensify_official_site","AR"
"sensix","Sensix","precision agriculture and soil intelligence","decision agriculture and agronomic analytics platform","fragmented-field-data-to-decision-agriculture-and-input-efficiency","remote sensing; soil data; yield maps; climate data; AI; variable-rate prescriptions","precision agriculture intelligence platform","field, soil, weather, machinery and productivity data","crop production and farm management","B2B agtech platform","pending current evidence","sensix_official_site_2026","0.92","manual_override","manual_override","","","","pending_research","","","","Official Sensix site describes decision agriculture, field analytics, productivity gaps, soil/sensing data and variable-rate input prescriptions.","precision agriculture and resource intelligence","core","include","official_site_signal_material_ag_system","sensix_official_site","BR"
"sette","Sette","agricultural credit and risk intelligence","agricultural guarantees and credit-risk infrastructure","manual-agricultural-credit-formalization-to-ai-enabled-risk-and-collateral-infrastructure","AI; digital signatures; CPR registration; collateral registry; satellite/geospatial field analysis; credit documentation","agri-credit infrastructure platform","producer, CPR, collateral, field, registry and credit-risk data","agricultural finance and rural credit","B2B agrifintech platform","pending current evidence","official_website","0.82","manual_override","manual_override","","","","pending_research","","","","Official Sette site describes digital formalization of agricultural guarantees, CPRs, certificates, credit analysis and AI/geospatial analysis for agricultural finance in Brazil.","climate, energy and resource systems","core","include","bio_centric_ag_finance_and_risk_infrastructure","external_atlas_official_site_validated","BR"
"silohub","Silohub","precision agriculture intelligence","agtech grain operations infrastructure","fragmented-grain-origination-to-digital-coordination","agribusiness software; CRM; ERP integration; payments","ag operations platform","grain transactions and agribusiness operational data","grain companies, ag retailers and producers","B2B platform","pending current evidence","descubre_2026","0.74","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Public startup profile describes an agtech platform that digitalizes grain origination, operations and producer relationships for acopios and distributors.","precision agriculture and resource intelligence","core","include","secondary_public_profile_signal_bio_based_or_biocentric","secondary_public_profile","AR"
"siloreal","SiloReal","agricultural asset verification and collateral infrastructure","agricultural asset verification and collateral infrastructure","opaque-field-assets-to-verifiable-agricultural-collateral","remote verification; agricultural assets; digital collateral; crop inventory; insurance; financing","agricultural asset verification platform","","agriculture, rural finance, insurance and commodity transactions","B2B / platform","pending current evidence","official_website","0.84","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Include as market infrastructure coupled to material crop systems.","precision agriculture and resource intelligence","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_05_2026_05_08","AR"
"sima","Sima","precision agriculture intelligence","precision agriculture software","input-intensive-to-precision-application","field monitoring; agronomic intelligence; geolocated crop data","measurement and decision platform","field observations, pest and crop health data","agriculture","B2B platform","pending current evidence","sima_official_site_2026","0.82","manual_override","manual_override","Other / Unclassified","","","pending_research","","","2","Official site describes crop monitoring, geolocated field data, agronomic analysis and work orders across millions of hectares.","precision agriculture and resource intelligence","core","include","official_site_signal_material_ag_system","sima_official_site","AR"
"single_strand_biotech","Single Strand Biotech","therapeutic and regenerative biology","synthetic oligonucleotide therapeutics company","conventional-care-to-biology-enabled-therapies","synthetic oligonucleotides; immunomodulation; tissue regeneration","therapeutic platform","single-stranded oligonucleotides and immune-modulating payloads","biotech and inflammatory disease therapeutics","therapeutic platform","pending current evidence","single_strand_official_site_2026","0.93","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Official site describes synthetic single-stranded oligonucleotide therapies that modulate the immune system and promote tissue regeneration.","therapeutics and regenerative medicine","core","include","official_site_signal_bio_based_or_biocentric","single_strand_official_site","AR"
"sioma","Sioma","precision agriculture intelligence","tropical crop traceability and operational intelligence platform","estimation-based-tropical-farming-to-per-plant-operational-intelligence","adapted hardware; field software; real-time traceability; per-plant analytics","crop operations intelligence platform","banana, oil palm and tropical crop field data","tropical crop production","B2B agtech platform","pending current evidence","yieldlab_portfolio_2026","0.84","manual_override","manual_override","","","","pending_research","","","","The Yield Lab Latam profile describes Sioma as a Colombian agtech combining adapted hardware and software to deliver real-time traceability and per-plant operational intelligence.","precision agriculture and resource intelligence","core","include","official_portfolio_signal_material_ag_system","yieldlab_portfolio_official","CO"
"sirena","Sirena","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","software platform","transaction, workflow and enterprise data","cross-sector enterprise markets","B2B or marketplace platform","pending current evidence","graph_sector_default","0.49","taxonomy_v1_heuristic","sector_default","Digital Economy","","","pending_research","","","2","Digital economy default bucket","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","thesis_exclusion_clear_drop","AR"
"skyloom","Skyloom","space optical communications","space data transport infrastructure","satellite-data-bottlenecks-to-space-data-transport","optical communications; space networking; photonics","space communications platform","space communications traffic","space communications","B2B aerospace infrastructure company","pending current evidence","skyloom_official_site_2026","0.88","manual_override","manual_override","Other / Unclassified","","","pending_research","","","3","Official site describes optical communications and planetary-scale data transport in space, but not a thesis-core bio-based, biocentric or planetary-restoration company.","frontier hardware and infrastructure systems","core","exclude","official_site_signal_non_thesis_space_infrastructure","skyloom_official_site","US/AR"
"smartbreeder","SmartBreeder","precision agriculture intelligence","AI agronomic forecasting platform","low-precision-crop-management-to-predictive-agronomic-intelligence","AI; predictive agronomy; crop analytics","agronomic intelligence platform","crop performance and field-management data","crop production","agtech company","pending current evidence","kptl_smartbreeder_2026","0.83","manual_override","manual_override","","","","pending_research","","","","KPTL describes SmartBreeder as an AI agronomy company generating reliable crop forecasts that increase yield and reduce waste.","precision agriculture and resource intelligence","core","include","official_portfolio_signal_material_ag_system","kptl_portfolio_official","BR"
"solfium","Solfium","distributed clean-energy deployment","distributed solar, storage and e-mobility platform","fossil-energy-dependence-to-distributed-clean-energy-adoption","solar deployment; energy storage; e-mobility; value-chain decarbonization","distributed clean-energy deployment platform","","energy transition, solar, storage and e-mobility","B2B / platform","pending current evidence","official_website","0.82","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1.5","Include as planetary-boundary transition infrastructure, not as biotech.","climate, energy and resource systems","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_01_2026_05_08","MX/AR"
"solinftec","Solinftec","autonomous agriculture and resource-efficient farming","AI and autonomous agriculture platform","high-input-agriculture-to-real-time-autonomous-resource-efficient-production","AI; SaaS; real-time agronomic data; autonomous robots; farm operations intelligence; precision agriculture","precision agriculture intelligence platform","farm operational, agronomic and machine data","agriculture and crop operations","B2B agtech platform","pending current evidence","official_website","0.86","manual_override","manual_override","","","","pending_research","","","","External atlas candidate validated with official Solinftec site describing AI/SaaS for agribusiness, real-time acreage management and sustainable farm operations.","precision agriculture and resource intelligence","core","include","bio_centric_precision_agriculture_and_resource_efficiency","external_atlas_official_site_validated","BR/LatAm"
"solubio","Solubio Tecnologias Agricolas","on-farm bioinput production","on-farm biological input production system","centralized-chemical-inputs-to-on-farm-biological-input-production","biofactories; on-farm bioinput production; microbial inputs; quality control; farm laboratories; biological crop management","on-farm bioinput production platform","bioinput strains, farm laboratory, crop and quality-control data","crop protection and biological inputs","B2B ag biologicals platform","pending current evidence","official_website","0.88","manual_override","manual_override","","","","pending_research","","","","Official Solubio site describes technology, equipment, inputs, quality control and technical support for producers to make their own bioinputs on farm.","ag biologicals and crop resilience","core","include","core_bio_ag_biologicals_and_bioinputs","brasil_bio_import_official_site","BR"
"soygreen","SoyGREEN","extremophile microbial ag inputs","sustainable ag inputs","less-sustainable-ag-practices-to-biological-inputs","biological ag inputs; sustainable agriculture","ag input platform","agricultural biological systems","agriculture","ag biotech company","pending current evidence","user_gemini_candidate_2026","0.76","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","User-provided Gemini CSV points to SoyGREEN official website and describes sustainable agricultural inputs for the agro sector.","ag biologicals and crop resilience","core","include","candidate_website_signal_material_ag_system","user_gemini_candidate_csv","AR"
"spaceag","SpaceAG","precision agriculture intelligence","high-value crop agronomic workflow platform","low-visibility-high-value-crops-to-data-rich-season-management","satellite imagery; drone analytics; mobile app workflows; remote sensing","agronomic workflow intelligence platform","high-value crop imagery and field event data","high-value crop production","B2B agtech platform","pending current evidence","yieldlab_portfolio_2026","0.83","manual_override","manual_override","","","","pending_research","","","","The Yield Lab Latam profile describes SpaceAG as a digital platform for high-value crops combining remote sensing with agronomic workflow capture in the field.","precision agriculture and resource intelligence","core","include","official_portfolio_signal_material_ag_system","yieldlab_portfolio_official","PE"
"speclab","SpecLab","analytical diagnostics and spectral sensing","AI spectral analytics and laboratory digitization platform","slow-laboratory-analysis-to-ai-spectral-diagnostics-for-materials-and-products","spectral fingerprinting; machine learning; chemometrics; NIR; Raman; XRF; LIBS; analytical BI","analytical diagnostics platform","nutritional, chemical, physical and biological-property data","laboratory analytics, food, agriculture and quality control","B2B analytical technology platform","pending current evidence","official_website","0.84","manual_override","manual_override","","","","pending_research","","","","Official site describes smart analytical technologies, fingerprinting techniques and data science to optimize complex analytical processes and mimic reference methods through machine learning.","diagnostics and medtech","core","include","bio_centric_analytical_infrastructure","speclab_official_site","BR"
"spectrum","Spectrum","digital coordination and market infrastructure","startup services and founder tools","manual-and-fragmented-operations-to-digital-coordination","design; marketing; development services","services platform","startup operations and services data","startup services","services provider","pending current evidence","spectrum_public_site_2026","0.82","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Public site describes services and tools for startup founders, outside the thesis scope.","peripheral or non-core digital ventures","peripheral","exclude","services_platform_outside_thesis","spectrum_public_site","nan"
"spherebio","SphereBio","therapeutic and regenerative biology","personalized cancer vaccine and therapeutic platform","one-size-fits-all-cancer-therapy-to-tailored-cell-training-treatments","nanotechnology; synthetic biology; bioinformatics","therapeutic platform","tumor data and molecular payloads","cancer and autoimmune disease","therapeutic company","pending current evidence","spherebio_official_site_2026","0.92","manual_override","manual_override","Digital Economy","","","pending_research","","","1","Official site describes a platform combining nanotechnology, AI and synthetic biology to create personalized vaccines and therapeutics for cancer and autoimmune diseases.","therapeutics and regenerative medicine","core","include","official_website_signal_bio_based_or_biocentric","spherebio_official_site","AR"
"splight","Splight","AI grid optimization and renewable integration","AI grid optimization and renewable integration","constrained-electric-grids-to-AI-optimized-renewable-integration","AI grid optimization; renewable energy forecasting; DERMS; grid congestion; energy resilience","grid intelligence platform","","renewable energy, electric grids and climate infrastructure","B2B / platform","pending current evidence","official_website","0.82","manual_override","manual_override","Bio·Industry","","","pending_research","","","3","Include as planetary-boundary energy transition infrastructure, not bio-based.","climate, energy and resource systems","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_07_2026_05_08","US/AR"
"spline","Spline","digital coordination and market infrastructure","3D design software","manual-and-fragmented-operations-to-digital-coordination","3D design tooling; collaboration software","software platform","design assets and collaboration workflows","design software","B2B software platform","pending current evidence","public_reporting_2026","0.85","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Public reporting describes a no-code 3D design tool startup, outside the thesis boundary.","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","public_reporting","nan"
"stamm","Stämm","continuous programmable biomanufacturing","biomanufacturing infrastructure","decentralized and digitized bioproduction","continuous bioprocessing; bioengineering; bio ai","manufacturing platform","cell culture media and biological production workflows","biologics and cell therapies","platform / infrastructure provider","validation to scale-up","official_website","0.84","taxonomy_v0_seed","manual_seed","Digital Economy","","","pending_research","","","3","Strong fit around infrastructure and process layer","biomanufacturing and bioindustrial platforms","core","include","official_website_signal_core_biomanufacturing","stamm_official_site","AR"
"starlight_ventures","Starlight Ventures","non-startup or ecosystem actor misclassified","venture capital or ecosystem actor","unknown","investment activity","ecosystem actor","capital","venture ecosystem","investor","pending current evidence","internal_research_2026","0.62","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Entity appears to be an ecosystem actor or misclassified non-startup rather than a thesis-core startup.","peripheral or underclassified ventures","under_review","exclude","non_startup_entity_or_scope_misclassification","manual_research_resolution","nan"
"stradot","Stradot","urban parking and mobility infrastructure","eco-friendly parking systems for dense cities","space-intensive-parking-to-compact-urban-parking-systems","parking systems; urban mobility; logistics infrastructure","mobility infrastructure platform","parking, vehicle and urban-space data","urban mobility, parking and transportation","hardware/software mobility company","pending current evidence","stradot_crunchbase_2026","0.76","manual_override","manual_override","Digital Economy","","","pending_research","","","1.5","Crunchbase describes Stradot as creating eco-friendly parking systems, outside bio-based, biocentric or planetary-boundary startup scope as currently defined.","peripheral or non-core digital ventures","peripheral","exclude","urban_mobility_infrastructure_no_bio_materiality_signal","crunchbase_profile","FR/AR"
"strike","Strike","digital coordination and market infrastructure","AI-led cybersecurity platform","manual-and-fragmented-operations-to-digital-coordination","offensive security; threat emulation; AI security","software platform","security telemetry and software assets","cybersecurity","B2B software platform","pending current evidence","strike_official_site_2026","0.9","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Official site describes an AI-led offensive cybersecurity platform.","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","strike_official_site","nan"
"sylvarum","Sylvarum","non-thermal plasma seed treatment","non-thermal plasma seed treatment","chemical-seed-treatment-to-residue-free-plasma-seed-performance","non-thermal plasma; seed treatment; plant electro-hacking; germination; pathogen control; crop resilience","seed-performance treatment platform","","seeds, crop production and agricultural biologicals","B2B / platform","pending current evidence","official_website","0.9","manual_override","manual_override","Agri·Food·Land Use","","","pending_research","","","1","Include as biocentric seed-treatment and crop-resilience infrastructure.","ag biologicals and crop resilience","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_06_2026_05_08","AR"
"symbiomics","Symbiomics","ag biologicals and microbial discovery","AI-enabled high-performance biologicals for agriculture","chemical-agriculture-to-biological-inputs-and-microbial-crop-resilience","sequencing; machine learning; genome editing; microbial discovery; biological inputs; crop protection; carbon sequestration","ag biologicals platform","microbial and genomic data","sustainable crop production","B2B ag biologicals platform","pending current evidence","external_profile","0.84","manual_override","manual_override","","","","pending_research","","","","External atlas candidate validated with F6S profile describing sequencing, machine learning and genome editing for high-performance biologicals in Brazil.","ag biologicals and crop resilience","core","include","core_bio_ag_biologicals_and_ai_discovery","external_atlas_external_profile_validated","BR"
"synthetic_ocular_restoration","Synthetic Ocular Restoration","therapeutic and regenerative biology","corneal tissue engineering","donor-tissue-scarcity-to-engineered-corneal-restoration","cell culture; tissue engineering; biomaterial scaffolds","transplantable tissue","corneal cells and biocompatible membranes","ophthalmology and regenerative medicine","therapeutic platform","pending current evidence","official_website_2026","0.9","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Official materials describe engineered transplantable corneal tissue built from cultured cells on a biocompatible membrane to restore vision.","therapeutics and regenerative medicine","core","include","official_website_signal_bio_based_or_biocentric","official_website","AR/US"
"syocin-biotech","Syocin Biotech","ag biologicals and crop resilience","precision protein biobactericides for crop protection","bacterial-crop-disease-to-precision-biological-control","synthetic biology; protein engineering; microbial production","crop protection biological","protein-based biobactericides","crop protection and sustainable agriculture","ag biotech company","pending current evidence","syocin_official_site_2026","0.92","manual_override","manual_override","","","","pending_research","","","","Official site describes protein-based biobactericides and a synthetic biology platform to fight bacterial plant diseases while preserving microbiomes and soil health.","ag biologicals and crop resilience","core","include","official_website_signal_bio_based_or_biocentric","syocin_official_site","AR"
"tbit","TBIT","seed and grain quality intelligence","AI seed and grain quality analysis","manual-seed-and-grain-analysis-to-digital-quality-intelligence","computer vision; image processing; AI quality analysis; seed analysis; grain analysis","agricultural quality-analysis platform","","seeds, grains and agricultural supply chains","B2B / platform","pending current evidence","official_portfolio_profile","0.84","manual_override","manual_override","","","","pending_research","","","","Include as precision agriculture intelligence applied directly to biological crop materials.","precision agriculture and resource intelligence","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_02_2026_05_08","BR"
"teachy","Teachy","digital coordination and market infrastructure","AI teaching and school platform","manual-and-fragmented-operations-to-digital-coordination","education AI; lesson generation; grading automation","software platform","educational content and school data","education technology","B2B/B2C software platform","pending current evidence","teachy_official_site_2026","0.9","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Official site describes AI lesson planning, grading and school automation for teachers.","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","teachy_official_site","nan"
"tell","Tell","diagnostics and medtech","speech-based neurodegeneration detection platform","subjective-neurodegeneration-assessment-to-objective-speech-based-screening","speech analytics; neurocognitive assessment; digital biomarkers","digital diagnostics platform","speech, language and neurocognitive markers","neurodegenerative disease detection","healthtech company","pending current evidence","ganesha_tell_2026","0.88","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","The Ganesha Lab describes TELL as using advanced speech-based technology to detect the presence and severity of neurodegenerative disorders such as Alzheimer’s and Parkinson’s.","diagnostics and medtech","core","include","official_portfolio_signal_bio_based_or_biocentric","ganesha_portfolio_official","AR"
"tensor-care","Tensor Care","diagnostics and medtech","AI joint-imaging diagnostics platform","late-joint-pathology-detection-to-quantitative-early-diagnosis","AI; diagnostic imaging; musculoskeletal analytics","digital diagnostics platform","joint imaging and lesion data","musculoskeletal diagnostics","healthtech company","pending current evidence","tensorcare_public_profiles_2026","0.84","manual_override","manual_override","","","","pending_research","","","","F6S and The Ganesha Lab describe Tensor Care as applying algorithms and quantitative imaging to diagnose early-stage joint pathologies and superficial lesions.","diagnostics and medtech","core","include","external_source_signal_bio_based_or_biocentric","f6s_profile_and_ganesha_portfolio","CL"
"teramot","Teramot","AI agent connectivity infrastructure","connectivity layer for AI agents and business data systems","fragmented-business-data-to-ai-agent-connectivity","AI agents; data engineering; business intelligence; enterprise software","enterprise AI software platform","business and analytics data","cross-sector enterprise software","B2B SaaS","pending current evidence","linkedin_teramot_2026","0.88","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","LinkedIn describes Teramot as a connectivity layer for AI agents and real business systems, not a bio/material/planetary startup.","peripheral or non-core digital ventures","peripheral","exclude","full_digital_ai_agent_infrastructure_no_materiality_signal","linkedin_company_profile","AR"
"terramagna","TerraMagna","agricultural credit and risk intelligence","agricultural credit and receivables infrastructure","underfunded-ag-input-chain-to-specialized-credit-infrastructure","ag credit; Fiagro/FIDC; receivables; input distributor finance; crop-collateralized lending; risk analysis","agricultural finance infrastructure","distributor, producer, receivables, credit and crop-collateral data","agriculture finance and input distribution","B2B agrifintech platform","pending current evidence","official_website","0.82","manual_override","manual_override","","","","pending_research","","","","Official TerraMagna site describes credit products for agricultural input distributors, receivables, Fiagro/FIDC structures and specialized financing for agribusiness.","climate, energy and resource systems","core","include","bio_centric_ag_finance_and_risk_infrastructure","brasil_bio_import_official_site","BR"
"tesabio_ai","Tesabio.ai","therapeutic and regenerative biology","ai-driven microRNA therapeutics platform","single-target-drug-discovery-to-network-level-therapeutics","ai drug discovery; microRNA network modulation; small molecules","therapeutic platform","microRNA networks and small-molecule discovery workflows","oncology, neurodegeneration, anemia and immune disorders","therapeutic platform","pending current evidence","tesabio_official_site_2026","0.92","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Official site describes an AI platform that identifies small molecules capable of reprogramming disease-specific microRNA networks for complex diseases.","therapeutics and regenerative medicine","core","include","official_site_signal_bio_based_or_biocentric","tesabio_official_site","AR"
"the-earth-says","The Earth Says","precision agriculture intelligence","AI pollination optimization platform","low-visibility-pollination-to-data-driven-yield-optimization","AI; pollination monitoring; hive sensors; agricultural analytics","pollination intelligence platform","hive, pollinator and field-condition data","crop production and pollination services","agtech company","pending current evidence","theearthsays_public_profiles_2026","0.86","manual_override","manual_override","","","","pending_research","","","","F6S and The Ganesha Lab describe The Earth Says as optimizing pollination and yields through AI-based monitoring of hives, pollinators and field conditions.","precision agriculture and resource intelligence","core","include","external_source_signal_biocentric_material_ag_system","f6s_profile_and_ganesha_portfolio","CL"
"tintte","Tintte","biobased chemistry and materials","microbial biopigments for sustainable textile dyeing","toxic-water-intensive-textile-dyeing-to-microbial-biopigments","precision fermentation; synthetic biology; microorganisms; bioprocesses; textile chemistry","biobased textile dye platform","microbial strains and biopigments","textile manufacturing and sustainable fashion","B2B biomaterials ingredient company","pending current evidence","tintte_public_profiles_2026","0.92","manual_override","manual_override","Digital Economy","","","pending_research","","","1","Cancilleria and Descubre VC describe Tintte as an Argentine biotech producing biopigments with microorganisms to reduce water, energy and toxic chemicals in textile dyeing.","biobased chemistry and advanced materials","core","include","official_public_signal_biobased_textile_materials","cancilleria_and_descubre_profile","AR"
"tissue_dynamics","Tissue Dynamics","organ models and drug discovery platforms","human organoid drug-discovery platform","animal-and-static-assays-to-human-organoid-drug-discovery","human organoids; AI; robotic automation; metabolic sensors; drug discovery","drug discovery and toxicology platform","","Pharma and biotech R&D.","B2B platform/services","pending current evidence","official_website","0.94","manual_override","manual_override","Digital Economy","","","pending_research","","","1","Exclude only on geography, not on bio relevance: strong biotech but no LATAM base in current evidence.","therapeutics and regenerative medicine","core","exclude","non_latam_biotech_company_despite_strong_bio_relevance","manual_credibility_cleanup_2026_05_08","IL"
"tomorrow_foods","Tomorrow Foods","food transition ingredients and proteins","foodtech ingredients; alternative proteins","animal-and-conventional-to-biobased-food-systems","protein formulation; ingredient processing; fermentation","food ingredient","plant proteins, cell systems or fermentation substrates","food and beverage","ingredient supplier","commercial deployment","official_website","0.83","taxonomy_v0_seed","manual_seed","Agri·Food·Land Use","","","pending_research","","","1.5","Good bridge between food systems and material transition","food biotech and novel ingredients","core","include","official_site_signal_bio_based_or_biocentric","tomorrow_foods_official_site","AR"
"tracestory","Tracestory","climate and resource intelligence platforms","traceability and sustainability infrastructure","opaque-production-to-transparent-material-chains","digital product passport; supply-chain traceability; sustainability data","traceability and decision platform","production batch records and supply chain events","food, agriculture and industrial supply chains","B2B platform","pending current evidence","tracestory_official_site_2026","0.78","manual_override","manual_override","Other / Unclassified","","","pending_research","","","1","Official site describes collaborative traceability, digital product passports and sustainability support across meat, fruit, wine and other material chains.","climate, energy and resource systems","core","include","official_site_signal_transparency_mrv_material_chains","tracestory_official_site","AR/US"
"traive","Traive","agricultural credit and risk intelligence","AI-enabled agricultural credit and receivables infrastructure","opaque-agricultural-credit-to-data-driven-finance-for-producers-and-input-chains","AI credit scoring; agricultural receivables; risk analysis; traceability; financial data infrastructure","agri-finance intelligence platform","producer, cooperative, reseller and agricultural credit data","agribusiness finance and rural production chains","B2B agrifintech platform","pending current evidence","official_website","0.82","manual_override","manual_override","","","","pending_research","","","","Official Traive site describes technology that transforms agricultural credit into qualified financial assets, connecting rural production with capital through AI and traceability.","climate, energy and resource systems","core","include","bio_centric_ag_finance_and_risk_infrastructure","external_atlas_official_site_validated","BR"
"travelx","TravelX","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","software platform","transaction, workflow and enterprise data","cross-sector enterprise markets","B2B or marketplace platform","pending current evidence","graph_sector_default","0.49","taxonomy_v1_heuristic","sector_default","Digital Economy","","","pending_research","","","1.5","Digital economy default bucket","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","thesis_exclusion_clear_drop","US/AR"
"trebe_biotech","Trebe Biotech","complex protein production and biomanufacturing","complex protein production and biomanufacturing","expensive-complex-proteins-to-affordable-biomanufactured-proteins","complex proteins; biomanufacturing; protein production; biotechnology; fermentation-adjacent platform","complex protein production platform","","food biotech, ingredients and biological manufacturing","B2B / platform","pending current evidence","official_portfolio_profile","0.72","manual_override","manual_override","Agri·Food·Land Use","","","pending_research","","","1","Include as food biotech / protein biomanufacturing; evidence depth remains portfolio-level.","food biotech and novel ingredients","core","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_05_2026_05_08","AR"
"tuplaza","TuPlaza","fresh food supply-chain infrastructure","fresh produce distribution platform for grocery stores","fragmented-fresh-produce-distribution-to-digital-farmer-connected-supply-chain","fresh produce marketplace; farmer connection; food distribution; supply-chain digitization","fresh produce supply-chain platform","farmer, inventory, grocery and distribution data","fresh produce and food distribution","B2B marketplace / supply-chain platform","pending current evidence","external_profile","0.7","manual_override","manual_override","","","","pending_research","","","","F6S profile describes TuPlaza as a fresh produce platform connecting quality-focused farmers with grocery stores across Colombia/LATAM.","climate, energy and resource systems","core","include","bio_centric_food_supply_chain_efficiency","external_profile_validated","CO"
"uala","Ualá","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","software platform","transaction, workflow and enterprise data","cross-sector enterprise markets","B2B or marketplace platform","pending current evidence","graph_sector_default","0.49","taxonomy_v1_heuristic","sector_default","Digital Economy","","","pending_research","","","5","Digital economy default bucket","peripheral or non-core digital ventures","peripheral","exclude","full_digital_no_materiality_signal","thesis_exclusion_clear_drop","AR"
"ubique_bio","Ubique Bio","health diagnostics and medtech","synthetic peptide diagnostics","limited-diagnostic-access-to-anywhere-testing","synthetic peptides; diagnostics","diagnostic platform","synthetic peptides","healthcare diagnostics","diagnostic company","pending current evidence","gridx_portfolio_2026","0.82","manual_override","manual_override","Digital Economy","","","pending_research","","","1","GRIDX portfolio describes diagnostics everywhere with synthetic peptides.","diagnostics and medtech","core","include","official_portfolio_signal_bio_based_or_biocentric","gridx_portfolio_official","AR"
