"startup_id","startup_name","scope_decision","scope_status","scope_basis","scope_reason","macro_theme","emergent_theme","market_label","transition_function","technical_stack","industry_destination","thesis_fit","assignment_method","taxonomy_confidence","structured_country","structured_sector","trl_current","trl_current_status","valuation_tier","data_quality_score_10","quality_band","research_priority","missing_signals","startup_summary_v1","business_one_liner","materiality_signal","thesis_scope_note","source_url","source_type","source_date","evidence_excerpt","summary_confidence","review_status","last_reviewed_at","bio_lens_tags","domain_tags","technology_tags","scale_tags"
"puna_bio","Puna Bio","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","ag biologicals and crop resilience","extremophile microbial ag inputs","ag biologicals; regenerative agriculture","degraded-soils-to-productive-soils","extremophile microbiology; microbial inoculants","seeds and row crops","core","manual_seed","0.9","AR","Agri·Food·Land Use","","pending_research","3","9","high","5","needs_current_trl_research","Puna Bio develops microbial seed-treatment inoculants from extremophile microorganisms isolated from the Argentine Puna. Its R&D platform prospects extreme ecosystems, isolates and characterizes strains, maintains a culture collection and validates field performance to improve crop nutrition, stress tolerance, yield and soil regeneration. It is a core BIO VC LATAM ag-biologicals company.","Extremophile microbial seed treatments for crop resilience.","high","Include as core microbial bioinput technology for crop resilience and soil regeneration.","https://www.puna.bio/en","official_website","2026-05-08","Official site describes extremophile bacteria from the Argentine Puna used to develop seed-treatment microbial inoculants that enhance crop performance and regenerate soils, with a culture collection and field trials.","high","reviewed","2026-05-08","biobased; biocentric; planetary-boundary; regenerative","agri-food; biodiversity-nature","ai-data; bioinputs","agroecosystem-scale; human-scale; molecular-scale; planetary-scale; territorial-scale"
"qive","Qive","exclude","provisional","internal_structured_inference","full_digital_no_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","cross-sector enterprise markets","peripheral","sector_default","0.49","BR","Digital Economy","","pending_research","2","7","medium","2","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","low","Queda afuera por full_digital_no_materiality_signal.","","taxonomy_stub","2026-05-08","Resumen provisional generado desde taxonomia, scope y atributos estructurados.","low","taxonomy_stub","2026-05-08","","","ai-data","industrial-scale"
"qnity","Qnity","include","confirmed","external_auditable_source","external_source_signal_bio_drug_discovery_latam_founder_ip","computational biology and scientific software","quantum sensing for drug discovery","quantum electrochemical sensing for molecular binding analysis","slow-expensive-drug-discovery-to-real-time-label-free-molecular-analysis","quantum electrochemistry; electrochemical sensors; drug discovery; molecular binding analysis","drug discovery and pharma R&D","core","manual_override","0.78","AR","Other / Unclassified","","pending_research","1","8","medium","4","needs_current_trl_research","Brazilian molecular-screening company developing a quantum-electrochemical chip for real-time drug discovery and affinity testing across molecule sizes, from small organics to complex biologics. Originating from UNESP research, its device aims to make molecular interaction assays faster, more accessible and more sensitive. It belongs inside BIO VC LATAM as scientific instrumentation for biological binding, drug discovery and pharma R&D.","Quantum-electrochemical molecular screening for drug discovery.","high","Core include: scientific instrumentation directly applied to biological binding and drug discovery.","https://www.qnity.bio/","official_website","2026-05-06","Qnity describes a quantum-electrochemical device for ultra-sensitive drug discovery and screening across molecule sizes; UNESP says the technology accelerates molecular affinity assays for pharmaceutical development.","high","reviewed","2026-05-08","human-health-bio","human-health; therapeutics-regenerative","ai-data; iot; therapeutics","molecular-scale; product-scale"
"quadminds","Quadminds","exclude","provisional","internal_structured_inference","full_digital_no_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","cross-sector enterprise markets","peripheral","sector_default","0.49","AR","Digital Economy","","pending_research","2","7","medium","2","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","low","Queda afuera por full_digital_no_materiality_signal.","","taxonomy_stub","2026-05-08","Resumen provisional generado desde taxonomia, scope y atributos estructurados.","low","taxonomy_stub","2026-05-08","","","ai-data","industrial-scale"
"quantum_south","Quantum South","exclude","confirmed","external_auditable_source","official_site_signal_non_thesis_logistics_software","computational biology and scientific software","quantum cargo optimization","quantum optimization for cargo logistics","manual-cargo-loading-to-optimized-logistics","quantum computing; optimization software","airlines and shipping","core","manual_override","0.82","UY","Other / Unclassified","","pending_research","1","8.5","high","1","","Empresa de software de optimizacion cuantica para cargo logistico en aerolineas y barcos. Queda afuera porque la propuesta sigue siendo software/logistica generalista, aunque tenga narrativa de eficiencia y cero emisiones.","Quantum optimization for cargo logistics.","low","Queda afuera por software logistico generalista sin acople suficiente al nucleo bio/materiales o regenerativo.","https://quantum-south.com/","official_website","2026-04-21","Official site says it solves complex optimization problems for cargo logistics with quantum algorithms and supports transition to a zero-emission field.","high","reviewed","2026-05-08","","","ai-data","agroecosystem-scale"
"qumir_nano","Qumir Nano","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","ag biologicals and crop resilience","bio-nano agricultural inputs","bio-nano agricultural input platform","chemical-intensive-crop-inputs-to-microbial-metabolite-nanodelivery","microbial metabolites; nanodelivery; bio-nanoinputs; crop protection; plant resilience","crop protection, plant health and regenerative agriculture","core","manual_override","0.9","AR","Human Health","","pending_research","1","9","high","4","needs_current_trl_research","Qumir Nano is an Argentine bio-nanotechnology startup developing agricultural bio-nano inputs through precision nanodelivery of microbial metabolites. Its official site describes a cell-free technology that integrates bioactive microbial metabolites into nanostructured delivery systems for crop protection, plant health, nutrition, resilience and lower chemical-input reliance. It belongs inside BIO VC LATAM as ag biologicals / bio-nanoinputs, not human nanomedicine or food ingredients.","Microbial-metabolite nanodelivery platform for crop inputs.","high","Include as ag biologicals and nanodelivery for crop resilience.","https://www.qumirnano.com/","official_website","2026-05-08","Official site describes bio-nanosolutions for agriculture, microbial-metabolite nanodelivery, crop protection, plant resilience and field trials in Argentina, Brazil and Paraguay.","high","reviewed","2026-05-08","biobased; biocentric; human-health-bio; planetary-boundary; regenerative","agri-food; human-health","ai-data; bioinputs","agroecosystem-scale; human-scale; molecular-scale; planetary-scale; product-scale"
"radbio","Radbio","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","biologic therapeutics for fibrosis and cancer","TGF-beta biologic therapeutics","limited-fibrosis-and-cancer-treatment-to-targeted-biologic-therapeutics","biologic therapeutics; TGF-beta modulation; biomolecule development; fibrosis; oncology","fibrosis, oncology and complex chronic disease therapeutics","core","manual_override","0.88","AR","Digital Economy","","pending_research","1","8.5","high","3","needs_current_trl_research","Radbio is a biotechnology company developing biologic therapeutics that target TGF-beta biology for fibrosis, complex chronic disease and cancer indications. Its official evidence centers on a novel biomolecule and therapeutic platform rather than diagnostics, agriculture or materials. It belongs inside BIO VC LATAM as a core biologic-drug-development company working on frontier biomedicine.","TGF-beta biologic therapeutics for fibrosis and cancer.","high","Include as therapeutic biotechnology.","https://radbiopharm.com/","official_website","2026-05-08","Official site describes a biotech company developing a novel biomolecule targeting TGF-beta for fibrosis and cancer indications.","high","reviewed","2026-05-08","biocentric; human-health-bio; planetary-boundary; regenerative","agri-food; diagnostics-medtech; human-health; therapeutics-regenerative","ai-data; diagnostics; therapeutics","agroecosystem-scale; human-scale; planetary-scale"
"radial","Radial","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","biobased chemistry and advanced materials","fungal biomaterials and residue valorization","fungal biomaterials from residues","waste-and-extractive-materials-to-fungal-biomaterial-production","fungal materials; mycelium; residue valorization; biomaterial production","biomaterials, packaging, design and low-impact materials","core","manual_override","0.84","AR","Other / Unclassified","","pending_research","1","8","medium","4","needs_current_trl_research","Radial transforms organic residues into fungal materials for lower-impact material applications. The semantic anchor is simple and strong: fungal biology, waste valorization and biomaterial production. It belongs inside BIO VC LATAM as a biobased materials startup, not as circularity software or generic resource recovery.","Fungal biomaterials made from residues.","high","Include as core biobased material and residue valorization.","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-05-08","GRIDX portfolio says Radial transforms residues into fungal materials.","high","reviewed","2026-05-08","biobased; circular; planetary-boundary","biomaterials; climate-resource","ai-data; biomaterials","planetary-scale; product-scale"
"re_green","re.green","include","confirmed","external_auditable_source","bio_centric_ecosystem_restoration_and_carbon_removal","climate, energy and resource systems","native reforestation and carbon removal","tropical forest restoration and carbon credit platform","degraded-land-to-restored-tropical-forests-and-biodiversity-carbon-credits","native species restoration; degraded land analysis; biodiversity; carbon credits; forest products; community engagement","forest restoration and carbon markets","core","manual_override","0.92","BR","","","pending_research","","8","medium","4","needs_current_trl_research","Brazilian forest restoration company restoring tropical forests at scale using native species, spatial analysis, biodiversity co-benefits and high-quality carbon credits. It belongs inside BIO VC LATAM as ecosystem restoration and carbon removal infrastructure.","Tropical forest restoration and carbon credit platform.","high","Include: official source describes restoring degraded land into biodiverse tropical forests at scale.","https://re.green/en/","official_website","2026-04-29","Official site states re.green restores tropical forests at scale, aims to restore one million hectares and uses native/regional species, spatial analysis and monitoring.","high","reviewed","2026-05-08","biocentric; planetary-boundary; regenerative","biodiversity-nature; climate-resource","ai-data; carbon-mrv","industrial-scale; planetary-scale; territorial-scale"
"resistia","Resistia","include","confirmed","external_auditable_source","external_source_signal_antimicrobial_biotech_latam","therapeutics and regenerative medicine","therapeutic and regenerative biology","anti-biofilm antimicrobial biotech platform","antibiotic-resistant-biofilms-to-next-generation-biological-antimicrobials","microbiota compounds; antimicrobial formulations; biofilm R&D","human infectious disease and antimicrobial resistance","core","manual_override","0.88","AR","Digital Economy","","pending_research","1","8.5","high","3","needs_current_trl_research","Biotech argentina que desarrolla antimicrobianos de nueva generacion contra infecciones resistentes asociadas a biofilms usando compuestos de microbiota local. Entra por therapeutics, AMR y biologia aplicada a infecciones.","Anti-biofilm antimicrobial biotech platform.","high","Entra por plataforma terapeutica contra AMR y biofilms.","https://www.linkedin.com/company/resistia","public_company_profile","2026-04-23","LinkedIn describes Resistia as developing next-generation antimicrobials against resistant biofilm-related infections and biological solutions to restore effectiveness of existing antibiotics.","high","reviewed","2026-05-08","biobased; biocentric; human-health-bio; regenerative","human-health; therapeutics-regenerative","ai-data; therapeutics","human-scale; molecular-scale"
"retargetly","Retargetly","exclude","provisional","internal_structured_inference","full_digital_no_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","cross-sector enterprise markets","peripheral","sector_default","0.49","AR","Digital Economy","","pending_research","2","7.5","medium","3","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","low","Queda afuera por full_digital_no_materiality_signal.","","taxonomy_stub","2026-05-08","Resumen provisional generado desde taxonomia, scope y atributos estructurados.","low","taxonomy_stub","2026-05-08","","","ai-data","industrial-scale"
"retrypay","Retrypay","exclude","confirmed","external_auditable_source","full_digital_no_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","payment orchestration platform","manual-and-fragmented-operations-to-digital-coordination","payment routing; fraud optimization; ecommerce payments","fintech and ecommerce","peripheral","manual_override","0.84","","Other / Unclassified","","pending_research","1","8","medium","2","country_unconfirmed","Plataforma mexicana de orquestacion de pagos para ecommerce que mejora aceptacion y ruteo de transacciones entre procesadores. Queda fuera por fintech/payment infrastructure sin materialidad bio o planetaria propia.","Payment orchestration for ecommerce.","low","Sale por ser fintech B2B generalista, no una startup BIO VC LATAM.","https://www.f6s.com/retrypay","external_profile","2026-04-23","F6S describes RetryPay as a payment options platform for ecommerce with multiple gateways, aggregators and acquirers to increase payment acceptance without increasing fraud.","medium","reviewed","2026-05-08","","","ai-data","industrial-scale"
"ripio","Ripio","exclude","provisional","internal_structured_inference","full_digital_no_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","cross-sector enterprise markets","peripheral","sector_default","0.49","AR","Digital Economy","","pending_research","2","7.5","medium","3","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","low","Queda afuera por full_digital_no_materiality_signal.","","taxonomy_stub","2026-05-08","Resumen provisional generado desde taxonomia, scope y atributos estructurados.","low","taxonomy_stub","2026-05-08","","","ai-data","industrial-scale"
"rsk","Rsk","exclude","provisional","internal_structured_inference","full_digital_no_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","cross-sector enterprise markets","peripheral","sector_default","0.49","AR","Digital Economy","","pending_research","2","7","medium","2","thin_graph_context","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","low","Queda afuera por full_digital_no_materiality_signal.","","taxonomy_stub","2026-05-08","Resumen provisional generado desde taxonomia, scope y atributos estructurados.","low","taxonomy_stub","2026-05-08","","","ai-data","industrial-scale"
"ruedata","Ruedata","exclude","confirmed","external_auditable_source","logistics_software_without_thesis_core_materiality_signal","peripheral or non-core digital ventures","fleet tire optimization and logistics software","AI tire-management software for freight fleets","manual-tire-maintenance-to-ai-fleet-optimization","AI analytics; tire inspections; fleet software; predictive maintenance","transportation, freight and logistics","peripheral","manual_override","0.82","CO/AR","Digital Economy","","pending_research","1.5","9","high","1","","Software para gestion y optimizacion de neumaticos en flotas. Queda fuera por logistics/fleet SaaS; la sostenibilidad es indirecta y no suficiente para entrar a la tesis BIO.","AI tire-management software for freight fleets.","low","Sale por fleet/logistics SaaS, no por biobased/biocentric/planetary stewardship directo.","https://ruedata.com/","official_website","2026-04-23","Official site describes Ruedata as AI software to optimize tire management in transportation fleets.","high","reviewed","2026-05-08","","","ai-data",""
"rumina","Rumina","include","confirmed","external_auditable_source","bio_centric_livestock_and_ag_sustainability","ag biologicals and crop resilience","ag biologicals and crop/livestock resilience","dairy farm intelligence and sustainability","low-productivity-dairy-farming-to-data-driven-sustainable-livestock-management","farm management software; dairy production intelligence; livestock data; sustainability analytics","dairy farming and livestock management","core","manual_override","0.84","BR","Digital Economy","","pending_research","1.5","8.5","high","3","needs_current_trl_research","Rúmina provides technology and intelligence for dairy farming in Brazil and Latin America, supporting producers to become more productive and sustainable. It belongs inside the broad BIO universe as livestock/ag intelligence tied to biological production systems and planetary-boundary agriculture.","Technology platform for sustainable dairy production.","medium","Include: official source describes technology for dairy livestock production and sustainable farms in Brazil/Latin America.","https://rumina.com.br/","official_website","2026-04-28","Official website describes innovative solutions for dairy farming, smart and sustainable farms, and technology intelligence for producers.","high","reviewed","2026-05-08","biocentric; planetary-boundary; regenerative","agri-food","ai-data","agroecosystem-scale; planetary-scale"
"ruuts","Ruuts","include","confirmed","external_auditable_source","official_site_signal_planetary_boundary_stewardship","climate, energy and resource systems","regenerative agroforestry and carbon systems","regenerative agriculture incentives and ecological outcome measurement","extractive-farming-to-regenerative-ecosystem-outcomes","carbon programs; ecological monitoring; regenerative agriculture; producer incentives","agriculture, land use and carbon programs","core","manual_override","0.86","CL","Other / Unclassified","","pending_research","1","8","medium","4","needs_current_trl_research","Ruuts is a regenerative-agriculture platform creating market incentives tied to measurable ecological outcomes such as soil carbon, biodiversity, water-cycle restoration and productive transition for rural producers. It is not food ingredients; it should cluster with nature restoration, carbon intelligence, regenerative land management and ecological outcome measurement.","Regenerative agriculture incentives and ecological outcome measurement.","high","Include as biocentric land restoration and planetary-boundary infrastructure.","https://ruuts.la/","official_website","2026-05-08","Ruuts official site describes regenerative land management that captures carbon, restores biodiversity and creates sustainable value for agricultural land.","high","reviewed","2026-05-08","biocentric; planetary-boundary; regenerative","agri-food; biodiversity-nature; climate-resource","ai-data","agroecosystem-scale; industrial-scale; planetary-scale; product-scale; territorial-scale"
"samay","Samay","include","confirmed","external_auditable_source","official_portfolio_signal_bio_based_or_biocentric","diagnostics and medtech","diagnostics and medtech","AI respiratory diagnosis and monitoring platform","reactive-respiratory-care-to-early-diagnosis-and-management","AI; respiratory diagnostics; disease management","respiratory disease diagnosis and care","core","manual_override","0.86","CO/US","","","pending_research","","8","medium","4","needs_current_trl_research","Startup colombo-estadounidense que desarrolla soluciones impulsadas por AI para diagnostico y manejo de enfermedades respiratorias. Entra por diagnostics and medtech.","AI respiratory diagnosis and monitoring platform.","high","Entra claramente por diagnostico clinico/medtech.","https://zentynel.com/en/portfolio/","official_portfolio_profile","2026-04-23","Zentynel describes Samay as building AI-powered solutions for respiratory disease diagnosis and management.","medium","reviewed","2026-05-08","human-health-bio","diagnostics-medtech; human-health","ai-data; diagnostics",""
"satellites_on_fire","Satellites on Fire","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","wildfire detection and ecosystem resilience","AI wildfire detection and ecosystem monitoring","late-wildfire-detection-to-real-time-ecosystem-protection","satellite monitoring; cameras; AI fire detection; early alerts; forest-risk monitoring","forests, land management, conservation and climate-risk response","core","manual_override","0.88","AR","Other / Unclassified","","pending_research","1.5","8.5","high","4","needs_current_trl_research","Satellites on Fire develops early wildfire detection and smart monitoring systems that combine satellites, cameras, proprietary AI models and alert workflows. It is not bio-based, but it is directly biocentric: the product protects forests, land, biodiversity, carbon stocks and human settlements by detecting fires before public satellite systems can respond. It belongs inside BIO VC LATAM as planetary-boundary and ecosystem-resilience infrastructure.","Real-time wildfire detection using satellites, cameras and AI.","high","Include as biocentric planetary-boundary infrastructure.","https://www.satellitesonfire.com/en","official_website","2026-05-08","Official site describes early fire detection, smart monitoring and alerts using satellites, cameras and proprietary AI, helping detect fires before public satellite systems.","high","reviewed","2026-05-08","biocentric; planetary-boundary; regenerative","biodiversity-nature; climate-resource","ai-data; remote-sensing","human-scale; industrial-scale; planetary-scale; product-scale; territorial-scale"
"satellogic","Satellogic","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","earth observation and planetary monitoring","earth observation for planetary and resource monitoring","sparse-environmental-data-to-high-frequency-planetary-monitoring","satellite imagery; Earth observation; geospatial analytics; wildfire assessment; climate monitoring","environmental conservation, climate monitoring and natural-resource management","core","manual_override","0.84","AR/UY","Other / Unclassified","","pending_research","4","8.5","high","5","needs_current_trl_research","Satellogic operates an Earth-observation platform that provides high-frequency satellite imagery for environmental conservation, restoration, wildfire assessment, climate monitoring and natural-resource protection. It is outside narrow biotech, but inside the broader BIO VC LATAM perimeter as planetary-monitoring infrastructure: a tool for managing ecosystems, land use, climate risks and natural capital. It should cluster with climate and planetary intelligence.","Earth-observation satellites for environmental and climate monitoring.","medium-high","Include as planetary-boundary monitoring infrastructure.","https://satellogic.com/earth-observation/environment-climate/","official_website","2026-05-08","Official site describes Earth Observation for environmental conservation, restoration, wildfire assessment, climate monitoring and natural resource protection.","high","reviewed","2026-05-08","biocentric; planetary-boundary; regenerative","biodiversity-nature; climate-resource","ai-data; remote-sensing","industrial-scale; planetary-scale; territorial-scale"
"sciphage","SciPhage","include","confirmed","external_auditable_source","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and animal resilience","bacteriophage animal health platform","antibiotic-dependent-livestock-health-to-phage-based-pathogen-control","bacteriophages; animal health biotech; antimicrobial resistance","animal health, poultry and food safety","core","manual_override","0.91","CO","","","pending_research","","8","medium","4","needs_current_trl_research","Colombian biotechnology company developing bacteriophage-based bioproducts to control bacterial pathogens in animal health, especially poultry and aquaculture. Its SalmoFree and related phage products target Salmonella and other bacterial problems, helping reduce antibiotic use and improve production efficiency. It belongs inside BIO VC LATAM as phage-based animal-health biotech, food-safety infrastructure and antimicrobial-resistance mitigation for livestock systems.","Bacteriophage bioproducts for animal health and food safety.","high","Core include: bacteriophage biotechnology for animal health, food safety and AMR reduction.","https://www.f6s.com/company/ciencia-y-tecnologia-de-fagos-sciphage1","external_company_profile","2026-05-06","F6S describes SciPhage as developing organic bioproducts using bacteriophage technology to combat bacterial problems in animal health, reduce antibiotic usage and improve livestock production efficiency.","high","reviewed","2026-05-08","biobased; biocentric; human-health-bio; regenerative","agri-food; diagnostics-medtech; human-health","ai-data","agroecosystem-scale; human-scale; industrial-scale; molecular-scale"
"scitherm_therapeutics","Scitherm Therapeutics","include","confirmed","external_auditable_source","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","thermogenic obesity therapeutics","lipid-accumulation-to-thermogenesis-based-metabolic-therapy","in-silico molecular design; in-vitro validation","obesity and metabolic disease","core","manual_override","0.9","MX/US","Human Health","","pending_research","1","8.5","high","3","needs_current_trl_research","Startup therapeutics que desarrolla candidatos contra obesidad y enfermedades metabolicas a partir de termogenicos diseñados in silico para degradacion lipidica.","Thermogenic obesity therapeutics.","high","Entra por therapeutics metabolicos.","https://scitherm.bio/","official_website","2026-04-22","Official site describes in-silico-designed thermogenic therapeutic candidates for obesity and related metabolic diseases.","high","reviewed","2026-05-08","biocentric; human-health-bio; regenerative","human-health; therapeutics-regenerative","therapeutics","human-scale; molecular-scale"
"securitize","Securitize","exclude","provisional","internal_structured_inference","full_digital_no_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","software and market infrastructure","manual-and-fragmented-operations-to-digital-coordination","workflow automation; fintech; commerce; enterprise software","cross-sector enterprise markets","peripheral","sector_default","0.49","US/AR","Digital Economy","","pending_research","2","7.5","medium","3","","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal.","software and market infrastructure para cross-sector enterprise markets.","low","Queda afuera por full_digital_no_materiality_signal.","","taxonomy_stub","2026-05-08","Resumen provisional generado desde taxonomia, scope y atributos estructurados.","low","taxonomy_stub","2026-05-08","","","ai-data","industrial-scale"
"seedmatriz","SeedMatriz","include","confirmed","external_auditable_source","official_website_signal_material_ag_system","ag biologicals and crop resilience","seed technology and crop establishment","seed encapsulation and crop-establishment technology","uneven-low-performance-seed-systems-to-more-uniform-protected-and-productive-seeds","seed encapsulation; seed quality analytics; agronomy data; crop treatment systems","agriculture and seeds","core","manual_override","0.92","AR","Agri·Food·Land Use","","pending_research","1.5","9","high","4","needs_current_trl_research","SeedMatriz is an Argentine seed-technology company developing seed encapsulation and real-time agronomy tools to improve seed uniformity, nutrition, protection and field performance. Its approach intervenes directly in crop establishment by combining seed treatment, agronomic data and performance-enhancing coatings. It belongs inside BIO VC LATAM as seed-system and crop-resilience infrastructure.","Seed encapsulation and crop-establishment technology platform.","high","Include as material seed technology for crop performance, resilience and lower-impact agricultural production.","https://seedmatriz.com/en/","official_website","2026-05-08","Official site describes seed encapsulation technology to improve seed quality, nutrition, protection and agricultural performance with lower environmental impact.","high","reviewed","2026-05-08","biocentric; planetary-boundary; regenerative","agri-food","ai-data","agroecosystem-scale; human-scale; industrial-scale; territorial-scale"
"seedz","Seedz","include","confirmed","external_auditable_source","source_backed_material_bio_or_planetary_signal","precision agriculture and resource intelligence","agri-market infrastructure and producer engagement","agribusiness loyalty and producer-engagement infrastructure","fragmented-ag-channels-to-data-driven-producer-engagement","loyalty platform; producer engagement; payments; credit access; commercial intelligence; ag marketplace","agribusiness channels, producers and agricultural input markets","core","manual_override","0.82","BR","","","pending_research","","8","medium","4","needs_current_trl_research","Seedz is a Brazilian agtech platform for agribusiness loyalty, producer engagement, commercial intelligence, rewards, payments and credit access. Its relevance is infrastructural rather than biological: it organizes the commercial layer around farms, input channels and producer relationships in agricultural value chains. It belongs inside BIO VC LATAM as agri-market and producer-engagement infrastructure directly attached to material biological production.","Agribusiness loyalty, marketplace and producer-intelligence platform.","medium","Include as agriculture-market infrastructure, not as food biotech or animal protein.","https://www.seedz.ag/","official_website","2026-05-08","Official site describes technology for agribusiness, including producer rewards, commercial intelligence, incentives, payments and credit access.","high","reviewed","2026-05-08","biocentric; planetary-boundary","agri-food","ai-data","agroecosystem-scale; industrial-scale; planetary-scale"
"semion","Semion","include","confirmed","external_auditable_source","official_site_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","plant defense activation biotech","pest-vulnerable-crops-to-activated-natural-defense-mechanisms","crop defense activation; biomimicry; plant resilience biology","agriculture","core","manual_override","0.92","AR","Agri·Food·Land Use","","pending_research","1","8.5","high","3","needs_current_trl_research","Startup agrobiotech que activa mecanismos naturales de defensa de las plantas perdidos durante la domesticacion para mejorar resiliencia frente a plagas sin modificar geneticamente los cultivos. Entra en tesis por ag biologicals and crop resilience.","Biotech to activate natural plant defenses.","high","Entra por acople biologico directo con cultivos y resiliencia agroecologica, ademas de ser un buen caso biocentrico.","https://semionbio.com/","official_website","2026-04-21","Official site says Semion restores natural defense mechanisms lost during domestication and develops targeted solutions to activate plant defenses instead of killing pests or using GM.","high","reviewed","2026-05-08","biocentric; planetary-boundary; regenerative","agri-food","","agroecosystem-scale; molecular-scale; territorial-scale"
"sensei","Sensei","exclude","confirmed","external_auditable_source","full_digital_retail_automation_no_bio_materiality_signal","peripheral or non-core digital ventures","digital coordination and market infrastructure","autonomous retail computer vision platform","manual-retail-checkout-and-store-ops-to-autonomous-retail-automation","computer vision; sensor fusion; AI; real-time shelf analytics; checkout automation","retail stores, supermarkets and convenience","peripheral","manual_override","0.9","","Other / Unclassified","","pending_research","1","8","medium","2","country_unconfirmed","Plataforma de retail autonomo que usa computer vision, AI y sensores para tiendas sin checkout y analitica operacional. Queda fuera porque es automatizacion retail, no una solucion bio/material/regenerativa.","Autonomous retail computer vision platform.","low","Sale por ser tecnologia retail horizontal; aunque toque supermercados, no transforma sistemas bio/materiales por si misma.","https://www.sensei.tech/","official_website","2026-04-23","Official site describes Sensei as autonomous retail technology using computer vision and AI for checkout-free stores, shelf inventory visibility and retail automation.","high","reviewed","2026-05-08","","","ai-data; iot","industrial-scale"
"sensify","Sensify","include","confirmed","external_auditable_source","official_website_signal_food_cold_chain_resource_efficiency","climate, energy and resource systems","climate and resource intelligence platforms","smart refrigeration and cold-chain intelligence for food and beverages","food-loss-and-energy-waste-to-smart-cold-chain-control","IoT; AI; refrigeration monitoring; cold-chain analytics; energy optimization; asset telemetry","food, beverages, dairy, meat and refrigerated retail","core","manual_override","0.86","AR","Digital Economy","","pending_research","1.5","8.5","high","3","needs_current_trl_research","Sensify is an Argentine IoT and AI platform for commercial refrigeration and cold-chain operations in food and beverages. Its systems connect refrigeration assets, predict operating data and provide business insights to avoid cold-chain outages, reduce food losses, improve asset performance and lower energy use. It belongs inside BIO VC LATAM as food-system resource-efficiency infrastructure, a defensible edge case rather than core biotech.","Smart refrigeration and cold-chain intelligence platform.","medium","Include as material food-system infrastructure for waste and energy reduction; edge but defensible.","https://www.sensify.com.ar/","official_website","2026-05-06","Official site describes real-time connected refrigeration assets, algorithms that predict data, cold-chain monitoring and business insights to avoid outages in refrigerated foods.","high","reviewed","2026-05-08","circular; planetary-boundary","agri-food; climate-resource","ai-data; iot","industrial-scale; planetary-scale"
