"startup_id","startup_name","current_macro_theme","current_emergent_theme","semantic_beta_theme","semantic_cluster_id","semantic_beta_score","semantic_beta_margin","semantic_beta_confidence","gridx_match","antom_match","matched_signals","source_url","source_type","review_status","evidence_excerpt","startup_summary_v1"
"werk-nvac","WerkénVac","ag biologicals and crop resilience","ag biologicals and animal resilience","food ingredients and biofactories","cluster_4","31.7","6","medium","Agri-food-land use / Bio-industry","despliegue material","vivos; vacuna; strip; self; productivos; peces","https://www.gridexponential.com/portfolio","official_portfolio_profile","reviewed","GRIDX portfolio says Werken Vac develops a self-amplifying RNA vaccine for fish.","Startup biotech orientada a acuicultura que desarrolla una vacuna self-amplifying RNA para peces. Entra claramente por animal health biotech y sistemas vivos productivos."
"ages","AGES","biobased chemistry and advanced materials","biobased chemistry and materials","resource recovery and remediation","cluster_3","21.4","4.5","medium","Bio-industry / Climate systems","restauracion / despliegue material","bioeconomia; unicas; strip; regenerativa; productos; moleculas","https://www.kptl.com.br/portfolio/ages/","official_portfolio_profile","seeded","KPTL describes AGES as creating healthspan products with bioactive molecules extracted from the Amazon and generating a regenerative local bioeconomy.","Startup brasileña de bioeconomia que desarrolla moleculas bioactivas unicas extraidas de la Amazonia para productos de healthspan y longevidad. Entra claramente por biomoleculas, biodiversidad y bioeconomia regenerativa."
"agree","Agree","climate, energy and resource systems","traceability and tokenized resource infrastructure","resource recovery and remediation","cluster_5","35.3","12.2","high","Bio-industry / Climate systems","restauracion / despliegue material","verduras; trazabilidad; sostenibilidad; oleaginosas; granos; frutas","https://theyieldlablatam.com/companies/agree/","official_portfolio_profile","seeded","The Yield Lab Latam portfolio describes a platform to accelerate digital transformation in agri-food chains with traceability and sustainability.","Plataforma B2B para cadenas agroalimentarias con foco en trazabilidad, sostenibilidad y coordinación comercial de granos, oleaginosas, frutas y verduras. Entra en tesis por su fuerte acople a cadenas materiales agroalimentarias."
"agricapital","Agricapital","climate, energy and resource systems","traceability and tokenized resource infrastructure","resource recovery and remediation","cluster_3","54.3","50.1","high","Bio-industry / Climate systems","restauracion / despliegue material","rapido; productores; pequenos; fintech; enfocada; credito","https://theyieldlablatam.com/companies/agricapital/","official_portfolio_profile","seeded","The Yield Lab Latam says Agricapital is Colombia first fintech focused on agricultural financing, with fast tailored credit for small farmers.","Fintech agricola colombiana enfocada en credito rapido y adaptado para pequenos productores. La dejamos adentro porque opera directamente sobre el sistema productivo rural y el acceso a capital para cultivos, no como fintech horizontal."
"agrired","Agrired","precision agriculture and resource intelligence","ag-input market infrastructure","resource recovery and remediation","cluster_3","28.7","24.3","high","Bio-industry / Climate systems","restauracion / despliegue material","venta; semillas; logistica; infraestructura; fertilizantes; compra","https://www.agrired.com.ar/","official_website","reviewed","Official site describes an exclusive business marketplace for agricultural inputs, with logistics and business intelligence for seeds, fertilizers and agrochemicals.","Infraestructura B2B para la compra, venta y logistica de semillas, fertilizantes y agroquimicos entre empresas del agro. Entra en tesis como capa digital fuertemente acoplada a flujos materiales de insumos agricolas."
"agroforte","Agroforte","climate, energy and resource systems","traceability and tokenized resource infrastructure","resource recovery and remediation","cluster_3","54.3","50.3","high","Bio-industry / Climate systems","restauracion / despliegue material","productores; pequenos; medianos; lacteos; infraestructura; financiera","https://theyieldlablatam.com/companies/agroforte/","official_portfolio_profile","seeded","The Yield Lab Latam portfolio describes a digital bank for poultry, pork and dairy producers improving infrastructure, supply chain strength and animal health and welfare.","Infraestructura financiera digital para pequeños y medianos productores de aves, cerdos y lácteos. La dejamos adentro por su acople directo con sistemas productivos animales, infraestructura rural y bienestar animal, aunque es un caso de borde más discutible que el núcleo biotech."
"agrojusto","Agrojusto","precision agriculture and resource intelligence","ag-input market infrastructure","resource recovery and remediation","cluster_3","44.4","32.6","high","Bio-industry / Climate systems","restauracion / despliegue material","trazabilidad; territorial; productores; pequenos; digitalizacion; cadenas","https://agrojustoinc.com/","official_website","reviewed","Official site describes technology solutions to improve market access for small producers, with traceability and territorial deployment in food systems.","Plataforma de trazabilidad, digitalización territorial y acceso a mercado para pequeños productores y cadenas alimentarias. Entra en tesis por su acople fuerte a flujos materiales del sistema agroalimentario."
"agrolend","Agrolend","climate, energy and resource systems","traceability and tokenized resource infrastructure","resource recovery and remediation","cluster_3","48","41.2","high","Bio-industry / Climate systems","restauracion / despliegue material","riesgo; productores; monitoreo; inversionistas; enfocada; credito","https://spventures.com.br/portfolio/agrolend/","official_portfolio_profile","seeded","SP Ventures says Agrolend reinvents agricultural credit through connections and data, integrating analysis, risk monitoring and digital trading of agricultural receivables.","Agfintech brasileña enfocada en credito agricola y monitoreo de riesgo para productores e inversionistas. La dejamos adentro como caso de borde por su acople directo al financiamiento del sistema agroproductivo."
"agrotoken","Agrotoken","climate, energy and resource systems","traceability and tokenized resource infrastructure","resource recovery and remediation","cluster_3","35.4","26.3","high","Bio-industry / Climate systems","restauracion / despliegue material","activos; trazabilidad; tokenizar; reales; pagos; otros","https://landing.test.agrotoken.io/en/home","official_website","reviewed","Official site describes digitization of grains into agrotokens and additional traceability and sustainability explorer tools for material supply chains.","Infraestructura para tokenizar granos y otros activos del agro, habilitando pagos, financiamiento, colateral y trazabilidad sobre activos materiales reales. Entra en tesis por acople fuerte a cadenas agro-materiales y capa de trazabilidad/sustentabilidad."
"agrotools","AGROTOOLS","precision agriculture and resource intelligence","precision agriculture intelligence","resource recovery and remediation","cluster_3","32.5","6.3","medium","Bio-industry / Climate systems","restauracion / despliegue material","agro; supply; strip; riesgo; resource; precision","https://www.kptl.com.br/portfolio/agrotools/","official_portfolio_profile","seeded","KPTL describes AGROTOOLS as the largest Brazilian agribusiness data platform, supporting credit, supply-chain and ESG intelligence.","Agtech brasileña que usa big data para monitorear agro y generar inteligencia para credito, riesgo, supply chain y ESG. Entra por precision agriculture/resource intelligence fuertemente acoplada a cadenas materiales del agro."
"alkemio","Alkemio","climate, energy and resource systems","critical materials and resource systems","resource recovery and remediation","cluster_5","47.2","46.1","high","Bio-industry / Climate systems","restauracion / despliegue material","menor; tierras; separar; refinar; raras; modular","https://alkemio.tech/","official_website","reviewed","Official site describes a high-purity separation platform that unlocks scalable and sustainable rare earth refining for clean technologies such as EVs, wind turbines and semiconductors.","Startup de critical materials que desarrolla una plataforma modular, limpia y adaptable para separar y refinar tierras raras con menor CAPEX, menor huella y menor dependencia geopolitica. Entra en tesis por transicion material y refinado sostenible de insumos criticos."
"asclepii","Asclepii","therapeutics and regenerative medicine","therapeutic and regenerative biology","resource recovery and remediation","cluster_5","34.6","19.5","high","Bio-industry / Climate systems","restauracion / despliegue material","wound; tisular; strip; resiliente; regenerative; regenerativa","https://zentynel.com/en/portfolio/","official_portfolio_profile","seeded","Zentynel describes Asclepii as bridging the gap between bandages and advanced cell therapy through a scalable tissue regeneration matrix.","Startup usa/chile/mexico enfocada en medicina regenerativa para wound care, con una matriz de regeneracion tisular escalable y resiliente. Entra claramente por regenerative medicine."
"bioheuris","Bioheuris","ag biologicals and crop resilience","genome-enabled crop resilience","resource recovery and remediation","cluster_3","21.8","10.6","medium","Bio-industry / Climate systems","restauracion / despliegue material","traits; productividad; malezas; geneticas; editados; cultivos","https://bioheuris.com/aboutus","official_website","reviewed","Official site describes biotech tools for weed control and crop production, including genome-edited crop solutions and partnerships with seed companies.","Biotech agricola que desarrolla herramientas geneticas y traits editados para mejorar control de malezas y productividad de cultivos. Entra en tesis por ag biologicals and crop resilience."
"biometallum","BioMetallum","climate, energy and resource systems","critical materials and resource systems","resource recovery and remediation","cluster_5","30.8","17.1","high","Bio-industry / Climate systems","restauracion / despliegue material","menos; sintetica; quimicos; otros; microorganismos; metales","https://bio-metallum.com/","official_website","reviewed","Official site describes BioMetallum as an Argentinian biomining startup using microorganisms, synthetic biology and AI-driven exploration for efficient lithium and metal extraction with lower water use and environmental impact.","Startup argentina de biomineria que usa microorganismos, biologia sintetica y exploracion asistida por IA para extraer litio y otros metales con menos agua, menos quimicos y menor impacto ambiental. Entra en tesis por su rol claro en transicion material y recuperacion de recursos."
"bioplaster_research_inc","BioPlaster Research Inc","biobased chemistry and advanced materials","circular material systems","resource recovery and remediation","cluster_5","40.1","29.1","high","Bio-industry / Climate systems","restauracion / despliegue material","transforma; sargazo; peliculas; otras; marinas; espumas","https://www.bioplaster-research.com/english/about-us","official_website","reviewed","Official site describes compostable packaging and biomaterials made from invasive sargassum and other seaweed-derived compounds.","Empresa de biomateriales que transforma sargazo y otras biomasas marinas en empaques compostables, espumas y peliculas biodegradables. Entra en tesis por circular material systems."
"blooms","Blooms","climate, energy and resource systems","traceability and tokenized resource infrastructure","resource recovery and remediation","cluster_3","37.7","31.5","high","Bio-industry / Climate systems","restauracion / despliegue material","trabajo; pagos; mexicana; latina; globales; fintech","https://theyieldlablatam.com/companies/blooms/","official_portfolio_profile","seeded","The Yield Lab Latam describes Blooms Capital as empowering agricultural exporters with working capital, factoring, global payments and FX solutions.","Fintech mexicana enfocada en exportadores agricolas de America Latina, con capital de trabajo, factoring, pagos globales y FX. La dejamos adentro por su rol directo en cadenas materiales de exportacion agroalimentaria, aunque es un caso de borde mas financiero."
"cell_farm","Cell Farm","food biotech and novel ingredients","food transition ingredients and proteins","resource recovery and remediation","cluster_5","38.2","22.7","high","Bio-industry / Climate systems","restauracion / despliegue material","modular; manufactura; infraestructura; foco; escalado; demand","https://www.cell.farm/","official_website","reviewed","Official site says cell.farm is building modular, on-demand production infrastructure for cultivated meat to reach global scale.","Startup food biotech que construye infraestructura de produccion para carne cultivada, con foco en escalado modular y manufactura on-demand. Entra en tesis por su acople directo a agricultura celular y transicion proteica."
"cerradox","CerradoX","precision agriculture and resource intelligence","precision agriculture intelligence","resource recovery and remediation","cluster_3","57","42.8","high","Bio-industry / Climate systems","restauracion / despliegue material","agricola; volver; trazable; tierras; subutilizadas; strip","https://theyieldlablatam.com/companies/cerradox/","official_portfolio_profile","seeded","The Yield Lab Latam describes CerradoX as building an AI-driven platform that turns underused land into standardized, industry-ready production.","Plataforma agricola brasilena orientada por AI para pequenos y medianos productores, enfocada en volver trazable y estandarizada la produccion en tierras subutilizadas. Entra por su acople fuerte a produccion agricola material."
"culttivo","Culttivo","climate, energy and resource systems","traceability and tokenized resource infrastructure","resource recovery and remediation","cluster_3","30","14.6","high","Bio-industry / Climate systems","restauracion / despliegue material","usando; transparente; strip; satelital; riesgo; productores","https://theyieldlablatam.com/companies/culttivo/","official_portfolio_profile","seeded","The Yield Lab Latam describes Culttivo as a digital platform delivering efficient and transparent credit to coffee producers using satellite imagery and advanced analytics.","Plataforma brasilena que otorga credito eficiente y transparente a productores de cafe usando imagen satelital, analitica avanzada y evaluacion de riesgo climatico/ESG. Entra por su acople directo al sistema productivo cafetalero."
"dharma_bioscience","Dharma BioScience","therapeutics and regenerative medicine","therapeutic and regenerative biology","resource recovery and remediation","cluster_5","36.3","31.7","high","Bio-industry / Climate systems","restauracion / despliegue material","tisular; regenerativa; regeneracion; medicina; invasiva; centrada","https://sf500.com.ar/","official_portfolio_profile","seeded","SF500 portfolio describes non-invasive tissue regeneration.","Startup de medicina regenerativa centrada en regeneracion tisular no invasiva. Entra en tesis por therapeutics and regenerative medicine."
"eiru","Eirú","ag biologicals and crop resilience","ag biologicals and crop resilience","resource recovery and remediation","cluster_3","26.1","2.2","low","Bio-industry / Climate systems","restauracion / despliegue material","simuladas; polinizacion; optimizacion; mediante; enfocada; dinamicas","https://sf500.com.ar/","official_portfolio_profile","seeded","SF500 portfolio describes advanced pollination optimization through simulated bee dynamics.","Startup agtech enfocada en optimizacion avanzada de polinizacion mediante dinamicas simuladas de abejas. Entra en tesis por su acople directo con rendimiento y resiliencia agricola."
"eolo_pharma","Eolo Pharma","therapeutics and regenerative medicine","therapeutic and regenerative biology","resource recovery and remediation","cluster_3","21.8","10","medium","Bio-industry / Climate systems","restauracion / despliegue material","vias; tratar; termogenesis; terapeuticos; strip; obesidad","https://eolo-pharma.com/","official_website","reviewed","Official site describes Eolo Pharma as a clinical-stage biotech developing obesity and metabolic disease therapies based on thermogenesis and energy expenditure pathways.","Startup biotech clinica enfocada en obesidad y enfermedad metabolica, con candidatos terapeuticos que activan vias de termogenesis para tratar el balance energetico mas alla de los GLP-1."
"heartbest","Heartbest","food biotech and novel ingredients","food transition ingredients and proteins","resource recovery and remediation","cluster_3","24.5","16","high","Bio-industry / Climate systems","restauracion / despliegue material","spreads; quesos; productos; plant; leches; lacteos","https://theyieldlablatam.com/companies/heartbest/","official_portfolio_profile","seeded","The Yield Lab Latam portfolio describes revolutionary plant-based dairy products built directly from plants for a healthier and more sustainable food system.","FoodTech enfocada en productos lácteos plant-based como quesos, leches y spreads. Entra en tesis por transición material desde sistemas lácteos animales hacia alimentos de base vegetal."
"incluirtec","Incluirtec","climate, energy and resource systems","traceability and tokenized resource infrastructure","resource recovery and remediation","cluster_3","56.5","47.8","high","Bio-industry / Climate systems","restauracion / despliegue material","segmentos; rurales; productores; productivos; pequenos; orientada","https://theyieldlablatam.com/portfolio/","official_portfolio_listing","seeded","The Yield Lab Latam official portfolio includes Incluirtec within its AgriFoodTech investment universe.","Infraestructura agrifintech orientada a inclusion de pequenos productores y segmentos productivos rurales. La dejamos adentro como caso de borde por su acople al sistema agroproductivo, aunque necesita mejor evidencia puntual de producto."
"mavios","Mavios","biomanufacturing and bioindustrial platforms","bioprocess intelligence and digital twins","resource recovery and remediation","cluster_3","31.1","19.6","high","Bio-industry / Climate systems","restauracion / despliegue material","twin; simulaciones; silico; rapido; precision; infraestructura","https://mavios.ai/","official_website","reviewed","Official site says Mavios helps precision fermentation companies scale faster and more cost-effectively with an AI-based digital twin for bioprocesses and in silico simulations.","Startup de infraestructura bioindustrial que desarrolla un digital twin para bioprocesos y ayuda a empresas de fermentacion de precision a escalar mas rapido con simulaciones in silico. Entra en tesis por biomanufacturing and bioindustrial platforms."
"microterra","MicroTerra","food biotech and novel ingredients","food transition ingredients and proteins","resource recovery and remediation","cluster_5","28.4","1.1","low","Bio-industry / Climate systems","restauracion / despliegue material","ingredientes; reduce; producir; plant; mientras; limpia","https://sosv.com/company/microterra/","official_company_profile","reviewed","SOSV says microTERRA grows lemna with aquafarms to create plant-based ingredients, cleaner aquafarm water and a reduced water footprint.","Startup de ingredientes funcionales plant-based que cultiva lemna en acuifarms para producir ingredientes alimentarios mientras limpia agua y reduce huella hídrica. Entra en tesis por food biotech and novel ingredients."
"mycorium_biotech","Mycorium Biotech","biobased chemistry and advanced materials","biobased chemistry and materials","resource recovery and remediation","cluster_5","45.5","34.5","high","Bio-industry / Climate systems","restauracion / despliegue material","upcyclea; residuos; producir; micelio; leather; biomateriales","https://sf500.com.ar/","official_portfolio_profile","seeded","SF500 portfolio describes upcycling waste using mycelium to produce bio-leather.","Startup de biomateriales que upcyclea residuos con micelio para producir bio-leather. Entra en tesis por biobased chemistry and advanced materials."
"nude","Nude","food biotech and novel ingredients","plant-based food transition products","resource recovery and remediation","cluster_5","37.1","21.2","high","Bio-industry / Climate systems","restauracion / despliegue material","transparencia; transicion; sustitucion; strip; productos; plant","https://heynude.com.br/","official_website","reviewed","Official site describes Nude as a Brazilian oat-based foodtech making plant-based dairy alternatives with low impact, B Corp certification and carbon footprint transparency.","Foodtech brasilena que desarrolla bebidas y alimentos plant-based a base de avena, con foco en menor impacto ambiental y transparencia de huella de carbono. Entra por transicion alimentaria biobasada y sustitucion parcial de productos lacteos animales."
"pink-farms","Pink Farms","food biotech and novel ingredients","food transition ingredients and proteins","resource recovery and remediation","cluster_5","43.2","31.2","high","Bio-industry / Climate systems","restauracion / despliegue material","vertical; urbana; strip; recursos; producir; menor","https://spventures.com.br/portfolio/brain-ag-3/","official_portfolio_profile","seeded","SP Ventures portfolio lists Pink Farms in its climate-smart agriculture portfolio.","Startup brasileña de agricultura vertical urbana para producir hojas frescas cerca del consumo con menor uso de recursos. Entra claramente por food systems biobasados."
"poas_bioenergy","Poás Bioenergy","climate, energy and resource systems","regenerative agroforestry and carbon systems","resource recovery and remediation","cluster_5","29.5","8.1","medium","Bio-industry / Climate systems","restauracion / despliegue material","termica; tech; suelo; residuos; regenerativa; limpia","https://www.poasbioenergy.com/","official_website","reviewed","Official site describes carbon-negative systems that convert wet biomass into clean on-site energy and biochar, restoring soils while locking away carbon.","Climate-tech regenerativa que convierte residuos agrícolas húmedos en energía térmica limpia y biochar, devolviendo carbono al suelo. Entra en tesis por climate, energy and resource systems."
"polymera","POLYMERA","biobased chemistry and advanced materials","biobased chemistry and materials","resource recovery and remediation","cluster_5","32.9","19","high","Bio-industry / Climate systems","restauracion / despliegue material","uruguaya; superabsorbentes; strip; reemplazar; polimeros; petroquimicos","https://www.linkedin.com/company/polymera","public_company_profile","reviewed","LinkedIn describes POLYMERA as a deep-tech biomaterials platform replacing petrochemical polymers with high-performance bio-based materials, starting with bio-based superabsorbent polymers.","Startup uruguaya de biomateriales que desarrolla polimeros superabsorbentes bio-based y biodegradables para reemplazar materiales petroquimicos en higiene, agricultura y otras industrias. Entra por materiales biobasados y descarbonizacion industrial."
"produzindo-certo","Produzindo Certo","climate, energy and resource systems","traceability and tokenized resource infrastructure","resource recovery and remediation","cluster_3","41.1","22.6","high","Bio-industry / Climate systems","restauracion / despliegue material","verificacion; trazabilidad; transparencia; strip; socioambiental; real","https://theyieldlablatam.com/portfolio/","official_portfolio_listing","seeded","The Yield Lab Latam portfolio positions Produzindo Certo around transparency and high social and environmental standards in agribusiness chains.","Plataforma brasilena de transparencia, trazabilidad y cumplimiento socioambiental para cadenas agroindustriales. Entra por infraestructura material de gobernanza y verificacion sobre produccion agropecuaria real."
"radial","Radial","biobased chemistry and advanced materials","biobased chemistry and materials","resource recovery and remediation","cluster_5","55.2","42.2","high","Bio-industry / Climate systems","restauracion / despliegue material","residuos; valorizacion; transforma; strip; menor; impacto","https://www.gridexponential.com/portfolio","official_portfolio_profile","reviewed","GRIDX portfolio says RADIAL transforms residues into fungal materials.","Startup que transforma residuos en materiales fungicos para aplicaciones materiales de menor impacto. Entra claramente por biomateriales biobasados y valorizacion de residuos."
"ruuts","Ruuts","climate, energy and resource systems","regenerative agroforestry and carbon systems","resource recovery and remediation","cluster_3","25.6","9.6","medium","Bio-industry / Climate systems","restauracion / despliegue material","transicion; suelo; strip; rurales; resultados; regenerativa","https://ruuts.la/","official_website","reviewed","Ruuts official site describes regenerative land management that captures carbon, restores biodiversity and creates sustainable value for agricultural land.","Plataforma de agricultura regenerativa que crea incentivos de mercado asociados a resultados ecologicos medibles: carbono en suelo, biodiversidad, ciclo del agua y transicion productiva de productores rurales."
"seedmatriz","SeedMatriz","ag biologicals and crop resilience","ag biologicals and crop resilience","resource recovery and remediation","cluster_5","26.9","9.5","medium","Bio-industry / Climate systems","restauracion / despliegue material","uniformidad; tiempo; semillas; rendimiento; real; proteccion","https://seedmatriz.com/en/","official_website","reviewed","Official site describes seed encapsulation technology that improves seed quality and enables added nutrition and protection with reduced environmental impact.","Startup agtech que desarrolla tecnologia de encapsulacion de semillas y agronomia en tiempo real para mejorar uniformidad, nutricion, proteccion y rendimiento con menor impacto ambiental. Entra en tesis por ag biologicals and crop resilience."
"sensify","Sensify","climate, energy and resource systems","climate and resource intelligence platforms","resource recovery and remediation","cluster_3","31.4","17.5","high","Bio-industry / Climate systems","restauracion / despliegue material","strip; sostener; sensibles; refrigeracion; perdida; infraestructura","https://cancilleria.gob.ar/en/new-technologies/next-from-argentina-en/sensify","official_public_profile","reviewed","Cancilleria describes Sensify as smart refrigeration for food and beverage companies, reducing cold-chain failures, losses and energy consumption.","Startup argentina de IoT y AI para refrigeracion comercial y cadena de frio en alimentos y bebidas. Entra por infraestructura critica para evitar perdida de alimentos, mejorar eficiencia energetica y sostener cadenas materiales sensibles."
"silohub","Silohub","precision agriculture and resource intelligence","precision agriculture intelligence","resource recovery and remediation","cluster_3","33.4","5","medium","Bio-industry / Climate systems","restauracion / despliegue material","ultima; productores; negocio; milla; granos; distribuidores","https://www.descubre.vc/silohub","secondary_public_profile","reviewed","Public startup profile describes an agtech platform that digitalizes grain origination, producer relationships and agribusiness transactions for acopios and distributors.","AgTech argentina que digitaliza la ultima milla del negocio de granos para acopios, distribuidores y productores. Entra en tesis por precision agriculture and resource intelligence."
"siloreal","SiloReal","climate, energy and resource systems","traceability and tokenized resource infrastructure","resource recovery and remediation","cluster_3","33.7","23.6","high","Bio-industry / Climate systems","restauracion / despliegue material","verificar; valorizar; transaccion; seguro; real; inventario","https://www.siloreal.com/en/","official_website","reviewed","Official site describes remote verification and digitalization of field assets so they can be insured, financed and transacted as collateral.","Infraestructura para verificar, digitalizar y valorizar activos agrícolas en campo, habilitando seguro, financiamiento y transacción sobre inventario real. Entra en tesis por acople fuerte a activos materiales del agro."
"single_strand_biotech","Single Strand Biotech","therapeutics and regenerative medicine","therapeutic and regenerative biology","resource recovery and remediation","cluster_5","38","19.3","high","Bio-industry / Climate systems","restauracion / despliegue material","tisular; terapeutica; sinteticos; regeneracion; promover; oligonucleotidos","https://www.singlestrand.com/","official_website","reviewed","Official site describes synthetic single-stranded oligonucleotide therapies that modulate the immune system and promote tissue regeneration, starting with Crohn's disease.","Biotech terapéutica que desarrolla oligonucleótidos sintéticos para modular el sistema inmune y promover regeneración tisular. Entra en tesis por therapeutics and regenerative medicine."
"solfium","Solfium","climate, energy and resource systems","climate and resource intelligence platforms","resource recovery and remediation","cluster_5","39.9","29.4","high","Bio-industry / Climate systems","restauracion / despliegue material","valor; solar; residencial; proveedor; mobility; industria","https://solfium.com/en/","official_website","reviewed","Official site describes Solfium as a partner in solar energy, storage and e-mobility, including a corporate model to decarbonize value chains.","Plataforma y proveedor de soluciones para energia solar, almacenamiento y e-mobility en residencial, empresas, industria y corporativos, con foco explicito en descarbonizar cadenas de valor. Entra en tesis por climate, energy and resource systems."
"the-earth-says","The Earth Says","precision agriculture and resource intelligence","precision agriculture intelligence","resource recovery and remediation","cluster_3","25.5","10.5","medium","Bio-industry / Climate systems","restauracion / despliegue material","polinizacion; tiempo; strip; servicio; rendimiento; real","https://www.f6s.com/company/theearthsays","external_company_profile","seeded","F6S says The Earth Says develops AI-based monitoring of hives and pollination conditions to improve yields and optimize pollination.","Startup chilena que optimiza polinizacion y rendimiento agricola mediante monitoreo en tiempo real de colmenas y polinizadores con AI. Entra por precision agriculture intelligence y por su acople biocentrico al servicio ecosistemico de polinizacion."
"tracestory","Tracestory","climate, energy and resource systems","climate and resource intelligence platforms","resource recovery and remediation","cluster_3","45","28","high","Bio-industry / Climate systems","restauracion / despliegue material","trazabilidad; producto; pasaporte; infraestructura; industriales; digital","https://www.tracestory.com/en/home","official_website","reviewed","Official site describes collaborative traceability, digital product passports and sustainability support across meat, fruit, wine and other production chains.","Infraestructura de trazabilidad colaborativa y pasaporte digital de producto para cadenas agroalimentarias e industriales. Entra en tesis por transparencia y MRV aplicado a cadenas materiales."
"verqor","Verqor","climate, energy and resource systems","traceability and tokenized resource infrastructure","resource recovery and remediation","cluster_3","33.2","24.5","high","Bio-industry / Climate systems","restauracion / despliegue material","orientada; mexicana; fintech; financieras; agfintech","https://theyieldlablatam.com/portfolio/","official_portfolio_listing","seeded","The Yield Lab Latam official portfolio includes Verqor within its AgriFoodTech investment universe.","Fintech/agfintech mexicana orientada a soluciones financieras para agricultura. La dejamos adentro como caso de borde por su acople a capital de trabajo agropecuario, aunque requiere mejor evidencia especifica de producto en la siguiente pasada."
"zavia_bio","Zavia Bio","ag biologicals and crop resilience","ag biologicals and crop resilience","resource recovery and remediation","cluster_3","26.3","13.4","high","Bio-industry / Climate systems","restauracion / despliegue material","sostenible; seguro; resiliente; biologicas; agrobiotech; agricola","https://ar.linkedin.com/company/zaviabio","linkedin_company_page","seeded","LinkedIn company page describes biosolutions for resilient and sustainable agriculture and biological solutions for a more sustainable, resilient and safe agricultural system.","Startup agrobiotech que desarrolla soluciones biologicas para un sistema agricola mas sostenible, resiliente y seguro. Entra en tesis por ag biologicals and crop resilience."
"amplify-dynamics","Amplify Dynamics","biomanufacturing and bioindustrial platforms","industrial biotech and molecular tools","therapeutics and regenerative bio","cluster_6","28.1","13.9","high","Human health","biocentrico","vacunas; usadas; ultrasonido; terapias; strip; purificacion","https://theganeshalab.com/startup/amplify-dynamics/","official_portfolio_profile","seeded","The Ganesha Lab says Amplify Dynamics uses ultrasound precision to separate lipid nanoparticles from contaminants for safer and more efficient LNP therapies.","Startup colombiana de bioprocesos que desarrolla una plataforma de purificacion por ultrasonido para nanoparticulas lipidicas usadas en terapias, vacunas y nanomedicina. Entra claramente por biotech tools/bioprocessing."
"apasomics","Apasomics","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","42.3","42.3","high","Human health","biocentrico","therapeutics; nanomedicina; llevar; hueso; farmacos; directamente","https://www.apasomics.com/","official_website","reviewed","Official site describes hydroxyapatite nanospheres that target bone and improve the delivery of drugs such as bisphosphonates for osteoporosis and other bone diseases.","Startup de therapeutics que desarrolla nanomedicina biomimetica para llevar farmacos directamente al hueso. Entra en tesis por therapeutics and regenerative medicine."
"biomakers","Biomakers","diagnostics and medtech","genomic diagnostics and precision health","therapeutics and regenerative bio","cluster_6","30.2","14.1","high","Human health","biocentrico","tratamientos; terapeuticas; strip; regional; precision; personalizados","https://zentynel.com/en/portfolio/","official_portfolio_profile","seeded","Zentynel describes Biomakers as transforming genomic data into therapeutic decisions through genomic testing and personalized-treatment workflows.","Startup con base regional en argentina/mexico/brasil que convierte datos genomicos en decisiones terapeuticas y tratamientos personalizados. Entra por genomic diagnostics and precision health."
"biosynaptica","BioSynaptica","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","30.1","19.3","high","Human health","biocentrico","partir; neurodegenerativas; innovadores; humana; eritropoyetina; enfermedades","https://biosynaptica.com/","official_website","reviewed","Official site says BioSynaptica develops innovative biopharmaceuticals for neurodegenerative diseases and focuses on a neuropharmaceutical based on human erythropoietin derivatives.","Startup biotecnologica que desarrolla biofarmacos innovadores para enfermedades neurodegenerativas a partir de derivados de eritropoyetina humana. Entra en tesis por therapeutics and regenerative medicine."
"cellco","CellCo","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","26","7.5","medium","Human health","biocentrico","datos; therapeutics; sinteticos; sintetica; nueva; medicinas","https://www.linkedin.com/company/the-cellco","linkedin_company_profile","reviewed","LinkedIn describes CellCo as a therapeutics company using synthetic biology and AI to create life-saving medicines, with a CellOS platform that generates synthetic data to model and engineer biology.","Startup therapeutics que combina biología sintética, IA y datos sintéticos para diseñar medicinas de nueva generación en dominios biológicos complejos y escasos en datos. Entra en tesis por therapeutics and regenerative medicine."
"cellrep","CellRep","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","23.7","15.7","high","Human health","biocentrico","terapias; small; rejuvenecer; molecules; medicina; genetica","https://cellrep.bio/about-us/","official_website","reviewed","Official site describes an AI-driven platform discovering small molecules to rejuvenate cells and enhance CAR-T and other cell therapies without gene editing.","Biotech de medicina celular que usa IA y small molecules para rejuvenecer células y mejorar terapias como CAR-T sin edición genética. Entra en tesis por therapeutics and regenerative medicine."
"chemtest","Chemtest","diagnostics and medtech","health diagnostics and medtech","therapeutics and regenerative bio","cluster_6","42.2","29.4","high","Human health","biocentrico","simple; riesgosos; precisa; minimiza; innovadoras; infecciosas","https://www.chemtest.net/","official_website","reviewed","Official site describes innovative solutions for simple and precise detection of infectious diseases and highlights lower environmental and biological risk in production.","Startup de diagnostics que desarrolla soluciones innovadoras para la deteccion simple y precisa de enfermedades infecciosas, con una plataforma que minimiza el uso de agentes riesgosos. Entra en tesis por diagnostics and medtech."
