"startup_id","startup_name","macro_theme","emergent_theme","market_label","technical_stack","transition_function","output_class","feedstock","industry_destination","market_interface","scope_decision","scope_reason","scope_source","evidence_source","notes","confidence"
"werkenvac","WerkénVac","ag biologicals and crop resilience","ag biologicals and animal resilience","self-amplifying RNA vaccine for fish","saRNA vaccines; aquaculture animal health; fish immunology","antibiotic-and-disease-pressure-in-aquaculture-to-biological-vaccination","animal health biotech platform","fish health and aquaculture immune systems","aquaculture and animal health","biotech company","include","official_portfolio_signal_bio_based_or_biocentric","gridx_portfolio_official","gridx_portfolio_2026","GRIDX portfolio describes Werken Vac as a self-amplifying RNA vaccine for fish.","0.85"
"aloi","Aloi","peripheral or non-core digital ventures","tax and enterprise compliance software","tax compliance platform","AI data reconciliation; ERP integrations; banking data; fiscal compliance","fragmented-tax-and-enterprise-data-to-audit-ready-compliance","software platform","enterprise tax, banking and ERP data","tax compliance and enterprise operations","B2B SaaS","exclude","full_digital_tax_software_no_bio_materiality_signal","thesis_exclusion_clear_drop","official_website","Official website describes AI tax compliance software, not BIO thesis activity.","0.86"
"capim","Capim","peripheral or non-core digital ventures","healthcare operations and embedded finance","dental clinic SaaS and financing","vertical SaaS; AI scheduling; clinic management; patient records; embedded payments; financing","manual-dental-clinic-operations-to-integrated-saas-and-finance","software and financial services platform","clinic operations and patient payment data","dental clinic operations and patient financing","B2B healthcare SaaS","exclude","healthcare_saas_fintech_no_bio_materiality_signal","thesis_exclusion_clear_drop","official_website","Health-adjacent but not biotech or material BIO thesis.","0.86"
"mabloc","Mabloc","peripheral or non-core digital ventures","therapeutics and regenerative bio","AI antibody discovery","AI antibody discovery; immunology; biologics R&D; drug discovery platform","slow-antibody-discovery-to-ai-accelerated-therapeutic-candidates","therapeutic discovery platform","antibody sequences and immunology data","therapeutic antibody discovery","B2B biotech platform","exclude","non_latam_company_despite_bio_relevance","geography_exclusion_pending_latam_evidence","official_website","Bio-relevant but excluded pending LATAM base evidence; official source lists Washington DC.","0.78"
"mesenchyal_t","Mesenchyal-T","therapeutics and regenerative medicine","therapeutics and regenerative bio","regenerative cell therapy","mesenchymal stem cells; hyaluronic acid; ex vivo production; AI-enabled therapy development; regenerative medicine","severe-bone-injury-and-degenerative-disease-to-scalable-regenerative-cell-therapy","advanced therapy medicinal product","umbilical cord mesenchymal stem cells and hyaluronic acid","advanced therapy and regenerative medicine","therapeutic product / biotech","include","core_bio_therapeutics_and_regenerative_medicine","thesis_inclusion_source_backed","official_website","False negative rescued from taxonomy_stub exclude based on official stem-cell therapy evidence.","0.92"
"omica","Omica","diagnostics and medtech","digital biobank and multiomics infrastructure","digital biobank and multiomics infrastructure","digital biobank; multiomics; clinical data; biospecimens; imaging; precision medicine","underrepresented-clinical-data-to-integrated-multiomics-biobank","clinical data and biobank platform","","precision medicine, diagnostics, pharma R&D and biomarker discovery","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_07_2026_05_08","official_website","Include as clinical diagnostics / multiomics infrastructure.","0.86"
"pill_ar","Pill.AR","diagnostics and medtech","personalized medicine manufacturing","3D-printed personalized medicine manufacturing","3D printing; personalized medicine; pharmaceutical formulation; dose customization; pharmacy workflow software","standardized-pill-manufacturing-to-personalized-pharmaceutical-production","personalized medicine manufacturing platform","","pharmacies, health centers and personalized therapeutics","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_04_2026_05_08","official_website","Include as pharmaceutical manufacturing / medtech infrastructure.","0.86"
"rumina","Rúmina","ag biologicals and crop resilience","ag biologicals and crop/livestock resilience","dairy farm intelligence and sustainability","farm management software; dairy production intelligence; livestock data; sustainability analytics","low-productivity-dairy-farming-to-data-driven-sustainable-livestock-management","livestock intelligence platform","dairy herd, farm operations and production data","dairy farming and livestock management","B2B ag/livestock platform","include","bio_centric_livestock_and_ag_sustainability","thesis_inclusion_source_backed","official_website","False negative rescued from taxonomy_stub exclude under broad BIO/planetary-boundary thesis.","0.84"
"promip","Promip","ag biologicals and crop resilience","biological pest control and crop protection","biological pest control and integrated pest management","macrobiologicals; microbiologicals; biofactory; integrated pest management; crop protection; biological control","chemical-pest-control-to-biological-integrated-pest-management","biological crop-protection product","","crop production, pest management and agricultural biologicals","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_06_2026_05_08","official_website","Include as core ag biologicals / biological crop protection.","0.90"
"krilltech","Krilltech","ag biologicals and crop resilience","nano-biofertilizers and plant physiology","nano-biofertilizer and plant physiology platform","organic nanostructures; biofertilizer; biofortification; nutrient carrier; plant physiology; crop input","conventional-fertilization-to-nano-enabled-plant-performance","nano-biofertilizer crop input","","crop production, plant nutrition and agricultural biologicals","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_05_2026_05_08","official_website","Include as ag biologicals / crop input technology.","0.88"
"lemu","Lemu","climate, energy and resource systems","biodiversity MRV and nature intelligence","biodiversity MRV and nature intelligence","biodiversity MRV; satellite imagery; ecological indicators; AI; nature intelligence; planetary monitoring","opaque-nature-impact-to-measurable-biodiversity-MRV","nature-intelligence MRV platform","","biodiversity, conservation, land stewardship and nature-positive finance","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_07_2026_05_08","official_website","Include as planetary-boundary nature intelligence.","0.90"
"nativas","Nativas","climate, energy and resource systems","regenerative agriculture and nature finance","ecosystem-services and regenerative agriculture platform","satellite technology; ecological models; blockchain evidence; ecosystem services valuation; regenerative agriculture","undervalued-ecosystem-services-to-verifiable-regeneration-and-environmental-assets","nature finance / regenerative agriculture platform","ecosystem service evidence and environmental assets","regenerative agriculture and nature finance","B2B / ecosystem platform","include","bio_centric_regenerative_agriculture_and_nature_finance","external_atlas_official_site_validated","official_website","External atlas candidate validated with official Nativas site describing technology, ecological science and blockchain evidence for ecosystem-service assets and regeneration.","0.9"
"solinftec","Solinftec","precision agriculture and resource intelligence","autonomous agriculture and resource-efficient farming","AI and autonomous agriculture platform","AI; SaaS; real-time agronomic data; autonomous robots; farm operations intelligence; precision agriculture","high-input-agriculture-to-real-time-autonomous-resource-efficient-production","precision agriculture intelligence platform","farm operational, agronomic and machine data","agriculture and crop operations","B2B agtech platform","include","bio_centric_precision_agriculture_and_resource_efficiency","external_atlas_official_site_validated","official_website","External atlas candidate validated with official Solinftec site describing AI/SaaS for agribusiness, real-time acreage management and sustainable farm operations.","0.86"
"waterplan","Waterplan","climate, energy and resource systems","water risk and stewardship intelligence","water-risk and stewardship intelligence","water risk; AI analytics; local environmental data; water stewardship; climate adaptation; resource intelligence","reactive-water-management-to-AI-native-water-stewardship","water-risk intelligence platform","","water-dependent industries, watersheds and climate-risk management","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_07_2026_05_08","official_website","Include as planetary-boundary water stewardship infrastructure.","0.90"
"bioplaster_research","BioPlaster Research","biobased chemistry and advanced materials","biobased packaging and circular biomaterials","sargassum-based biodegradable packaging materials","sargassum biomass; alginates; cellulose; compostable films; biodegradable foams; biomaterials R&D","petroleum-plastic-packaging-to-sargassum-based-compostable-biomaterials","biobased packaging materials","brown algae / invasive sargassum biomass","retail and packaging","B2B biomaterials supplier","include","core_biobased_materials_and_circular_packaging","external_atlas_official_site_validated","official_website","External atlas candidate validated with official BioPlaster site describing biodegradable packaging made from brown algae such as sargassum.","0.9"
"symbiomics","Symbiomics","ag biologicals and crop resilience","ag biologicals and microbial discovery","AI-enabled high-performance biologicals for agriculture","sequencing; machine learning; genome editing; microbial discovery; biological inputs; crop protection; carbon sequestration","chemical-agriculture-to-biological-inputs-and-microbial-crop-resilience","ag biologicals platform","microbial and genomic data","sustainable crop production","B2B ag biologicals platform","include","core_bio_ag_biologicals_and_ai_discovery","external_atlas_external_profile_validated","external_profile","External atlas candidate validated with F6S profile describing sequencing, machine learning and genome editing for high-performance biologicals in Brazil.","0.84"
"decoy","Decoy","ag biologicals and crop resilience","biological pest control and bioinputs","innovative biological pesticides for livestock and agriculture","biopesticides; biological pest control; livestock pest management; alternative inputs","chemical-pest-control-to-biological-alternatives-for-livestock-and-agriculture","biological crop/livestock protection product","biological pest-control agents","livestock and sustainable agriculture","B2B biological inputs supplier","include","core_bio_ag_biologicals_and_biocontrol","sp_ventures_official_portfolio","official_portfolio_profile","SP Ventures official portfolio lists Decoy under Alternative Inputs / Biologicals; SP impact material describes Decoy biopesticides replacing chemical pest-control solutions.","0.86"
"inceres","InCeres","precision agriculture and resource intelligence","precision agriculture and soil intelligence","agronomic management and soil/fertility intelligence platform","agronomic SaaS; AI; satellite imagery; soil sampling; fertility maps; input optimization","generic-field-management-to-data-driven-input-and-soil-efficiency","precision agriculture software platform","soil, satellite, machinery and farm operations data","crop production and agronomic consulting","B2B agtech platform","include","bio_centric_precision_agriculture_and_resource_efficiency","external_atlas_official_site_validated","official_website","Official InCeres site describes agronomic platform for soil sampling, satellite monitoring, fertility/productivity maps and optimized input use.","0.84"
"leaf","Leaf","precision agriculture and resource intelligence","agriculture data infrastructure","unified API and data infrastructure for food and agriculture","farm data API; machine data translation; field boundaries; crop monitoring; prescriptions; irrigation data","fragmented-farm-data-to-interoperable-agriculture-data-infrastructure","agriculture data infrastructure platform","field, machinery, satellite, weather and agronomic data","food and agriculture software infrastructure","B2B API / data infrastructure","include","bio_centric_agriculture_data_infrastructure","external_atlas_official_site_validated","official_website","Official Leaf site describes a unified API for food and agriculture, retrieving and managing farm data in consistent formats for agriculture applications.","0.84"
"traive","Traive","climate, energy and resource systems","agricultural credit and risk intelligence","AI-enabled agricultural credit and receivables infrastructure","AI credit scoring; agricultural receivables; risk analysis; traceability; financial data infrastructure","opaque-agricultural-credit-to-data-driven-finance-for-producers-and-input-chains","agri-finance intelligence platform","producer, cooperative, reseller and agricultural credit data","agribusiness finance and rural production chains","B2B agrifintech platform","include","bio_centric_ag_finance_and_risk_infrastructure","external_atlas_official_site_validated","official_website","Official Traive site describes technology that transforms agricultural credit into qualified financial assets, connecting rural production with capital through AI and traceability.","0.82"
"goflux","goFlux","climate, energy and resource systems","ag logistics and freight intelligence","B2B freight management and carbon-aware logistics platform","freight SaaS; AI decision support; road logistics; carbonFree product; logistics compliance","fragmented-ag-freight-to-efficient-and-lower-impact-logistics","logistics coordination platform","freight, shipper, carrier and logistics emissions data","agribusiness and road freight logistics","B2B logistics SaaS","include","planetary_boundary_ag_logistics_efficiency","external_atlas_official_site_validated","official_website","Official goFlux site describes B2B SaaS for road freight quotation, contracting and management, operating in major agro and logistics arteries, with a carbonFree solution.","0.76"
"moss","Moss","climate, energy and resource systems","carbon markets and nature finance","carbon credit and nature-finance infrastructure","carbon credits; nature finance; environmental asset marketplace; climate mitigation","unpriced-forest-and-carbon-assets-to-traceable-nature-finance","carbon/nature finance platform","forest, carbon and environmental asset data","carbon markets and nature-based climate mitigation","B2B/B2C climate platform","include","bio_centric_nature_finance_and_carbon_markets","sp_ventures_official_portfolio","official_portfolio_profile","SP Ventures official portfolio lists Moss; external atlas classifies it as carbon markets / nature finance linked to planetary-boundary stewardship.","0.72"
"nocarbon_milk","NoCarbon Milk","food biotech and novel ingredients","low-carbon dairy and animal protein systems","carbon-neutral organic dairy brand","organic dairy; carbon-neutral production; animal welfare; climate mitigation; sustainable livestock","conventional-dairy-to-carbon-neutral-organic-dairy-production","low-carbon dairy products","milk and dairy production systems","dairy and animal protein","consumer food brand / dairy platform","include","bio_centric_low_carbon_animal_protein","external_media_profile_validated","secondary_public_profile","MilkPoint describes NoCarbon as producing Brazil's first fresh organic carbon-neutral milk and expanding a dairy mix focused on climate mitigation and animal welfare.","0.72"
"sensix","Sensix","precision agriculture and resource intelligence","precision agriculture and soil intelligence","decision agriculture and agronomic analytics platform","remote sensing; soil data; yield maps; climate data; AI; variable-rate prescriptions","fragmented-field-data-to-decision-agriculture-and-input-efficiency","precision agriculture intelligence platform","field, soil, weather, machinery and productivity data","crop production and farm management","B2B agtech platform","include","official_site_signal_material_ag_system","sensix_official_site","sensix_official_site_2026","Official Sensix site describes decision agriculture, field analytics, productivity gaps, soil/sensing data and variable-rate input prescriptions.","0.92"
"precision_ag","Precision Ag","precision agriculture and resource intelligence","drone-enabled precision spraying","agricultural drone spraying and crop-monitoring services","agricultural drones; precision spraying; solid input dispersion; crop monitoring; plant diagnosis","blanket-crop-spraying-to-drone-enabled-precision-application","precision spraying service","crop protection application, fertilizer, seed and field-operation data","crop production and input application","B2B ag services platform","include","bio_centric_precision_agriculture_and_resource_efficiency","precision_ag_official_site","official_website","Official Precision site describes agricultural drone spraying, seed and fertilizer dispersion, crop monitoring and plant diagnosis services in Rio Grande do Sul.","0.76"
"algalife","Algalife","biomanufacturing and bioindustrial platforms","microalgae bioprocess platforms","microalgae process optimization platform","microalgae cultivation; bioprocess optimization; productive process design; bioindustry","manual-microalgae-processes-to-optimized-bioindustrial-production","microalgae bioprocess platform","microalgae strains and production-process data","bioindustry and microalgae production","B2B bioindustrial platform","include","core_bio_microalgae_bioprocessing","gridx_official_portfolio","official_portfolio_profile","GridX official portfolio lists Algalife as a platform for optimizing productive processes based on microalgae.","0.84"
"tuplaza","TuPlaza","climate, energy and resource systems","fresh food supply-chain infrastructure","fresh produce distribution platform for grocery stores","fresh produce marketplace; farmer connection; food distribution; supply-chain digitization","fragmented-fresh-produce-distribution-to-digital-farmer-connected-supply-chain","fresh produce supply-chain platform","farmer, inventory, grocery and distribution data","fresh produce and food distribution","B2B marketplace / supply-chain platform","include","bio_centric_food_supply_chain_efficiency","external_profile_validated","external_profile","F6S profile describes TuPlaza as a fresh produce platform connecting quality-focused farmers with grocery stores across Colombia/LATAM.","0.7"
"agrofy","Agrofy","climate, energy and resource systems","agri-marketplace and input commerce infrastructure","digital agribusiness marketplace and agfintech ecosystem","agricultural marketplace; agfintech; inputs; machinery; credit; regional commerce","offline-agribusiness-transactions-to-digital-ag-marketplace-and-finance","agribusiness marketplace platform","producer, supplier, input, equipment and transaction data","agribusiness commerce and finance","B2B/B2C ag marketplace","include","bio_centric_ag_market_infrastructure","external_atlas_official_site_validated","official_website","Official Agrofy site describes a Latin American ecosystem of digital solutions for agriculture, connecting the agribusiness chain and digitizing the sector.","0.72"
"genotyping","Genotyping","diagnostics and medtech","genomics and molecular diagnostics infrastructure","genetic diagnostics and molecular analysis platform","next-generation sequencing; genetic testing; molecular biology; genomics; agribusiness molecular analysis","low-access-genomic-testing-to-local-molecular-diagnostics-and-analysis","genomics diagnostics platform","human, agricultural and molecular biology samples/data","genetic diagnostics and molecular analysis","B2B/B2C laboratory platform","include","core_bio_genomics_and_molecular_diagnostics","external_atlas_secondary_validated","secondary_public_profile","Genotyping official material describes a Brazilian genetic diagnostics company born in 2008 with NGS testing; press material links its BPI group to molecular analysis for agriculture, health, sugarcane and food sectors.","0.78"
"aegro","Aegro","precision agriculture and resource intelligence","farm management and field intelligence","farm operations and financial management platform","farm management SaaS; field records; pest monitoring; input planning; finance; machine and climate integrations","paper-based-farm-management-to-integrated-digital-field-and-finance-operations","farm management software platform","farm operations, financial, field, pest and machine data","crop and livestock farm management","B2B ag SaaS","include","bio_centric_farm_management_and_resource_efficiency","external_atlas_official_site_validated","official_website","Official Aegro site describes farm management software for field planning, pest monitoring, input management, financial control and integrations with agriculture tools.","0.78"
"arado","Arado","climate, energy and resource systems","fresh food supply-chain infrastructure","fresh food marketplace connecting producers and buyers","fresh produce marketplace; farmer income; food waste reduction; logistics; local supply chains","fragmented-fresh-food-market-to-direct-producer-connected-distribution","fresh food supply-chain platform","producer, buyer, inventory and logistics data","fresh food and family-farming supply chains","B2B food marketplace / logistics platform","include","bio_centric_food_supply_chain_efficiency","external_atlas_official_site_validated","official_website","Official Arado site describes a fairer and more efficient way to buy and sell fresh food, connecting the countryside to urban buyers and reducing food waste.","0.76"
"nexxto","Nexxto","climate, energy and resource systems","cold-chain and food-quality monitoring","IoT monitoring for cold-chain and product-quality control","IoT sensors; temperature monitoring; humidity monitoring; asset tracking; loss prevention; food quality","opaque-cold-chain-conditions-to-real-time-quality-and-loss-prevention","cold-chain monitoring platform","temperature, humidity, asset and location data","food, retail, logistics and healthcare cold chain","B2B IoT platform","include","planetary_boundary_food_loss_and_cold_chain_efficiency","external_profile_validated","external_profile","F6S profile describes Nexxto as a Brazilian IoT startup monitoring real-time variables such as temperature and humidity to prevent losses and ensure product quality.","0.68"
"nilus","Nilus","climate, energy and resource systems","food rescue and circular food access","food rescue and circular food-access platform","food rescue; surplus food; circular logistics; food access; affordability; waste reduction","food-waste-and-inefficient-distribution-to-circular-food-access","food-system circularity platform","","food access, food waste reduction and urban food systems","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_05_2026_05_08","official_portfolio_profile","Include as planetary-boundary food-waste infrastructure, not biotech.","0.72"
"imeve","Imeve","therapeutics and regenerative medicine","animal health biotechnology and probiotics","animal health and probiotic biotechnology company","animal nutrition; probiotics; veterinary pharmaceutical production; fermentation; lyophilization; R&D","commodity-animal-health-inputs-to-probiotic-biotechnology-for-livestock-and-aquaculture","animal health biotech products","probiotic strains and animal-health formulations","animal health, livestock and aquaculture","B2B veterinary biotech supplier","include","core_bio_animal_health_and_probiotics","external_atlas_official_site_validated","official_website","Official Imeve site describes a Brazilian health and biotechnology company in animal nutrition with modern laboratories for probiotic production and veterinary R&D.","0.86"
"brain_ag","Brain.ag","climate, energy and resource systems","agricultural credit and risk intelligence","agribusiness credit and socioenvironmental risk platform","big data; AI; analytics; geoprocessing; remote sensing; rural credit; ESG; socioenvironmental monitoring","slow-ag-credit-and-esg-diligence-to-data-driven-risk-and-socioenvironmental-analysis","agri-risk data platform","producer, credit, geospatial, ESG, collateral and agribusiness data","agricultural finance and socioenvironmental risk","B2B ag data / credit platform","include","bio_centric_ag_finance_and_risk_infrastructure","serasa_experian_acquisition_release","secondary_public_profile","Serasa Experian describes Brain.ag as a big-data company for agribusiness financial operations, credit risk, producer monitoring and socioenvironmental analysis.","0.76"
"erural","Erural","peripheral or non-core digital ventures","livestock marketplace outside bio thesis","livestock marketplace and rural payment platform","livestock marketplace; cattle transactions; animal genetics; ag payments; receivables; rural fintech","informal-livestock-trading-to-digital-livestock-marketplace-and-payments","livestock marketplace / agfintech platform","livestock, buyer, seller, payment and rural credit data","livestock production and rural commerce","B2B/B2C ag marketplace","exclude","livestock_marketplace_and_agfintech_without_specific_bio_transition_or_planetary_boundary_mechanism","official_website_review","erural_official_site_2026","Official site shows livestock auctions, semen sales, fixed-price animal offers and cattle marketplace features; this is animal-market infrastructure, not BIO VC thesis material enough for include.","0.86"
"bug_agentes_biologicos","BUG Agentes Biologicos","ag biologicals and crop resilience","biological pest control and bioinputs","macrobial biological control company","parasitoids; biological pest control; Trichogramma wasps; crop protection; macrobiological production","chemical-pest-control-to-macrobial-biological-control","biological crop protection products","beneficial insects / parasitoids","crop protection and sustainable agriculture","B2B biological inputs supplier","include","core_bio_ag_biologicals_and_biocontrol","sp_ventures_official_portfolio_and_secondary_profile","official_portfolio_profile","SP Ventures official portfolio lists Bug; FAPESP and acquisition coverage describe BUG Agentes Biologicos as a Brazilian biological control company developing parasitoids for sugarcane and soybean pests.","0.84"
"um_grau_e_meio","Um Grau e Meio","climate, energy and resource systems","planetary monitoring and resilience systems","AI wildfire detection and forest-monitoring platform","AI vision; high-resolution cameras; wildfire detection; forest monitoring; alert workflows; conservation monitoring","slow-wildfire-response-to-real-time-forest-fire-detection-and-ecosystem-protection","ecosystem risk-monitoring and fire-detection infrastructure","","forest conservation, wildfire prevention and climate resilience","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_01_2026_05_08","official_portfolio_profile","Include as planetary-boundary stewardship infrastructure protecting forests, biodiversity and carbon-rich ecosystems.","0.86"
"sette","Sette","climate, energy and resource systems","agricultural credit and risk intelligence","agricultural guarantees and credit-risk infrastructure","AI; digital signatures; CPR registration; collateral registry; satellite/geospatial field analysis; credit documentation","manual-agricultural-credit-formalization-to-ai-enabled-risk-and-collateral-infrastructure","agri-credit infrastructure platform","producer, CPR, collateral, field, registry and credit-risk data","agricultural finance and rural credit","B2B agrifintech platform","include","bio_centric_ag_finance_and_risk_infrastructure","external_atlas_official_site_validated","official_website","Official Sette site describes digital formalization of agricultural guarantees, CPRs, certificates, credit analysis and AI/geospatial analysis for agricultural finance in Brazil.","0.82"
"frizata","Frizata","food biotech and novel ingredients","flexitarian food and alternative protein systems","direct-to-consumer flexitarian frozen food platform","food formulation; frozen food manufacturing; meatless products; D2C logistics; clean-label products","conventional-convenience-food-to-flexitarian-lower-impact-frozen-food-platform","flexitarian frozen food products","plant-forward ingredients and prepared foods","consumer food and alternative protein","D2C foodtech platform","include","bio_centric_flexitarian_food_systems","secondary_public_profile_validated","external_profile","F6S and investment coverage describe Frizata as a flexitarian frozen foodtech with meatless products and a sustainability-oriented food platform operating in Argentina, Chile and Brazil.","0.72"
"speclab","SpecLab","diagnostics and medtech","analytical diagnostics and spectral sensing","AI spectral analytics and laboratory digitization platform","spectral fingerprinting; machine learning; chemometrics; NIR; Raman; XRF; LIBS; analytical BI","slow-laboratory-analysis-to-ai-spectral-diagnostics-for-materials-and-products","analytical diagnostics platform","nutritional, chemical, physical and biological-property data","laboratory analytics, food, agriculture and quality control","B2B analytical technology platform","include","bio_centric_analytical_infrastructure","speclab_official_site","official_website","Official site describes smart analytical technologies, fingerprinting techniques and data science to optimize complex analytical processes and mimic reference methods through machine learning.","0.84"
"horus_aeronaves","Horus Aeronaves","precision agriculture and resource intelligence","drone-enabled remote sensing and field intelligence","agricultural drone and aerial mapping platform","UAVs; aerial imaging; embedded sensors; image processing; agronomic mapping; crop monitoring","manual-field-scouting-to-drone-enabled-aerial-agronomic-intelligence","precision agriculture remote-sensing platform","aerial imagery, field maps and agronomic index data","crop monitoring and precision agriculture","B2B ag drone and data platform","include","secondary_public_signal_material_ag_system","lavca_sp_ventures_horus_profile","lavca_public_profile_2026","LAVCA coverage describes SP Ventures investing in Horus Aeronaves, a Brazilian drone startup developing aerial mapping and agriculture-oriented products.","0.82"
"magnamed","Magnamed","diagnostics and medtech","critical-care medical devices","respiratory care and mechanical ventilation devices","mechanical ventilation; respiratory care; ICU devices; emergency-care hardware; medical-device manufacturing","limited-critical-care-respiratory-capacity-to-scalable-medical-device-infrastructure","respiratory medical device","","hospitals, ICU, emergency and transport care","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_02_2026_05_08","official_website","Include as clinical medical-device infrastructure.","0.86"
"agroadvance","Agroadvance","peripheral or non-core digital ventures","ag education outside bio thesis","agribusiness education and capability platform","ag education; digital courses; farmer training; management; agribusiness productivity","knowledge-gap-in-agriculture-to-scaled-farmer-and-ag-professional-capability","ag education / knowledge platform","student, producer, course and agribusiness training data","agriculture workforce and farm management","B2B/B2C ag education platform","exclude","ag_education_and_capability_platform_without_specific_bio_material_or_planetary_boundary_mechanism","official_website_review","agroadvance_official_site_2026","Official site describes an agribusiness school with courses, MBAs and training for producers and agribusiness professionals; useful ecosystem context, but not a BIO VC startup for the semantic universe.","0.9"
"lupeon","Lupeon","peripheral or non-core digital ventures","general logistics software","freight management and auditing SaaS","freight audit; transportation management; logistics SaaS; cost optimization","manual-freight-audit-to-logistics-cost-management","logistics management software","freight, carrier and logistics cost data","retail, industry, healthcare, ecommerce and logistics","B2B logistics SaaS","exclude","general_logistics_saas_not_specific_to_bio_or_ag_material_transition","thesis_exclusion_clear_drop","secondary_public_profile","SP Ventures portfolio/CBInsights profile describes Lupeon as freight management and auditing SaaS across broad logistics sectors, without specific BIO or ag/food material transition signal.","0.7"
"verge_ag","Verge Ag","precision agriculture and resource intelligence","farm machinery optimization","farm machinery path-planning software","farm machinery optimization; field operations; path planning; productivity software","manual-inefficient-machinery-routing-to-field-operation-optimization","farm machinery optimization software","field, equipment and operation-planning data","crop production and farm machinery","B2B ag software","exclude","non_latam_company_despite_ag_relevance","geography_exclusion_source_backed","official_website","Verge Ag is ag-relevant and SP Ventures-backed, but its own announcement describes it as Calgary-based; exclude from LATAM startup universe while retaining possible investor context.","0.78"
"concil","Concil","peripheral or non-core digital ventures","payments reconciliation software","card and accounting reconciliation SaaS","payments reconciliation; accounting; card reconciliation; financial operations SaaS","manual-payment-reconciliation-to-accounting-automation","financial operations software","payments, card and accounting data","retail and finance operations","B2B fintech SaaS","exclude","payments_reconciliation_no_bio_or_ag_materiality_signal","thesis_exclusion_clear_drop","official_portfolio_profile","SP Ventures legacy profile describes Concil as SaaS for accounting and card reconciliation, without BIO/agfood/planetary-boundary materiality signal.","0.78"
"geofusion","Geofusion","peripheral or non-core digital ventures","location intelligence software","geographic market intelligence platform","geomarketing; location intelligence; market expansion analytics; go-to-market data; predictive sales","manual-commercial-location-planning-to-geographic-market-intelligence","location intelligence software","commercial, demographic, retail and territory data","retail, industry, services and telecom","B2B market intelligence SaaS","exclude","general_location_intelligence_no_bio_or_ag_materiality_signal","thesis_exclusion_clear_drop","official_website","Official Geofusion/Cortex pages describe general geographic intelligence for business expansion, retail, industry and services, without specific BIO/agfood/planetary-boundary thesis activity.","0.82"
"mombak","Mombak","climate, energy and resource systems","native reforestation and carbon removal","large-scale native biodiverse reforestation platform","native reforestation; carbon removal; forestry science; carbon markets; biodiversity; landowner partnerships","degraded-pasture-to-native-biodiverse-carbon-removal-forests","nature-based carbon removal platform","degraded land, native species, forest carbon and biodiversity data","forest restoration and carbon removal","B2B carbon removal / nature restoration platform","include","bio_centric_ecosystem_restoration_and_carbon_removal","brasil_bio_import_official_site","official_website","Official Mombak site describes large-scale native biodiverse reforestation that removes carbon and creates habitat for biodiversity, starting in Brazil.","0.92"
"re_green","re.green","climate, energy and resource systems","native reforestation and carbon removal","tropical forest restoration and carbon credit platform","native species restoration; degraded land analysis; biodiversity; carbon credits; forest products; community engagement","degraded-land-to-restored-tropical-forests-and-biodiversity-carbon-credits","nature-based restoration and carbon platform","degraded land, native species, forest carbon, biodiversity and community data","forest restoration and carbon markets","B2B nature-based solutions platform","include","bio_centric_ecosystem_restoration_and_carbon_removal","brasil_bio_import_official_site","official_website","Official re.green site describes restoring tropical forests at scale using native/regional species, spatial analysis and carbon/biodiversity co-benefits.","0.92"
"future_cow","Future Cow","food biotech and novel ingredients","precision-fermented dairy proteins","precision-fermented animal-free dairy protein","precision fermentation; microbial hosts; milk proteins; DNA coding; alternative dairy","animal-dairy-protein-to-microbial-precision-fermented-dairy","animal-free dairy protein ingredient","","food ingredients, dairy alternatives and alternative proteins","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_03_2026_05_08","official_website","Include as core food biotech and precision-fermentation biofactory.","0.90"
"terramagna","TerraMagna","climate, energy and resource systems","agricultural credit and risk intelligence","agricultural credit and receivables infrastructure","ag credit; Fiagro/FIDC; receivables; input distributor finance; crop-collateralized lending; risk analysis","underfunded-ag-input-chain-to-specialized-credit-infrastructure","agricultural finance infrastructure","distributor, producer, receivables, credit and crop-collateral data","agriculture finance and input distribution","B2B agrifintech platform","include","bio_centric_ag_finance_and_risk_infrastructure","brasil_bio_import_official_site","official_website","Official TerraMagna site describes credit products for agricultural input distributors, receivables, Fiagro/FIDC structures and specialized financing for agribusiness.","0.82"
