"startup_id","startup_name","startup_summary_v1","business_one_liner","problem_addressed","technical_approach","industry_destination","materiality_signal","thesis_scope_note","source_url","source_type","source_date","evidence_excerpt","summary_confidence","review_status"
"patagon-fiber","Patagon Fiber","Startup chilena de biomateriales y tintas sostenibles derivadas de bacterias no patogenas y residuos agricolas. Entra claramente por biomateriales, quimica biobasada y sustitucion de insumos toxicos.","Bacteria-derived sustainable inks and textile biomaterials.","Uso extendido de tintas y materiales textiles con componentes toxicos y alta carga ambiental.","Pigmentos bacterianos, biomateriales y aprovechamiento de residuos para tintas y materiales textiles de menor impacto.","Textiles, inks and sustainable materials","high","Entra claramente por materiales biobasados y sustitucion de quimica toxica.","https://theganeshalab.com/startup/patagon-fiber/","official_portfolio_profile","2026-04-24","The Ganesha Lab says Patagon Fiber develops zero-emission inks derived from non-pathogenic bacteria as an eco-friendly alternative to harmful traditional inks.","high","reviewed"
"amplify-dynamics","Amplify Dynamics","Amplify Dynamics is a Colombian/US bioprocessing tools company developing contactless ultrafiltration for lipid nanoparticle therapeutics. Its platform combines microfluidic flows and electronically controlled ultrasonic waves to separate LNPs without physical membranes, aiming to increase particle recovery, reduce purification time, improve throughput and cut waste. It belongs inside BIO VC LATAM as enabling infrastructure for gene therapy, vaccines, nanomedicine and biomanufacturing.","Contactless ultrasound purification for lipid nanoparticles.","Lipid nanoparticle purification causes sample loss, low throughput, inefficient workflows and waste in therapeutic development.","Microfluidic flows, electronic ultrasonic-wave control, contactless filtration and automated high-throughput LNP separation.","Pharmaceutical bioprocessing, gene therapy and nanotherapeutics","high","Include as core bioprocessing tools for advanced therapeutics and LNP manufacturing.","https://amplify-dynamics.com/","official_website","2026-05-06","Official site says Amplify Dynamics develops membrane-free ultrasound ultrafiltration for LNP therapeutics, increasing recovery, reducing purification time and decreasing waste generation.","high","reviewed"
"sciphage","SciPhage","Colombian biotechnology company developing bacteriophage-based bioproducts to control bacterial pathogens in animal health, especially poultry and aquaculture. Its SalmoFree and related phage products target Salmonella and other bacterial problems, helping reduce antibiotic use and improve production efficiency. It belongs inside BIO VC LATAM as phage-based animal-health biotech, food-safety infrastructure and antimicrobial-resistance mitigation for livestock systems.","Bacteriophage bioproducts for animal health and food safety.","Antibiotic dependence and bacterial pathogens in poultry, aquaculture and animal production.","Natural bacteriophage products for Salmonella and other bacterial-control applications.","Animal health, poultry, aquaculture and food safety","high","Core include: bacteriophage biotechnology for animal health, food safety and AMR reduction.","https://www.f6s.com/company/ciencia-y-tecnologia-de-fagos-sciphage1","external_company_profile","2026-05-06","F6S describes SciPhage as developing organic bioproducts using bacteriophage technology to combat bacterial problems in animal health, reduce antibiotic usage and improve livestock production efficiency.","high","reviewed"
"the-earth-says","The Earth Says","The Earth Says is a Chilean agtech using AI-based monitoring of hives and pollination conditions to improve crop yields and optimize pollination services. Its public profile describes sensors and AI modules for tracking hive population, pollen and anomalies in real time. It belongs inside BIO VC LATAM as biocentric precision-ag infrastructure because it acts on pollinators, crop productivity and ecosystem services.","AI pollination optimization platform.","Growers lack continuous visibility into hive health, pollinator activity and pollination quality across fields.","Hive sensors, field modules, AI monitoring and real-time pollination/yield analytics.","Crop production and pollination services","high","Include as intelligence infrastructure for living pollinator systems and crop resilience; evidence is external profile but mechanism is clear.","https://www.f6s.com/company/theearthsays","external_profile","2026-05-06","F6S says The Earth Says develops AI-based monitoring of hives and pollination conditions to improve yields and optimize pollination.","medium","reviewed"
"delee","Delee","Delee is a Mexican oncology diagnostics company developing CytoCatch, an automated platform for isolating and analyzing circulating tumor cells from blood. The technology is designed for reliable CTC capture, reproducibility and high recovery across cancer cell lines. It belongs inside BIO VC LATAM as precision-oncology liquid biopsy infrastructure for early detection, treatment monitoring and clinical decision support.","Automated circulating tumor cell liquid-biopsy platform.","Oncology needs non-invasive, reproducible ways to detect and monitor cancer biology from blood samples.","Automated circulating tumor cell isolation, capture and blood-sample analysis.","oncology diagnostics and precision medicine","high","Include as clinical diagnostics / precision oncology.","https://www.delee.co/","official_website","2026-05-08","Official site describes CytoCatch as a fully automated platform for isolating and analyzing circulating tumor cells with high recovery and reproducibility from blood samples.","high","reviewed"
"innovai","Innovai","Startup chilena de foodtech que aplica compuestos bioactivos a filetes de salmón para extender su vida útil y reducir pérdidas en cadena de frío. Entra claramente por food biotech.","Seafood shelf-life bioactive coating platform.","Alta pérdida de frescura y desperdicio en filetes de salmón y otros productos del mar.","Emulsión con micropartículas bioactivas que forman una barrera protectora, bactericida y antioxidante sobre el filete.","Seafood and food supply chains","high","Entra claramente por preservación alimentaria con bioactivos y reducción de food loss.","https://theganeshalab.com/startup/innovai/","official_portfolio_profile","2026-04-24","The Ganesha Lab says Innovai applies bioactive compounds on salmon fillets to keep them fresh for at least 50% more days.","high","reviewed"
"tell","TELL","Startup argentina de salud cerebral que usa métricas del habla para detectar precozmente trastornos neurodegenerativos. Entra claramente por diagnostics and medtech.","Speech-based neurodegeneration detection platform.","Evaluaciones tardías o poco objetivas de enfermedades neurodegenerativas como Alzheimer o Parkinson.","Tecnología basada en habla y lenguaje para evaluar salud cerebral y detectar presencia y severidad de trastornos neurodegenerativos.","Neurodegenerative disease detection","high","Entra claramente por biomarcadores digitales y diagnóstico neurocognitivo.","https://theganeshalab.com/startup/tell/","official_portfolio_profile","2026-04-24","The Ganesha Lab says TELL uses advanced speech-based technology to assess brain health and detect disorders like Alzheimer’s and Parkinson’s.","high","reviewed"
"tensor-care","Tensor Care","TensorCare is a Chilean medtech / AI diagnostics company adding quantitative cartilage morphology metrics to routine MRI. Its official site positions the platform as reproducible cartilage-imaging infrastructure for joint-performance decisions, orthobiologic treatment continuation, repair-versus-replacement decisions and PKR/TKR planning. It belongs inside BIO VC LATAM as clinical diagnostics and measurable-medicine infrastructure for musculoskeletal health.","Quantitative MRI analytics for joint diagnostics.","Early and borderline cartilage degeneration is difficult to quantify, making treatment continuation, repair and replacement decisions subjective.","AI-assisted MRI post-processing, quantitative cartilage morphology metrics, 3D visualization and clinical reproducibility workflows.","Musculoskeletal diagnostics, orthopedics and joint health","high","Include as medtech diagnostics: not biotech, but directly clinical and biologically anchored in cartilage/joint tissue measurement.","https://www.tensor.care/","official_website","2026-05-06","Official site describes precision cartilage metrics from routine MRI, AI-assisted post-processing, reproducibility evidence and decision support for orthobiologic and joint-replacement decisions.","high","reviewed"
"ruedata","Ruedata","Software para gestion y optimizacion de neumaticos en flotas. Queda fuera por logistics/fleet SaaS; la sostenibilidad es indirecta y no suficiente para entrar a la tesis BIO.","AI tire-management software for freight fleets.","Altos costos, errores y riesgos en gestion de neumaticos y mantenimiento de flotas.","AI, analitica y software de inspeccion/predictive maintenance para neumaticos.","Transportation, freight and logistics","low","Sale por fleet/logistics SaaS, no por biobased/biocentric/planetary stewardship directo.","https://ruedata.com/","official_website","2026-04-23","Official site describes Ruedata as AI software to optimize tire management in transportation fleets.","high","reviewed"
"sensify","Sensify","Sensify is an Argentine IoT and AI platform for commercial refrigeration and cold-chain operations in food and beverages. Its systems connect refrigeration assets, predict operating data and provide business insights to avoid cold-chain outages, reduce food losses, improve asset performance and lower energy use. It belongs inside BIO VC LATAM as food-system resource-efficiency infrastructure, a defensible edge case rather than core biotech.","Smart refrigeration and cold-chain intelligence platform.","Food losses, cold-chain failures, high refrigeration energy use and limited traceability across refrigerated assets.","IoT devices, AI algorithms, remote monitoring, predictive analytics and asset-performance tools for refrigeration equipment.","Food, beverages, dairy, meat and refrigerated retail","medium","Include as material food-system infrastructure for waste and energy reduction; edge but defensible.","https://www.sensify.com.ar/","official_website","2026-05-06","Official site describes real-time connected refrigeration assets, algorithms that predict data, cold-chain monitoring and business insights to avoid outages in refrigerated foods.","high","reviewed"
"stradot","Stradot","Startup de infraestructura de parking/movilidad. Queda fuera por urban mobility sin senal BIO directa.","Eco-friendly parking systems for dense cities.","Espacio urbano ineficiente y costos de estacionamiento.","Sistemas de parking de alta velocidad y ahorro de espacio.","Urban mobility, parking and transportation","low","Sale por movilidad/parking, no por bio/materialidad de sistemas vivos.","https://www.crunchbase.com/organization/stradot","external_profile","2026-04-23","Crunchbase describes Stradot as high-speed eco-friendly parking systems for cities.","medium","reviewed"
"tintte","Tintte","Startup biotech argentina que produce biopigmentos con microorganismos para reemplazar tintes sinteticos y reducir agua, energia y quimicos toxicos en textil. Entra claramente por biomateriales/bioprocesos.","Microbial biopigments for sustainable textile dyeing.","Proceso textil altamente contaminante, intensivo en agua, energia y derivados del petroleo.","Precision fermentation, synthetic biology y bioprocesos para biopigmentos compatibles con distintas fibras.","Textile manufacturing and sustainable fashion","high","Entra claramente por materiales biobasados y detoxificacion industrial.","https://cancilleria.gob.ar/en/new-technologies/next-form-argentine/tintte","official_public_profile","2026-04-23","Cancilleria describes Tintte as an Argentine biotech producing microbial biopigments for sustainable textile dyeing.","high","reviewed"
"werkenvac","WerkénVac","Startup biotech orientada a acuicultura que desarrolla una vacuna self-amplifying RNA para peces. Entra claramente por animal health biotech y sistemas vivos productivos.","Self-amplifying RNA vaccine for fish.","Alta carga de enfermedad y necesidad de soluciones biologicas mas precisas en acuicultura.","Plataforma de vacuna saRNA aplicada a salud de peces en sistemas acuicolas.","Aquaculture and animal health","high","Entra por biotecnologia de salud animal aplicada a produccion acuicola.","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-04-24","GRIDX portfolio says Werken Vac develops a self-amplifying RNA vaccine for fish.","medium","reviewed"
"aloi","Aloi","Aloi is an AI data platform for fiscal compliance, reconciling fragmented tax, banking, ERP and documentation data for enterprise audit readiness. It is excluded from the BIO universe because the official source signals tax/enterprise software rather than bio-based, biocentric or planetary-boundary material transition activity.","AI tax compliance and enterprise data platform.","fragmented-tax-and-enterprise-data-to-audit-ready-compliance","AI data reconciliation; tax compliance; ERP and banking integrations; enterprise software","tax compliance and enterprise operations","low","Exclude confirmed: official website describes fiscal compliance software, not BIO thesis activity.","https://aloi.tech/","official_website","2026-04-28","Official website presents Aloi as an IA platform for unified tax compliance data, IVA recovery and audit defense files.","medium","reviewed"
"capim","Capim","Capim provides management software and financial solutions for dental clinics, including scheduling, patient records, payments and financing. It is excluded from the BIO universe because the official source signals vertical SaaS/fintech for dentistry, without biotech, biomanufacturing, bio-based material or planetary-boundary thesis activity.","Dental clinic management and embedded finance platform.","manual-dental-clinic-operations-to-integrated-saas-and-finance","vertical SaaS; AI scheduling; clinic management; embedded payments; dental financing","dental clinic operations and patient financing","low","Exclude confirmed: health-adjacent software/fintech for dental clinics, not BIO thesis activity.","https://capim.com.br/","official_website","2026-04-28","Official website describes clinic management software, AI scheduling, patient records, payment processing and financing for dental practices.","medium","reviewed"
"mabloc","Mabloc","Mabloc develops an AI-driven antibody discovery platform for therapeutic development. It is bio-relevant, but current official evidence points to a Washington, DC company rather than a Latin America-based startup, so it is held outside the LATAM BIO VC universe pending stronger LATAM base evidence.","AI antibody discovery platform for therapeutics.","slow-antibody-discovery-to-ai-accelerated-therapeutic-candidates","AI antibody discovery; immunology; biologics R&D; drug discovery platform","therapeutic antibody discovery","medium","Exclude for now on geography, not biology: official source is clearly therapeutic bio, but does not support LATAM base.","https://www.mabloc.com/","official_website","2026-04-28","Official website describes BRAID as an antibody discovery platform and lists a Washington, DC address.","medium","reviewed"
"mesenchyal_t","Mesenchyal-T","Mesenchyal-T is an Argentine healthtech developing AI-powered regenerative cell therapies for bone regeneration. Its advanced-therapy product combines allogeneic mesenchymal stem cells extracted from umbilical cord with hyaluronic acid and scalable ex vivo production, targeting bone injuries, degenerative disease and broader regenerative-medicine applications. It belongs inside BIO VC LATAM as core cell therapy, stem-cell manufacturing and regenerative-medicine infrastructure.","AI-powered mesenchymal stem-cell therapy for bone regeneration.","Severe bone injuries, degenerative disease and limited access to scalable regenerative cell therapies.","Allogeneic mesenchymal stem cells, umbilical-cord extraction, hyaluronic acid, ex vivo scalable production and AI-enabled therapy development.","Advanced therapy and regenerative medicine","high","Include as a core therapeutics/regenerative-bio company based on stem-cell therapy and advanced biological manufacturing.","https://mesenchyalt.com.ar/","official_website","2026-05-06","Official website describes AI-powered cellular therapies for bone regeneration, allogeneic mesenchymal stem cells plus hyaluronic acid, umbilical-cord extraction and scalable ex vivo production.","high","reviewed"
"omica","Omica","Omica is a digital biobank focused on underrepresented patient populations, integrating longitudinal clinical data, multiomics, imaging and biospecimen access. Its role is clinical data infrastructure for precision medicine, biomarker research and therapeutic development. It is not animal protein, agtech or food systems; it should cluster with clinical diagnostics, multiomics, biobank infrastructure and precision-health research.","Digital biobank for underrepresented patient populations.","Precision medicine datasets underrepresent many patient populations and lack integrated clinical, omics and biospecimen access.","Digital biobank integrating longitudinal clinical data, multiomics, imaging and sample access.","precision medicine, diagnostics, pharma R&D and biomarker discovery","high","Include as clinical diagnostics / multiomics infrastructure.","https://www.omica.bio/","official_website","2026-05-08","Official website describes a digital biobank with longitudinal clinical data, integrated multiomics and flexible access to data and samples.","high","reviewed"
"pill_ar","Pill.AR","Pill.AR is an Argentine pharmaceutical-technology company developing 3D printing and software infrastructure for personalized medicines. Its system connects doctors, pharmacies and health centers so pharmacies can produce patient-specific oral formulations with dose customization, multi-drug integration and traceability. It belongs inside BIO VC LATAM as personalized-medicine manufacturing infrastructure and health-system technology.","3D-printed personalized medicines platform.","Standard oral medicines are often poorly personalized across dose, combination and patient-specific treatment needs.","3D pharmaceutical printing, prescription software and pharmacy manufacturing workflows for personalized formulations.","pharmacies, health centers and personalized therapeutics","medium-high","Include as pharmaceutical manufacturing / medtech infrastructure.","https://pill.ar/","official_website","2026-05-08","Official website describes personalized medication production through 3D printing, connecting doctors, pharmacies and health centers, with multiple active ingredients in one capsule and precise dosing.","high","reviewed"
"rumina","Rúmina","Rúmina provides technology and intelligence for dairy farming in Brazil and Latin America, supporting producers to become more productive and sustainable. It belongs inside the broad BIO universe as livestock/ag intelligence tied to biological production systems and planetary-boundary agriculture.","Technology platform for sustainable dairy production.","low-productivity-dairy-farming-to-data-driven-sustainable-livestock-management","farm management software; dairy production intelligence; livestock data; sustainability analytics","dairy farming and livestock management","medium","Include: official source describes technology for dairy livestock production and sustainable farms in Brazil/Latin America.","https://rumina.com.br/","official_website","2026-04-28","Official website describes innovative solutions for dairy farming, smart and sustainable farms, and technology intelligence for producers.","high","reviewed"
"promip","Promip","Promip is a Brazilian technology-based company producing biological products for integrated pest-management programs, including macrobiologicals and microbiologicals from its biofactory. The company is a core ag-biologicals case: its products are living or biologically derived crop-protection agents used to reduce chemical pest-control dependence. It should cluster with biological pest control, crop resilience and agricultural bioinputs, not climate monitoring.","Biological pest-control products and integrated pest management.","Chemical pest control can create resistance, residues and ecological pressure in agricultural production.","Biofactory production of macrobiological and microbiological pest-control products for integrated pest management.","crop production, pest management and agricultural biologicals","high","Include as core ag biologicals / biological crop protection.","https://promip.agr.br/institucional/","official_website","2026-05-08","Official institutional page describes Promip as a technology-based company with biological products for integrated pest management and a biofactory producing micro and macrobiological products.","high","reviewed"
"krilltech","Krilltech","Krilltech is a Brazilian agtech developing sustainable crop-input technology based on organic nanostructures that act as fertilizer, biofortificant and nutrient carrier to improve plant performance. Its Arbolin Biogenesis product is described as organic, nano-structured, non-toxic and biocompatible. It belongs inside BIO VC LATAM as crop-resilience input technology, plant physiology and nano-biofertilizer infrastructure.","Nano-biofertilizer and plant physiology platform.","Crops need more efficient nutrient delivery and performance enhancement with lower toxicity and environmental burden.","Organic nanostructures used as fertilizer, biofortificant and nutrient carrier for plant physiology.","crop production, plant nutrition and agricultural biologicals","high","Include as ag biologicals / crop input technology.","https://krilltech.com.br/","official_website","2026-05-08","Official website describes Arbolin Biogenesis as organic nano-structured, non-toxic and biocompatible, acting as fertilizer, biofortificant and nutrient carrier.","high","reviewed"
"lemu","Lemu","Lemu is a Chilean nature-intelligence startup building Atlas, a biodiversity and nature-MRV platform that measures and manages nature-related impact using ecological indicators, satellite imagery, AI and the Lemu Nge biodiversity satellite. It is not agri-market software; it should cluster with nature restoration, biodiversity measurement, planetary monitoring and ecological intelligence infrastructure.","Nature intelligence and biodiversity MRV platform.","Companies and land managers lack reliable biodiversity and nature-impact measurement for planetary-boundary stewardship.","Ecological science, satellite imagery, AI and biodiversity satellite data for nature intelligence and MRV.","biodiversity, conservation, land stewardship and nature-positive finance","high","Include as planetary-boundary nature intelligence.","https://www.le.mu/","official_website","2026-05-08","Official site describes Atlas as nature intelligence combining ecological science, multi-modal sources and AI, powered by Lemu Nge, a biodiversity-focused satellite.","high","reviewed"
"nativas","Nativas","Argentine regenerative agriculture and nature-finance platform that combines satellite technology, ecological models and blockchain evidence to value ecosystem services and issue environmental assets. It belongs inside BIO VC LATAM as biocentric/regenerative infrastructure.","Regenerative agriculture and ecosystem-services platform.","undervalued-ecosystem-services-to-verifiable-regeneration-and-environmental-assets","satellite technology; ecological models; blockchain evidence; ecosystem services valuation; regenerative agriculture","regenerative agriculture and nature finance","high","Include: official site describes science, technology and blockchain evidence for ecosystem-service assets and regeneration.","https://nativas.la/","official_website","2026-04-29","Official website describes technology to drive regeneration, combining satellite technology, ecological science and blockchain evidence to issue environmental assets.","high","reviewed"
"solinftec","Solinftec","Brazil-founded agtech and global AI/SaaS platform for agribusiness, managing real-time agricultural operations and supporting more efficient, lower-impact food production. It belongs inside BIO VC LATAM as enabling precision-agriculture and resource-efficiency infrastructure.","AI and autonomous agriculture platform.","high-input-agriculture-to-real-time-autonomous-resource-efficient-production","AI; SaaS; real-time agronomic data; autonomous robots; farm operations intelligence; precision agriculture","agriculture and crop operations","medium","Include: official source describes AI/SaaS for agribusiness and sustainable farm operations across Brazil and Latin America.","https://www.solinftec.com/en-us/about/","official_website","2026-04-29","Official about page describes Solinftec as a global leader in AI and SaaS for agribusiness, founded in 2007, operating in Brazil and Latin America.","high","reviewed"
"waterplan","Waterplan","Waterplan is an Argentina/US water-risk and stewardship platform helping water-dependent companies measure, report and respond to site-level water risks using AI and local environmental data. It is not agri-market infrastructure; it should cluster with planetary-boundary water stewardship, climate adaptation and resource-risk intelligence for industrial and watershed systems.","AI-native water-risk and stewardship platform.","Water-dependent companies face site-level water risk, scarcity and reporting obligations without enough local intelligence.","AI-native water-risk analytics, local environmental data and stewardship workflows for operational response.","water-dependent industries, watersheds and climate-risk management","high","Include as planetary-boundary water stewardship infrastructure.","https://www.waterplan.com/","official_website","2026-05-08","Official website describes Waterplan as the AI-native platform for water-dependent industries to manage risk, optimize operations and drive sustainable growth.","high","reviewed"
"bioplaster_research","BioPlaster Research","Mexican biomaterials startup transforming invasive sargassum biomass into biodegradable packaging materials, films, bags and foams that replace petroleum-derived plastics. It belongs inside BIO VC LATAM as biobased chemistry and circular advanced materials.","Sargassum-based biodegradable packaging materials.","petroleum-plastic-packaging-to-sargassum-based-compostable-biomaterials","sargassum biomass; alginates; cellulose; compostable films; biodegradable foams; biomaterials R&D","retail and packaging","high","Include: official source describes biodegradable packaging made mainly from brown algae such as sargassum.","https://www.bioplaster-research.com/","official_website","2026-04-29","Official website states BioPlaster bags are made mainly from brown algae such as sargassum and used to make compostable materials.","high","reviewed"
"symbiomics","Symbiomics","Symbiomics is a Brazilian ag-biologicals startup developing high-performance microbial products for plant nutrition, biostimulants, crop protection and carbon sequestration. Its official technology page describes proprietary large-scale microorganism isolation, genomic sequencing, data analysis, machine learning and gene-editing tools to discover robust strains and design new biologicals. It belongs inside BIO VC LATAM as core microbial discovery and ag-biologicals infrastructure.","Microbial discovery platform for high-performance agricultural biologicals.","Agriculture needs biological alternatives that improve crop performance, reduce environmental degradation and work robustly in field conditions.","Large-scale microorganism isolation, genomic sequencing, data analysis, machine learning, gene-editing tools and product-development pipelines.","Sustainable crop production, biological inputs and carbon-aware agriculture","high","Include as core ag-biologicals and microbial-discovery platform with official technical source.","https://www.symbiomics.com.br/pt/tecnologia/","official_website","2026-05-06","Official technology page describes proprietary microorganism discovery, sequencing, data analysis, machine learning and gene editing to develop a new class of biologicals.","high","reviewed"
"decoy","Decoy","Brazilian ag biologicals startup developing and distributing biological pest-control solutions. It belongs inside BIO VC LATAM as a biocontrol and alternative-inputs company, backed by SP Ventures under Alternative Inputs / Biologicals.","Innovative biological pesticides for livestock and agriculture.","chemical-pest-control-to-biological-alternatives-for-livestock-and-agriculture","biopesticides; biological pest control; livestock pest management; alternative inputs","livestock and sustainable agriculture","high","Include: official SP Ventures portfolio lists Decoy in Alternative Inputs / Biologicals and impact material describes biopesticides replacing chemical pest control.","https://spventures.com.br/categorias-portfolio/alternative-inputs-biologicals/","official_portfolio_profile","2026-04-29","SP Ventures portfolio category lists Decoy under Alternative Inputs / Biologicals, alongside Puna.Bio, Gênica, Bug and Promip.","medium","reviewed"
"inceres","InCeres","Brazilian precision-agriculture platform integrating agricultural information from pre-planting to post-harvest, with AI, soil sampling, satellite monitoring and input-optimization tools. It belongs inside BIO VC LATAM as resource-efficiency infrastructure for crop production.","Agronomic management and soil/fertility intelligence platform.","generic-field-management-to-data-driven-input-and-soil-efficiency","agronomic SaaS; AI; satellite imagery; soil sampling; fertility maps; input optimization","crop production and agronomic consulting","medium","Include: official site describes soil/fertility management, satellite imagery and input optimization for agriculture.","https://www.inceres.com.br/","official_website","2026-04-29","Official site describes an agronomic platform integrating information from pre-planting to post-harvest and using AI/data for better decisions and input efficiency.","high","reviewed"
"leaf","Leaf","Agriculture data-infrastructure company providing a unified API for food and agriculture, translating machine, field, imagery, weather and agronomic data into consistent formats. It belongs inside BIO VC LATAM as enabling infrastructure for agricultural data interoperability and planetary-boundary applications.","Unified API and data infrastructure for food and agriculture.","fragmented-farm-data-to-interoperable-agriculture-data-infrastructure","farm data API; machine data translation; field boundaries; crop monitoring; prescriptions; irrigation data","food and agriculture software infrastructure","medium","Include: official source describes Leaf as a unified API for food and agriculture and the backbone for agricultural data.","https://withleaf.io/","official_website","2026-04-29","Official website describes a unified API for food and agriculture that retrieves and manages farm data in consistent formats across machinery, imagery, weather and other sources.","high","reviewed"
"traive","Traive","Brazilian agrifintech connecting agribusiness and investors through AI-powered agricultural credit, risk analysis, receivables and traceability infrastructure. It belongs inside BIO VC LATAM as capital/finance infrastructure directly coupled to agricultural production systems.","AI-enabled agricultural credit and receivables infrastructure.","opaque-agricultural-credit-to-data-driven-finance-for-producers-and-input-chains","AI credit scoring; agricultural receivables; risk analysis; traceability; financial data infrastructure","agribusiness finance and rural production chains","medium","Include: official site describes technology that transforms agricultural credit into qualified financial assets and connects rural production to capital.","https://traive.com.br/en/","official_website","2026-04-29","Official website describes Traive as connecting agribusiness and investors, using data and technology to transform agricultural credit into liquid qualified assets.","high","reviewed"
"goflux","goFlux","Brazilian B2B freight SaaS for quotation, contracting and management of road freight, operating in major agro/logistics arteries and offering carbon-aware logistics features. It belongs inside BIO VC LATAM as enabling infrastructure for material ag supply chains and logistics efficiency.","B2B freight management and carbon-aware logistics platform.","fragmented-ag-freight-to-efficient-and-lower-impact-logistics","freight SaaS; AI decision support; road logistics; carbonFree product; logistics compliance","agribusiness and road freight logistics","medium","Include as enabling infrastructure: official site describes road freight SaaS for major agro/logistics arteries and environmental-preservation logistics tools.","https://goflux.com.br/","official_website","2026-04-29","Official site describes goFlux as a B2B SaaS for road freight quotation, contracting and management, operating in major agro and logistics arteries, with a carbonFree product.","high","reviewed"
"moss","Moss","Brazilian climate/nature-finance company in SP Ventures' portfolio, relevant as carbon-market and nature-finance infrastructure. It belongs inside BIO VC LATAM as a planetary-boundary stewardship layer, but is marked medium because current evidence in this batch is portfolio/atlas-backed rather than a fresh official company profile.","Carbon credit and nature-finance infrastructure.","unpriced-forest-and-carbon-assets-to-traceable-nature-finance","carbon credits; nature finance; environmental asset marketplace; climate mitigation","carbon markets and nature-based climate mitigation","medium","Include as nature-finance infrastructure: SP Ventures lists Moss in portfolio; atlas identifies carbon markets / nature finance.","https://spventures.com.br/portfolio/","official_portfolio_profile","2026-04-29","SP Ventures portfolio lists Moss among its investments; external atlas classifies it as carbon markets / nature finance infrastructure.","medium","reviewed"
"nocarbon_milk","NoCarbon Milk","Brazilian organic dairy brand produced by Guaraci Agropastoril and positioned as Brazil's first carbon-neutral organic fresh milk. Its model combines organic dairy production, animal-welfare certification and carbon-neutral claims through emissions accounting and native-tree planting compensation. It belongs inside BIO VC LATAM as a regenerative/low-carbon animal-protein edge case, not as food biotech or novel ingredients.","Carbon-neutral organic dairy brand.","Conventional dairy emissions, animal-welfare gaps and low-regeneration animal protein systems.","Organic dairy production, animal-welfare certification, carbon accounting and native-tree compensation.","Dairy, animal protein, regenerative agriculture and climate mitigation","medium","Include as a sustainable livestock and planetary-boundary edge case, not as biotech core.","https://www.milkpoint.com.br/noticias-e-mercado/giro-noticias/primeiro-leite-carbono-neutro-e-lancado-no-brasil-226155/","secondary_public_profile","2026-05-06","MilkPoint describes NoCarbon as Brazil's first carbon-neutral organic milk, with Carbon Free certification, animal-welfare certification and organic production.","medium","reviewed"
"sensix","Sensix","Sensix is a Brazilian decision-agriculture platform that combines remote sensing, soil data, productivity maps, climate information and AI to turn field data into crop-management decisions. Its products support field scanning, productivity-gap detection, variable-rate prescriptions and input-efficiency planning. It belongs inside BIO VC LATAM as precision-agriculture infrastructure for resource-efficient crop production, not as biological inputs.","Remote-sensing and soil-data platform for decision agriculture.","Fragmented farm, soil, weather and productivity data makes it hard for growers to prioritize interventions and optimize inputs.","Remote sensing, soil analytics, climate data, yield maps, AI and variable-rate input prescriptions.","Crop production and farm management","high","Include as precision-agriculture and resource-efficiency infrastructure directly coupled to crop systems.","https://sensix.ag/","official_website","2026-05-08","Official site describes transforming agricultural data into profitable decisions using FieldScan, soil, sensing, climate and variable-rate input tools.","high","reviewed"
"precision_ag","Precision Ag","Precision Ag is a Brazilian precision-agriculture services company providing outsourced crop spraying and field operations with agricultural drones in Rio Grande do Sul. Its services cover liquid and solid pesticide/fertilizer application, seed and solid-fertilizer dispersion, pasture, reforestation, crop monitoring and plant diagnosis. It belongs inside BIO VC LATAM as edge-case resource-efficiency infrastructure for more precise input use and lower-impact crop management.","Agricultural drone spraying and crop-monitoring services.","Blanket crop spraying, inefficient field operations, soil compaction and limited access to hard-to-reach crop areas.","Agricultural drones, precision spraying, seed and fertilizer dispersion, monitoring, diagnosis and outsourced field operations.","Crop production and input application","medium","Include as edge-case precision-ag infrastructure; useful for resource efficiency, but weaker than core biotech or biological-input companies.","https://www.precision.agr.br/en","official_website","2026-05-06","Official site describes drone-enabled agricultural spraying, solid and liquid input application, seed and fertilizer dispersion, monitoring and plant diagnosis for crop operations in Rio Grande do Sul.","high","reviewed"
"algalife","Algalife","GridX portfolio company building a platform to optimize productive processes based on microalgae. It belongs inside BIO VC LATAM as microalgae bioprocessing and bioindustrial infrastructure.","Microalgae process optimization platform.","manual-microalgae-processes-to-optimized-bioindustrial-production","microalgae cultivation; bioprocess optimization; productive process design; bioindustry","bioindustry and microalgae production","high","Include: GridX official portfolio directly classifies Algalife as microalgae productive-process optimization.","https://www.gridexponential.com/portfolio","official_portfolio_profile","2026-04-29","GridX portfolio lists Algalife as a platform for optimizing productive processes based on microalgae.","medium","reviewed"
