"startup_id","startup_name","scope_decision","scope_reason","macro_theme","emergent_theme","structured_sector","structured_country","degree","confidence","data_quality_score_10","quality_band","research_priority","entity_basics_score","taxonomy_confidence_score","scope_clarity_score","maturity_evidence_score","graph_context_score","assignment_method","evidence_source","has_current_trl","missing_signals"
"rumina","Rumina","include","bio_centric_livestock_and_ag_sustainability","ag biologicals and crop resilience","ag biologicals and crop/livestock resilience","Digital Economy","BR","3","0.84","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"satellites_on_fire","Satellites on Fire","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","wildfire detection and ecosystem resilience","Other / Unclassified","AR","7","0.88","8.5","high","4","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"satellogic","Satellogic","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","earth observation and planetary monitoring","Other / Unclassified","AR/UY","16","0.84","8.5","high","5","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"scitherm_therapeutics","Scitherm Therapeutics","include","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Human Health","MX/US","3","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","scitherm_official_site_2026","False","needs_current_trl_research"
"semion","Semion","include","official_site_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","Agri·Food·Land Use","AR","3","0.92","8.5","high","3","2","2","2","1","1.5","manual_override","semion_official_site_2026","False","needs_current_trl_research"
"sensify","Sensify","include","official_website_signal_food_cold_chain_resource_efficiency","climate, energy and resource systems","climate and resource intelligence platforms","Digital Economy","AR","4","0.86","8.5","high","3","2","2","2","1","1.5","manual_override","sensify_official_site_2026","False","needs_current_trl_research"
"sima","Sima","include","official_site_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","Other / Unclassified","AR","6","0.82","8.5","high","4","2","2","2","1","1.5","manual_override","sima_official_site_2026","False","needs_current_trl_research"
"spherebio","SphereBio","include","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Digital Economy","AR","3","0.92","8.5","high","3","2","2","2","1","1.5","manual_override","spherebio_official_site_2026","False","needs_current_trl_research"
"sylvarum","Sylvarum","include","source_backed_material_bio_or_planetary_signal","ag biologicals and crop resilience","non-thermal plasma seed treatment","Agri·Food·Land Use","AR","4","0.9","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"synthetic_ocular_restoration","Synthetic Ocular Restoration","include","official_website_signal_bio_based_or_biocentric","therapeutics and regenerative medicine","therapeutic and regenerative biology","Other / Unclassified","AR/US","7","0.9","8.5","high","4","2","2","2","1","1.5","manual_override","official_website_2026","False","needs_current_trl_research"
"tintte","Tintte","include","official_public_signal_biobased_textile_materials","biobased chemistry and advanced materials","biobased chemistry and materials","Digital Economy","AR","2","0.92","8.5","high","3","2","2","2","1","1.5","manual_override","tintte_public_profiles_2026","False","needs_current_trl_research"
"tomorrow_foods","Tomorrow Foods","include","official_site_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Agri·Food·Land Use","AR","2","0.83","8.5","high","3","2","2","2","1","1.5","manual_seed","official_website","False","needs_current_trl_research"
"tracestory","Tracestory","include","official_site_signal_transparency_mrv_material_chains","climate, energy and resource systems","climate and resource intelligence platforms","Other / Unclassified","AR/US","5","0.78","8.5","high","4","2","2","2","1","1.5","manual_override","tracestory_official_site_2026","False","needs_current_trl_research"
"trebe_biotech","Trebe Biotech","include","source_backed_material_bio_or_planetary_signal","food biotech and novel ingredients","complex protein production and biomanufacturing","Agri·Food·Land Use","AR","3","0.72","8.5","high","3","2","2","2","1","1.5","manual_override","official_portfolio_profile","False","needs_current_trl_research"
"ubique_bio","Ubique Bio","include","official_portfolio_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Digital Economy","AR","1","0.82","8.5","high","3","2","2","2","1","1.5","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"untech","UnTech","include","candidate_website_signal_biocentric_health_system","diagnostics and medtech","health diagnostics and medtech","Human Health","AR","3","0.76","8.5","high","3","2","2","2","1","1.5","manual_override","user_gemini_candidate_2026","False","needs_current_trl_research"
"updairy","Updairy","include","official_website_signal_precision_fermentation_food_biotech","food biotech and novel ingredients","food transition ingredients and proteins","Agri·Food·Land Use","SG/AR","3","0.94","8.5","high","3","2","2","2","1","1.5","manual_override","updairy_official_site_2026","False","needs_current_trl_research"
"vexxel_biotech","Vexxel Biotech","include","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","genome-enabled crop resilience","Agri·Food·Land Use","AR","3","0.78","8.5","high","3","2","2","2","1","1.5","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"viewmind","ViewMind","include","official_website_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Human Health","AR/US","3","0.92","8.5","high","3","2","2","2","1","1.5","manual_override","viewmind_official_site_2026","False","needs_current_trl_research"
"wiagro","Wiagro","include","source_backed_material_bio_or_planetary_signal","precision agriculture and resource intelligence","post-harvest monitoring and traceability","Agri·Food·Land Use","AR","3","0.88","8.5","high","3","2","2","2","1","1.5","manual_override","official_website","False","needs_current_trl_research"
"agrojusto","Agrojusto","include","official_site_signal_material_ag_system","precision agriculture and resource intelligence","agri-market and traceability infrastructure","Digital Economy","AR","6","0.9","9","high","4","2","2","2","1","2","manual_override","agrojusto_official_site_2026","False","needs_current_trl_research"
"agrotoken","Agrotoken","include","official_site_signal_material_ag_system","climate, energy and resource systems","traceability and tokenized resource infrastructure","Digital Economy","AR","5","0.86","9","high","4","2","2","2","1","2","manual_override","agrotoken_official_site_2026","False","needs_current_trl_research"
"auravant","Auravant","include","official_website_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","Digital Economy","AR","5","0.92","9","high","4","2","2","2","1","2","manual_override","auravant_official_site_2026","False","needs_current_trl_research"
"biosynaptica","BioSynaptica","include","source_backed_material_bio_or_planetary_signal","therapeutics and regenerative medicine","neurotherapeutics and biopharmaceutical platforms","Digital Economy","AR","5","0.86","9","high","4","2","2","2","1","2","manual_override","official_website","False","needs_current_trl_research"
"cell_farm","Cell Farm","include","official_website_signal_bio_based_or_biocentric","food biotech and novel ingredients","food transition ingredients and proteins","Agri·Food·Land Use","AR","5","0.88","9","high","4","2","2","2","1","2","manual_override","cell_farm_official_site_2026","False","needs_current_trl_research"
"deepagro","DeepAgro","include","official_website_signal_bio_centric_precision_agriculture","precision agriculture and resource intelligence","precision agriculture intelligence","Agri·Food·Land Use","AR","12","0.74","9","high","5","2","2","2","1","2","manual_seed","official_website","False","needs_current_trl_research"
"eiru","Eirú","include","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","Agri·Food·Land Use","AR","5","0.78","9","high","4","2","2","2","1","2","manual_override","sf500_portfolio_2026","False","needs_current_trl_research"
"huiro","Huiro","include","official_website_signal_biocentric_planetary_regeneration","climate, energy and resource systems","nature restoration and carbon systems","Digital Economy","CL","5","0.9","9","high","4","2","2","2","1","2","manual_override","huiro_official_site_2026","False","needs_current_trl_research"
"kigui","Kigüi","include","official_website_signal_material_resource_efficiency","climate, energy and resource systems","climate and resource intelligence platforms","Bio·Industry","MX/AR","7","0.73","9","high","4","2","2","2","1","2","manual_override","kigui_official_site_2026","False","needs_current_trl_research"
"kilimo","Kilimo","include","official_website_signal_planetary_boundary_water_stewardship","climate, energy and resource systems","water intelligence for resilient agriculture","Bio·Industry","AR","16","0.7","9","high","5","2","2","2","1","2","manual_seed","official_website","False","needs_current_trl_research"
"michroma","Michroma","include","official_website_signal_food_biotech_precision_fermentation","food biotech and novel ingredients","fermented functional ingredients","Deep·Biotech","AR/US","10","0.9","9","high","5","2","2","2","1","2","manual_seed","official_website","False","needs_current_trl_research"
"microgenesis","Microgenesis","include","official_website_signal_medtech_clinical_system","diagnostics and medtech","health diagnostics and medtech","Human Health","AR/US","7","0.84","9","high","4","2","2","2","1","2","manual_override","microgenesis_official_site_2026","False","needs_current_trl_research"
"nanoingreen","Nanoingreen","include","candidate_website_signal_bio_based_or_biocentric","biobased chemistry and advanced materials","biobased chemistry and materials","Agri·Food·Land Use","AR","6","0.76","9","high","4","2","2","2","1","2","manual_override","user_gemini_candidate_2026","False","needs_current_trl_research"
"nat4bio","Nat4Bio","include","source_backed_material_bio_or_planetary_signal","food biotech and novel ingredients","edible coatings and post-harvest biopreservation","Agri·Food·Land Use","AR","5","0.92","9","high","4","2","2","2","1","2","manual_override","official_website","False","needs_current_trl_research"
"oncoliq","Oncoliq","include","official_portfolio_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Digital Economy","AR","5","0.82","9","high","4","2","2","2","1","2","manual_override","sf500_portfolio_2026","False","needs_current_trl_research"
"puna_bio","Puna Bio","include","source_backed_material_bio_or_planetary_signal","ag biologicals and crop resilience","extremophile microbial ag inputs","Agri·Food·Land Use","AR","16","0.9","9","high","5","2","2","2","1","2","manual_seed","official_website","False","needs_current_trl_research"
"qumir_nano","Qumir Nano","include","source_backed_material_bio_or_planetary_signal","ag biologicals and crop resilience","bio-nano agricultural inputs","Human Health","AR","5","0.9","9","high","4","2","2","2","1","2","manual_override","official_website","False","needs_current_trl_research"
"seedmatriz","SeedMatriz","include","official_website_signal_material_ag_system","ag biologicals and crop resilience","seed technology and crop establishment","Agri·Food·Land Use","AR","7","0.92","9","high","4","2","2","2","1","2","manual_override","seedmatriz_official_site_2026","False","needs_current_trl_research"
"splight","Splight","include","source_backed_material_bio_or_planetary_signal","climate, energy and resource systems","AI grid optimization and renewable integration","Bio·Industry","US/AR","5","0.82","9","high","4","2","2","2","1","2","manual_override","official_website","False","needs_current_trl_research"
"stamm","Stämm","include","official_website_signal_core_biomanufacturing","biomanufacturing and bioindustrial platforms","continuous programmable biomanufacturing","Digital Economy","AR","20","0.84","9","high","5","2","2","2","1","2","manual_seed","official_website","False","needs_current_trl_research"
"unibaio","Unibaio","include","official_portfolio_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","Agri·Food·Land Use","AR","9","0.9","9","high","4","2","2","2","1","2","manual_override","sosv_company_profile_2026","False","needs_current_trl_research"
"zavia_bio","Zavia Bio","include","external_profile_signal_bio_based_or_biocentric","ag biologicals and crop resilience","ag biologicals and crop resilience","Agri·Food·Land Use","AR","5","0.79","9","high","4","2","2","2","1","2","manual_override","zavia_bio_linkedin_2026","False","needs_current_trl_research"
"zev_biotech","ZEV Biotech","include","official_portfolio_signal_bio_based_or_biocentric","diagnostics and medtech","health diagnostics and medtech","Digital Economy","AR","6","0.82","9","high","4","2","2","2","1","2","manual_override","gridx_portfolio_2026","False","needs_current_trl_research"
"zoomagri","ZoomAgri","include","official_site_signal_material_ag_system","precision agriculture and resource intelligence","precision agriculture intelligence","Agri·Food·Land Use","AR/ES","5","0.89","9","high","4","2","2","2","1","2","manual_override","zoomagri_official_site_2026","False","needs_current_trl_research"
