"priority_rank_score","startup_name","current_theme","semantic_confidence","semantic_margin","data_quality_score_10","quality_band","review_status","source_type","source_url","curation_reasons","current_one_liner","current_summary","evidence_excerpt","suggested_action"
"999","Alytix","clinical diagnostics and medical devices","high","12.8","8","medium","reviewed","official_website","https://alytixbiotech.com/","","Bacteriophage therapeutics and prevention platform.","Alytix is an Argentine bacteriophage biotechnology company developing prevention and treatment solutions for bacterial infections in animal and human health. Its platform combines phage discovery, metagenomic diagnostics, genomic analysis, bioinformatics and custom phage-cocktail design to address antibiotic resistance and farm-specific pathogens. It belongs inside BIO VC LATAM as phage therapeutics, animal-health biotech and One Health antimicrobial infrastructure.","Official site describes bacteriophage-based solutions for infectious diseases in animal and human health, combining microbiological, genomic and bioinformatic tools.","spot-check"
"999","Resistia","therapeutics and regenerative bio","high","12.9","8.5","high","reviewed","public_company_profile","https://www.linkedin.com/company/resistia","","Anti-biofilm antimicrobial biotech platform.","Biotech argentina que desarrolla antimicrobianos de nueva generacion contra infecciones resistentes asociadas a biofilms usando compuestos de microbiota local. Entra por therapeutics, AMR y biologia aplicada a infecciones.","LinkedIn describes Resistia as developing next-generation antimicrobials against resistant biofilm-related infections and biological solutions to restore effectiveness of existing antibiotics.","spot-check"
"999","Nexxto","ag biologicals and crop resilience","high","13.4","8","medium","reviewed","official_website","https://nexxto.com/","","IoT monitoring for health-product cold-chain quality.","Brazilian IoT monitoring company providing real-time temperature and humidity control for health products, medicines, blood derivatives, laboratory materials and clinical environments. Its sensors, alerts and audit reports reduce product loss and protect regulated cold-chain quality. It belongs inside BIO VC LATAM as health and biological-product infrastructure, but remains an edge case because the core technology is IoT rather than biology.","Nexxto says it monitors temperature and humidity of health environments, equipment and products in real time, increasing medicine and biological product safety and regulatory compliance.","spot-check"
"999","DeepAgro","agri intelligence and traceable markets","high","13.4","9","high","reviewed","official_website","https://www.deepagro.com/","","AI-powered selective spraying for crop input reduction.","DeepAgro is an Argentina-born precision-agriculture company applying computer vision and AI to selective herbicide spraying, crop monitoring and agronomic data integration. Its SprAI system uses RGB cameras, onboard computing and solenoid valves to detect weeds in real time and apply herbicide only where needed, including soybean and corn crops. It belongs inside BIO VC LATAM as precision-ag infrastructure that can reduce agrochemical use, water use and environmental impact.","Official site describes SprAI as a computer-vision system that detects weeds in real time and controls spray nozzles to apply herbicide only where needed, achieving 70-90 percent agrochemical savings depending on weed pressure.","spot-check"
"999","CyanoMin","ag biologicals and crop resilience","high","13.5","8.5","high","reviewed","official_website","https://www.cyanomin.bio/","","Biological desalination and mineral recovery from hypersaline brines.","CyanoMin is an Argentine environmental-biotech company developing biological desalination for hypersaline industrial brines from oil and gas, lithium and mining operations. Its platform uses unique extremophilic bacteria and electrically charged biofilms to adsorb and trap ions without membranes, pressure or heat, enabling brine treatment, water reuse and mineral recovery. It belongs inside BIO VC LATAM as core bioremediation, water stewardship and resource-recovery biology.","Official site describes biological desalination for hypersaline brines using unique bacteria with thick electrically charged biofilms that adsorb ions and enable water reuse and mineral recovery.","spot-check"
"999","BioSynaptica","therapeutics and regenerative bio","high","13.6","9","high","reviewed","official_website","https://biosynaptica.com/","","Biopharmaceutical platform for neurodegenerative diseases.","BioSynaptica is an Argentine biotechnology company developing innovative biopharmaceuticals for neurodegenerative diseases, with public evidence centered on a neuropharmaceutical based on human erythropoietin derivatives. The company belongs inside BIO VC LATAM as a therapeutic biotech case: its core is drug development for brain and nervous-system disease, not ag intelligence or generic life-science services.","Official site says BioSynaptica develops innovative biopharmaceuticals for neurodegenerative diseases and focuses on a neuropharmaceutical based on human erythropoietin derivatives.","spot-check"
"999","Solfium","resource recovery and remediation","high","14.4","8","medium","reviewed","official_website","https://solfium.com/en/","","Solar, storage and e-mobility deployment platform for value-chain decarbonization.","Solfium provides solar energy, storage and e-mobility solutions for homes, companies, industrial clients and corporate value chains, with an explicit model for decarbonization. It is not bio-based, but fits the broader planetary-boundary perimeter as clean-energy deployment infrastructure that can reduce emissions across material supply chains.","Official site describes Solfium as a partner in solar energy, storage and e-mobility, including a corporate model to decarbonize value chains.","spot-check"
"999","Wiagro","agri intelligence and traceable markets","high","14.7","8.5","high","reviewed","official_website","https://www.wiagro.com/","","Post-harvest grain monitoring and traceability platform.","Wiagro monitors stored grain and silo bags using sensors, satellite connectivity, environmental data, predictive models and digital traceability. Its Smart Silobag system is designed to prevent post-harvest losses, improve proof of origin and give producers or grain operators real-time visibility. It belongs inside BIO VC LATAM as crop-supply-chain resilience infrastructure.","Official site says Smart Silobag combines sensor data, environmental information and predictive models to prevent post-harvest loss, improve traceability and provide proof of origin.","spot-check"
"999","Amplify Dynamics","therapeutics and regenerative bio","high","14.8","8","medium","reviewed","official_website","https://amplify-dynamics.com/","","Contactless ultrasound purification for lipid nanoparticles.","Amplify Dynamics is a Colombian/US bioprocessing tools company developing contactless ultrafiltration for lipid nanoparticle therapeutics. Its platform combines microfluidic flows and electronically controlled ultrasonic waves to separate LNPs without physical membranes, aiming to increase particle recovery, reduce purification time, improve throughput and cut waste. It belongs inside BIO VC LATAM as enabling infrastructure for gene therapy, vaccines, nanomedicine and biomanufacturing.","Official site says Amplify Dynamics develops membrane-free ultrasound ultrafiltration for LNP therapeutics, increasing recovery, reducing purification time and decreasing waste generation.","spot-check"
"999","Krilltech","ag biologicals and crop resilience","high","15.2","8","medium","reviewed","official_website","https://krilltech.com.br/","","Nano-biofertilizer and plant physiology platform.","Krilltech is a Brazilian agtech developing sustainable crop-input technology based on organic nanostructures that act as fertilizer, biofortificant and nutrient carrier to improve plant performance. Its Arbolin Biogenesis product is described as organic, nano-structured, non-toxic and biocompatible. It belongs inside BIO VC LATAM as crop-resilience input technology, plant physiology and nano-biofertilizer infrastructure.","Official website describes Arbolin Biogenesis as organic nano-structured, non-toxic and biocompatible, acting as fertilizer, biofortificant and nutrient carrier.","spot-check"
"999","Inbioar","food ingredients and biofactories","high","15.4","8.5","high","reviewed","official_website","https://inbioar.com/","","Botanical crop-protection ingredient discovery platform.","Argentine ag-biotech company discovering and developing botanical active ingredients for crop protection and plant stimulation. Its platform combines plant extract libraries, field collection, greenhouse trials and active-compound identification to create herbicide, antifungal, insecticide and biostimulant products of natural origin. It belongs inside BIO VC LATAM as core ag biologicals and botanical crop-resilience technology replacing synthetic crop-protection inputs.","Official site describes discovery and development of botanical active ingredients for herbicide, antifungal, insecticide and stimulant uses in crop protection.","spot-check"
"999","Rumina","agri intelligence and traceable markets","high","15.6","8.5","high","reviewed","official_website","https://rumina.com.br/","","Technology platform for sustainable dairy production.","Rúmina provides technology and intelligence for dairy farming in Brazil and Latin America, supporting producers to become more productive and sustainable. It belongs inside the broad BIO universe as livestock/ag intelligence tied to biological production systems and planetary-boundary agriculture.","Official website describes innovative solutions for dairy farming, smart and sustainable farms, and technology intelligence for producers.","spot-check"
"999","Radbio","therapeutics and regenerative bio","high","15.6","8.5","high","reviewed","official_website","https://radbiopharm.com/","","TGF-beta biologic therapeutics for fibrosis and cancer.","Radbio is a biotechnology company developing biologic therapeutics that target TGF-beta biology for fibrosis, complex chronic disease and cancer indications. Its official evidence centers on a novel biomolecule and therapeutic platform rather than diagnostics, agriculture or materials. It belongs inside BIO VC LATAM as a core biologic-drug-development company working on frontier biomedicine.","Official site describes a biotech company developing a novel biomolecule targeting TGF-beta for fibrosis and cancer indications.","spot-check"
"999","ViewMind","clinical diagnostics and medical devices","high","15.6","8.5","high","reviewed","official_website","https://www.viewmind.com/about/","","Ocular digital phenotyping for neurocognitive diagnostics.","ViewMind develops neurocognitive diagnostics based on ocular digital phenotyping, measuring eye-movement responses to assess cognitive status and specific brain-health domains. Its technology supports diagnosis, monitoring and therapy-development workflows in neurology and pharma studies. It belongs inside BIO VC LATAM as non-invasive clinical diagnostics and medical-device infrastructure.","Official site describes ocular digital phenotyping technology to assess cognitive status through eye movement responses and specific cognitive domains.","spot-check"
"999","Nude","food ingredients and biofactories","high","16.4","8","medium","reviewed","official_website","https://heynude.com.br/","","Oat-based plant dairy and climate-transparent food brand.","Foodtech brasilena que desarrolla bebidas y alimentos plant-based a base de avena, con foco en menor impacto ambiental y transparencia de huella de carbono. Entra por transicion alimentaria biobasada y sustitucion parcial de productos lacteos animales.","Official site describes Nude as a Brazilian oat-based foodtech making plant-based dairy alternatives with low impact, B Corp certification and carbon footprint transparency.","spot-check"
"999","Blooms","agri intelligence and traceable markets","high","17","8","medium","reviewed","official_website","https://www.bloomscapital.com/english","","Agricultural exporter finance platform.","Blooms Capital is a trade-finance platform for Latin American fruit and vegetable exporters. It offers pre-export working capital, non-recourse cross-border factoring, global payments and FX tools through a data-driven process, including 24-hour invoice payment and U.S. virtual accounts for export collections. It belongs inside BIO VC LATAM as agri-food export finance infrastructure, an edge case directly linked to biological produce supply chains.","Official site says Blooms provides pre-export finance, cross-border factoring, global payments, virtual U.S. accounts and FX tools for fruit and vegetable exporters, with fast data-driven financing.","spot-check"
"999","Nativas","resource recovery and remediation","high","18","8","medium","reviewed","official_website","https://nativas.la/","","Regenerative agriculture and ecosystem-services platform.","Argentine regenerative agriculture and nature-finance platform that combines satellite technology, ecological models and blockchain evidence to value ecosystem services and issue environmental assets. It belongs inside BIO VC LATAM as biocentric/regenerative infrastructure.","Official website describes technology to drive regeneration, combining satellite technology, ecological science and blockchain evidence to issue environmental assets.","spot-check"
"999","Imvalv","clinical diagnostics and medical devices","high","18.1","8.5","high","reviewed","official_website","https://home.imvalv.com/","","Implantable glaucoma microvalve and pressure-sensing device.","iMvalv is an Argentine ophthalmology medtech developing an implantable microvalve system for glaucoma, paired with an intraocular-pressure sensor and external reader. Its public site and clinical-trial pages describe first-in-human work and a device architecture aimed at monitoring and controlling glaucoma-related eye pressure. It belongs inside BIO VC LATAM as clinical medical-device infrastructure for vision health, not as generic hardware.","Official site presents iMvalv as microvalve + IOP sensor + external reader for glaucoma and mentions first-in-human clinical-trial activity.","spot-check"
"999","Nanotica","ag biologicals and crop resilience","high","18.5","8.5","high","reviewed","official_website","https://nanotica.com.ar/en/","","In-field nanoencapsulation system for agricultural inputs.","Nanotica develops in-field nanoencapsulation systems for crop inputs. Its nanotizer machine and empty capsules let farmers encapsulate agrochemicals at the moment of application, aiming to lower doses, reduce pollution, improve delivery into plant tissues and improve farm economics. It belongs inside BIO VC LATAM as precision input-delivery infrastructure, not as biological-input manufacturing.","Official site says Nanotica developed nanoencapsulation technology to lower agrochemical doses, reduce pollution and improve food safety, using a nanotizer machine and empty capsules for in-situ pesticide nanoencapsulation.","spot-check"
"999","Aegro","ag biologicals and crop resilience","high","18.6","8","medium","reviewed","official_website","https://aegro.com.br/","","Farm operations and financial management platform.","Brazilian farm-management platform integrating field planning, pest monitoring, input management, finance, fiscal operations and agriculture-system integrations. It belongs inside BIO VC LATAM as resource-efficiency infrastructure for crop and livestock operations.","Official site describes planning and monitoring crops, field records, pest control, inputs, finance and integrations with agriculture systems.","spot-check"
"999","goFlux","grain traceability and producer infrastructure","high","18.8","8","medium","reviewed","official_website","https://goflux.com.br/","","B2B freight management and carbon-aware logistics platform.","Brazilian B2B freight SaaS for quotation, contracting and management of road freight, operating in major agro/logistics arteries and offering carbon-aware logistics features. It belongs inside BIO VC LATAM as enabling infrastructure for material ag supply chains and logistics efficiency.","Official site describes goFlux as a B2B SaaS for road freight quotation, contracting and management, operating in major agro and logistics arteries, with a carbonFree product.","spot-check"
"999","PhylumTech","therapeutics and regenerative bio","high","19.1","8.5","high","reviewed","official_website","https://www.phylumtech.com/home/en/company/","","Small-animal drug discovery automation platform.","PhylumTech is an Argentine life-science tools company combining biotechnology, automation, software and bioinformatics to automate compound screening in small-animal models for cloud-based drug discovery. Its WMicrotracker systems support experiments in worms, fish, invertebrates and other small organisms to measure drug effects faster and more accessibly. It belongs inside BIO VC LATAM as biological R&D infrastructure and drug-discovery automation.","Official site describes PhylumTech as combining biotechnology, automation, software and bioinformatics to build small-animal experimentation products and drug-discovery-in-the-cloud solutions.","spot-check"
"999","Autem Medical","drug discovery and disease therapeutics","high","19.5","8","medium","reviewed","official_website","https://www.autemtherapeutics.com/","","Non-invasive electromagnetic oncology treatment platform.","Autem Medical / Autem Therapeutics is an oncology medtech company developing AutEMsys, a non-invasive therapy that delivers low-level, amplitude-modulated electromagnetic frequencies to patients in two- or four-week intervals. The company frames the therapy as balancing cancer-cell electrophysiology and improving standard oncology treatment, with accessible infrastructure and no cold-chain requirement. It belongs inside BIO VC LATAM as therapeutic medtech, not molecular biotech.","Official site describes AutEMsys as a patent-protected therapy delivering low-level amplitude-modulated electromagnetic frequencies to balance cellular electrophysiology and support accessible cancer care.","spot-check"
"999","Biotalife","clinical diagnostics and medical devices","high","19.5","8","medium","reviewed","official_website","https://www.biotalife.com/","","Microbiome medical devices for vaginal health.","Biotalife is a microbiome medtech company developing medical devices that naturally rebalance human microbiota, with an explicit focus on women's health conditions such as vaginal thrush, bacterial vaginosis and dryness. The company belongs inside BIO VC LATAM as microbiome-linked clinical device infrastructure: a health product acting on human microbial ecosystems, not generic wellness or agtech.","Official site describes medical devices that naturally balance human microbiota, particularly for vaginal thrush, bacterial vaginosis and dryness.","spot-check"
"999","UnTech","therapeutics and regenerative bio","high","19.9","8.5","high","reviewed","official_website","https://www.untech.bio/our-solution/","","Biotech drug development for chronic wounds.","Argentina/US drug-development company focused on refractory chronic wound healing. Its gel targets biofilm-forming bacteria and combines anti-pathogenic, anesthetic and pro-healing effects, including biofilm disruption, wound oxygenation and collagenization. It belongs inside BIO VC LATAM as a human-health biotech and pharmaceutical wound-care company, with a clear biological mechanism and clinical development pathway rather than generic healthtech.","UnTech says its chronic-wound gel works as anti-pathogenic, anesthetic and pro-healing treatment, disrupting biofilm-forming bacteria and supporting wound oxygenation and collagenization.","spot-check"
"999","Imeve","biomanufacturing and molecular platforms","high","20.2","8","medium","reviewed","official_website","https://imeve.com.br/en/about-us","","Animal health and probiotic biotechnology company.","Brazilian animal-health biotechnology company producing probiotic additives, medicines and supplements for multiple animal species, with fermentation and lyophilization technology. It belongs inside BIO VC LATAM as animal health biotech and livestock/aquaculture biological products.","Official about page describes IMEVE as health and biotechnology in animal nutrition, with modern laboratories for probiotic production and fermentation/lyophilization technology.","spot-check"
"999","Antarka","drug discovery and disease therapeutics","high","20.3","8.5","high","reviewed","official_website","https://www.antarka.bio/our-science","","Extremophile enzyme skin DNA repair ingredients.","Uruguayan biotech developing cosmetic active ingredients from Antarctic extremophile enzymes that repair UV-induced DNA damage in skin cells. Its photolyase-based technology targets CPD and related DNA lesions, penetrates skin cells, reaches the nucleus and is validated through ex vivo and clinical studies. It belongs inside BIO VC LATAM as extremophile enzyme biotech, bioactive ingredient biomanufacturing and skin-health molecular repair.","Antarka says its Antarctic enzyme repairs UV-induced DNA damage at the cellular level, shows nuclear ingress, 100 percent CPD DNA repair and clinical skin-firmness and elasticity improvements.","spot-check"
"999","Biolinker Synthetic Biology","drug discovery and disease therapeutics","high","20.9","8","medium","reviewed","official_website","https://biolinker.tech/","","Cell-free protein expression and synthetic-biology platform.","Brazilian synthetic-biology company founded by University of S�o Paulo scientists to make protein engineering faster, accessible and customizable. Its Sol platform integrates gene synthesis, mRNA synthesis, recombinant protein expression, cell-free systems, cellular expression, genetic repositories, molecular display and optimized purification. It belongs inside BIO VC LATAM as core synthetic-biology tooling and protein biomanufacturing infrastructure for health, agriculture, food, cosmetics and industrial biotech.","BioLinker says its Sol platform designs, optimizes and produces recombinant proteins on demand using cell-free and cellular expression systems, genetic repositories, molecular display and optimized purification.","spot-check"
"999","Puna Bio","ag biologicals and crop resilience","high","21.7","9","high","reviewed","official_website","https://www.puna.bio/en","","Extremophile microbial seed treatments for crop resilience.","Puna Bio develops microbial seed-treatment inoculants from extremophile microorganisms isolated from the Argentine Puna. Its R&D platform prospects extreme ecosystems, isolates and characterizes strains, maintains a culture collection and validates field performance to improve crop nutrition, stress tolerance, yield and soil regeneration. It is a core BIO VC LATAM ag-biologicals company.","Official site describes extremophile bacteria from the Argentine Puna used to develop seed-treatment microbial inoculants that enhance crop performance and regenerate soils, with a culture collection and field trials.","spot-check"
"999","AVaTAR MedTech","clinical diagnostics and medical devices","high","22","8.5","high","reviewed","official_website","https://www.avatarmedtech.co/","","Autologous tissue heart-valve reconstruction devices.","AVaTAR MedTech is an Argentine/US cardiovascular medtech company developing a surgical method and device set for aortic and pulmonary valve reconstruction using the patient's own autologous tissue. Its AVaTAR approach standardizes semilunar valve reconstruction for children and adults, aiming to avoid lifelong anticoagulation, support pediatric growth and make procedures more reproducible. It belongs inside BIO VC LATAM as high-quality medical-device and tissue-based cardiovascular repair infrastructure.","Official site describes AVaTAR as a surgical method and set of medical devices for reconstructing aortic or pulmonary valves in children and adults with autologous tissue.","spot-check"
"999","Ardan","therapeutics and regenerative bio","high","22.2","8.5","high","reviewed","official_website","https://ardan-pharma.com/","","Targeted cancer immunotherapy platform.","Biotech terapeutica con operaciones en Uruguay y Argentina que desarrolla inmunoterapia oncologica dirigida a TMEM176A/B. Entra por drug discovery e inmuno-oncologia.","Official site describes Ardan Pharma as developing a first-in-class targeted immunotherapy based on small-molecule modulators of TMEM176A/B.","spot-check"
"999","Satellites on Fire","resource recovery and remediation","high","22.3","8.5","high","reviewed","official_website","https://www.satellitesonfire.com/en","","Real-time wildfire detection using satellites, cameras and AI.","Satellites on Fire develops early wildfire detection and smart monitoring systems that combine satellites, cameras, proprietary AI models and alert workflows. It is not bio-based, but it is directly biocentric: the product protects forests, land, biodiversity, carbon stocks and human settlements by detecting fires before public satellite systems can respond. It belongs inside BIO VC LATAM as planetary-boundary and ecosystem-resilience infrastructure.","Official site describes early fire detection, smart monitoring and alerts using satellites, cameras and proprietary AI, helping detect fires before public satellite systems.","spot-check"
"999","Delee","drug discovery and disease therapeutics","high","22.6","8","medium","reviewed","official_website","https://www.delee.co/","","Automated circulating tumor cell liquid-biopsy platform.","Delee is a Mexican oncology diagnostics company developing CytoCatch, an automated platform for isolating and analyzing circulating tumor cells from blood. The technology is designed for reliable CTC capture, reproducibility and high recovery across cancer cell lines. It belongs inside BIO VC LATAM as precision-oncology liquid biopsy infrastructure for early detection, treatment monitoring and clinical decision support.","Official site describes CytoCatch as a fully automated platform for isolating and analyzing circulating tumor cells with high recovery and reproducibility from blood samples.","spot-check"
"999","Omica","agri intelligence and traceable markets","high","24.2","8.5","high","reviewed","official_website","https://www.omica.bio/","","Digital biobank for underrepresented patient populations.","Omica is a digital biobank focused on underrepresented patient populations, integrating longitudinal clinical data, multiomics, imaging and biospecimen access. Its role is clinical data infrastructure for precision medicine, biomarker research and therapeutic development. It is not animal protein, agtech or food systems; it should cluster with clinical diagnostics, multiomics, biobank infrastructure and precision-health research.","Official website describes a digital biobank with longitudinal clinical data, integrated multiomics and flexible access to data and samples.","spot-check"
"999","Plamic","therapeutics and regenerative bio","high","24.2","8.5","high","reviewed","government_public_profile","https://www.argentina.gob.ar/ciencia/seppCTI/desarrollo-tecnologico-e-innovacion/diseno-fabricacion-y-caracterizacion-de-chips-o","","Microfluidic lab-on-a-chip platform for nanomedicine manufacturing.","PLAMIC develops microfluidic lab-on-a-chip systems to design, manufacture and characterize nanoscale drug-delivery formulations for health applications. Public sources frame its problem as low reproducibility, reagent waste and difficult scale-up in conventional nanomedicine manufacturing. It belongs inside BIO VC LATAM as biomedical process infrastructure for nanomedicine, not as crop or ag-input technology.","Argentina.gob.ar describes PLAMIC as a microfluidic platform for designing, manufacturing and characterizing lab-on-a-chip systems for health applications and nanomedicine production.","spot-check"
"999","Done Properly","biomanufacturing and molecular platforms","high","24.4","8.5","high","reviewed","official_website","https://www.doneproperly.co/en/home-en/","","Fermented sustainable bio-ingredients for the food industry.","Done Properly is a Chilean food-biotech company creating sustainable bio-ingredients through fermentation and flavor science. Its portfolio includes MICO, a mycelium-based protein produced with advanced fermentation, and RAISE, a natural umami flavor modulator designed to improve taste while reducing sodium, sugar and additives. It belongs inside BIO VC LATAM as food fermentation, alternative protein and bioingredient infrastructure for healthier lower-impact foods.","Official site says Done Properly creates healthy, sustainable and tasty bio-ingredients through fermentation, including mycelium protein and a natural flavor modulator; MICO product page describes mycoprotein made with advanced fermentation.","spot-check"
"999","Laurus","drug discovery and disease therapeutics","high","25.1","8.5","high","reviewed","official_website","https://laurus.bio/about-us/","","Precision fermentation and recombinant biomanufacturing company.","Biomanufacturing company with deep expertise in precision fermentation, recombinant DNA technology and microbial cell factories. It produces animal-origin-free recombinant proteins, growth factors and cell-culture media supplements for biopharma, vaccines, cultured meat, regenerative medicine, food, health, nutrition and personal care. It belongs inside BIO VC LATAM as core bioindustrial infrastructure enabling animal-free inputs and scalable precision-fermentation manufacturing.","Official site describes Laurus Bio as an integrated biomanufacturing organization with precision fermentation and recombinant DNA technology producing animal-free recombinant proteins, growth factors and CDMO services across biopharma, food, health and nutrition.","spot-check"
"999","Solubio Tecnologias Agricolas","ag biologicals and crop resilience","high","25.3","8","medium","reviewed","official_website","https://www.solubio.agr.br/","","On-farm biological input production system.","Brazilian ag biologicals platform enabling farmers to produce bioinputs on farm through integrated technology, equipment, quality control, training and technical assistance. It belongs inside BIO VC LATAM as a core biological-input and crop-resilience company.","Official site says Solubio supplies technology, equipment, inputs, quality control and assistance for producers to produce bioinputs on farm.","spot-check"
"999","Arcomed","clinical diagnostics and medical devices","high","27.1","8.5","high","reviewed","official_website","https://www.arcomed.com/","","Advanced infusion systems and hospital medtech.","Compañia medtech especializada en sistemas de infusion, bombas y soluciones clinicas integradas para hospitales y terapias criticas. Se mantiene adentro como medtech clinico, aunque no como biotech.","Official site describes Arcomed as an innovation leader in infusion systems and integrated hospital solutions focused on safety and clinical workflow.","spot-check"
"999","Arado","grain traceability and producer infrastructure","high","27.1","8","medium","reviewed","official_website","https://www.sobre.arado.com.br/","","Fresh food marketplace connecting producers and buyers.","Brazilian fresh-food platform connecting producers directly with urban buyers, improving producer economics and reducing food waste. It belongs inside BIO VC LATAM as fresh biological supply-chain infrastructure and food-loss reduction.","Official site describes Arado as a fairer and more efficient way to buy and sell fresh food, with producer benefits and food-waste reduction metrics.","spot-check"
"999","Cryosmetics","biobased chemistry and circular materials","high","27.3","8","medium","reviewed","official_website","https://www.cryosmetics.com/piel-microbioma/","","Natural microbiome-positive skincare.","Uruguayan biotechnology-driven skincare company developing 100 percent natural personal-care products designed to support skin health and microbiome diversity without synthetic preservatives or chemicals. Its scientific process studies natural raw materials and their effects on the skin microbiome. It belongs inside BIO VC LATAM as a biobased personal-care and microbiome-positive formulation company, though more peripheral than core therapeutics or industrial biotech.","Cryosmetics says it develops 100 percent natural products that promote skin microbiome diversity and studies natural raw materials to identify those that best support microbial growth.","spot-check"
"999","INMET","biobased materials and waste valorization","high","27.6","8.5","high","reviewed","official_website","https://inmet.com.ar/en/biomateriales/","","Compostable PHB biopolymer from agro-industrial waste.","INMET is an Argentine biomaterials company developing PHB biopolymer from agro-industrial byproducts through synthetic-biology strain optimization and a solvent-free downstream process. Its material is described as fully bio-based, compostable and biodegradable even in marine environments, with validated plastics applications. It belongs inside BIO VC LATAM as core biobased chemistry, circular biomaterials and fossil-plastic substitution infrastructure.","INMET says it transforms agro-industrial waste into a 100 percent bio-based and compostable biopolymer through a solvent-free process; SF500 describes PHB biopolymer made with synthetic biology strain optimization.","spot-check"
"999","Genotyping","clinical diagnostics and medical devices","high","27.7","8","medium","reviewed","secondary_public_profile","https://genotyping.com.br/testes-geneticos-estao-mais-acessiveis-no-brasil/","","Genetic diagnostics and molecular analysis platform.","Genotyping is a Brazilian genetic diagnostics and molecular-analysis company connected to BPI group capabilities across health, agriculture, sugarcane and food molecular analysis. Public company material describes high-level genetic diagnostics, next-generation sequencing and molecular biology services. It belongs inside BIO VC LATAM as genomics and molecular-diagnostics infrastructure, with a cross-domain footprint spanning human health and ag/food biology.","Genotyping material describes a Brazilian company focused on high-level genetic diagnostics and NGS, and notes BPI molecular analysis work in agriculture, health, sugarcane and food.","spot-check"
"999","DProtein","drug discovery and disease therapeutics","high","27.8","8.5","high","reviewed","external_company_profile","https://www.f6s.com/company/dprotein","","Engineered sustainable proteins without plants or animals.","Mexico City food-biotechnology company designing and producing de novo nutritional proteins with computational biology, cell engineering and precision fermentation. Its engineered bacterial cells produce proteins in days without relying on plants or animals, targeting complete, sustainable and nutritionally optimized ingredients. It belongs inside BIO VC LATAM as a core alternative-protein and synthetic-biology food company.","F6S describes DProtein as designing de novo proteins with computational biology and cell engineering, using engineered bacterial cells and precision fermentation to produce sustainable proteins without plants or animals.","spot-check"
"999","NoCarbon Milk","resource recovery and remediation","high","28.6","8","medium","reviewed","secondary_public_profile","https://www.milkpoint.com.br/noticias-e-mercado/giro-noticias/primeiro-leite-carbono-neutro-e-lancado-no-brasil-226155/","","Carbon-neutral organic dairy brand.","Brazilian organic dairy brand produced by Guaraci Agropastoril and positioned as Brazil's first carbon-neutral organic fresh milk. Its model combines organic dairy production, animal-welfare certification and carbon-neutral claims through emissions accounting and native-tree planting compensation. It belongs inside BIO VC LATAM as a regenerative/low-carbon animal-protein edge case, not as food biotech or novel ingredients.","MilkPoint describes NoCarbon as Brazil's first carbon-neutral organic milk, with Carbon Free certification, animal-welfare certification and organic production.","spot-check"
"999","Agrofy","grain traceability and producer infrastructure","high","30","8","medium","reviewed","official_website","https://www.agrofy.com/","","Digital agribusiness marketplace and agfintech ecosystem.","Argentine agribusiness marketplace and digital ecosystem connecting producers, manufacturers, suppliers, agfintech and media across Latin America. It belongs inside BIO VC LATAM as enabling ag-market infrastructure rather than core biotechnology.","Official site describes Agrofy as a digital-solutions ecosystem for agriculture in Latin America, with marketplace, news and payment/credit units.","spot-check"
"999","Nunatak Biotech","ag biologicals and crop resilience","high","30.3","8.5","high","reviewed","official_website","https://www.nunatakbio.com/","","Plant-microbiome platform for soil restoration and crop resilience.","Nunatak Biotech designs plant-microorganism associations to restore soils and improve crop performance in adverse environments. Its official evidence points to plant-microbiome symbiosis, soil regeneration and biological crop resilience, making it a core ag-biologicals company. It belongs inside BIO VC LATAM as microbial / plant-microbiome infrastructure for regenerative agriculture.","Official site describes plant-microbiome symbiosis design to restore soils and improve plant performance under adverse conditions.","spot-check"
"999","Courageous Land","resource recovery and remediation","high","31.1","8","medium","reviewed","official_website","https://www.courageousland.com/","","Large-scale regenerative agroforestry and carbon platform.","Courageous Land is a Brazil-based regenerative agroforestry company scaling reforestation, conservation and climate-positive production through biodiverse tropical agroforestry systems. Its platform combines farm planning, financing, management, product sales and carbon measurement, with systems optimized for biodiversity, carbon removal, organic production, rural income and native species. It belongs inside BIO VC LATAM as core planetary-boundary and regenerative land-use infrastructure.","Official site describes large-scale reforestation and conservation through agroforestry, biodiversity/native species, carbon credits, agroforestry intelligence platform and regenerative soil/forest/watershed systems.","spot-check"
"999","Mombak","resource recovery and remediation","high","31.4","8","medium","reviewed","official_website","https://mombak.com/","","Large-scale native biodiverse reforestation platform.","Brazilian nature-based carbon removal company focused on large-scale native, biodiverse reforestation. It belongs inside BIO VC LATAM as a high-priority biocentric and planetary-boundary company: it restores degraded land into native forests, removes atmospheric carbon and creates biodiversity habitat.","Official site says Mombak removes carbon through large-scale native, biodiverse reforestation, combining science, technology, forestry and carbon markets.","spot-check"
